,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,dadv topic8,average_salary,total_sale,turn_over_rate
20,한국투자증권,0.11593074943230411,0.3897874881449051,0.05743044807972105,0.011934741554678316,0.021758745249431194,0.08641565888444531,0.006631016840297079,0.27221987983643786,0.18296234621510224,0.027186045746513718,0.007317058901354857,0.010393187161722162,0.006561467460105198,0.005760582976439333,0.005852371760823428,0.0075582543860154856,16010.0,9900.0,0.15
21,한국산업은행,0.7117618787996395,0.15431445689213932,0.013980238991556503,0.0054838380883076195,0.006434216560116711,0.008227151221302128,0.03521771494762882,0.5446180692755123,0.04177674365713409,0.01585618537049793,0.00477495483051481,0.005369639896101535,0.004491308649341141,0.004222400949032493,0.004249100890381563,0.004767558766154701,10264.0,24700.0,0.16
22,삼성카드,0.5228128960104054,0.13318848039573422,0.009578559581352696,0.0036316335246489055,0.004331129699697497,0.0056962082896471955,0.034911840909501696,0.8063574934523172,0.11559884172581944,0.029243968983357318,0.008306209849006064,0.010463521773946135,0.007633021598527643,0.006930084025949873,0.007014121982919362,0.00845273660815693,14080.0,3200.0,0.13
23,한국자산관리공사,1.0,1.2329470588187178e-306,6.074441737575177e-308,2.2215492309159475e-308,2.714151422304301e-308,3.6207426017247246e-308,9.857186201426835e-308,0.7281434594118257,0.05523472484131031,0.02040085634050019,0.006091643512601514,0.006846991849396457,0.005656098140200148,0.005284829854943169,0.005313477677721576,0.006022223269397834,8352.0,6387.3,0.14
24,비씨카드,0.09187278346537658,0.2925922197568937,0.06314727871185373,0.010327674395580065,0.019719638697291018,0.0326836669736227,0.005342069301831679,0.1438577950566637,0.2675934091858423,0.0742968437947715,0.014080682552638914,0.01727277581672887,0.009624656899368788,0.007776039472213121,0.00774865228672877,0.011532383777071345,10852.0,3500.0,0.11
25,키움증권,0.6899204443965843,0.23208815069516253,0.01571654862231689,0.005993530313379422,0.007231784010301207,0.009990130835560666,0.021260420654545253,0.09928269128957916,0.08738154246282351,0.12826667284289806,0.04122263631136959,0.09776338764331895,0.027216018877632423,0.01627998545146561,0.0165331388642107,0.055129355009038816,13033.0,2600.0,0.17
26,서울보증보험,0.21191719895922714,0.6102216082535686,0.02262766444612647,0.007207087161704074,0.009780571139269343,0.014528350098314175,0.013078646627744073,0.3339192520401347,0.14491081323698388,0.034647754077633305,0.008650127467168424,0.011085433577816661,0.007098869950249845,0.006129341951061924,0.006148761573096086,0.008105471879883723,6082.0,2600.0,0.23
27,삼성증권,1.625893911664029e-306,5.790897264138197e-307,4.761242398916125e-308,1.8236821620597386e-308,2.1468905303297767e-308,2.747657637506093e-308,1.0,1.553448673544741e-306,1.0,1.2467387945025365e-307,3.398527480779637e-308,4.70642006852523e-308,3.066963254811242e-308,2.7112837628198724e-308,2.754840117354572e-308,3.5076105611987774e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.6129228706611985,0.21524672497325664,0.017029723239518665,0.0064560613358711876,0.007730652928670874,0.010216677617318287,0.045546499171852294,0.5934270114854068,0.09139642579483948,0.02615312184743577,0.007122710715224924,0.0085492920058465,0.006150502676508606,0.00549045913951811,0.005509966322729273,0.00680869664381208,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.0487833120356483,0.1002446435377979,0.6152475557738134,0.010168384686708826,0.038047521661479414,0.019090842478412723,0.002826048699719574,0.09968957046936354,0.08913116002083417,0.20331958163551084,0.07824181225855877,0.05911074136524423,0.03091460052098566,0.017881896049567036,0.01778549940156047,0.056757658524217845,5553.0,1079.8,0.2
30,미래에셋대우,0.5277193287047292,0.18445499278922697,0.01441819112608786,0.005673915802430107,0.00674374035190887,0.00922070986259996,0.01764038480059199,0.4713194767743684,0.06456142172973144,0.01646316719222031,0.004589532247472099,0.005735692597083703,0.004157271400310105,0.0037518314162288367,0.0037877435870424156,0.004605699733856814,14057.0,12800.0,0.14
31,한국주택금융공사,0.07299840189197118,0.12643011494247736,0.005988796073777159,0.0020803317936702796,0.0026057032888641717,0.0035919582915416534,0.004909057666532944,0.6997862220538137,0.09315751375102635,0.02953016199548649,0.008279453683437932,0.00972640742371347,0.007300419832357734,0.0066100021304882645,0.006632124707995782,0.007980249983933844,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.09610668261168218,0.30459045626907505,0.05351283125858354,0.010155630715735175,0.018234716628588298,0.026807946619066877,0.0056047199089299055,0.3539620671266184,0.16305295906040235,0.034531818201003386,0.008797466575443643,0.012052404136372711,0.007586779518739624,0.006589570999849503,0.00664633935198288,0.008685903252214487,5887.0,2090.2,0.14
33,현대해상화재보험,6.390018760282325e-307,1.0,1.0020507328552421e-307,2.991555287627749e-308,4.1954684476819796e-308,6.90070230626628e-308,4.027793545691567e-308,0.15484472815457048,0.2470542523717173,0.2663039271227365,0.029103776758826763,0.038406435408447494,0.017685388564571792,0.013407365890569692,0.013357100147507918,0.022621570691668723,11280.0,16700.0,0.1
34,케이비손해사정,0.759392057974001,0.08831277675396744,0.009469242956504916,0.003939218645225324,0.004467822129252956,0.005431480294755471,0.013801025573559762,0.2451276408859702,0.43399317605263327,0.07567341187844512,0.016316491881567648,0.02312706900042659,0.012525687462724689,0.010382496176705903,0.01040146590095727,0.014874069947954874,6082.0,1261.9,0.17
35,오케이저축은행,0.726473561654117,0.1519722526467637,0.010503748083184555,0.003971996062792371,0.00475676188417325,0.006353930940238773,0.02870010486696583,0.5899344422972302,0.1112311220888769,0.03127082874551365,0.00840625225478871,0.01017938672324658,0.007197296471151105,0.006393706780176524,0.006413538030876758,0.008002978476266348,5817.0,8892.8,0.38
36,대신증권,0.056641451390928965,0.1546066405281019,0.007537300629788293,0.002451310269914777,0.0032040553091656917,0.0048015797946057,0.0035744093954120093,0.4690225859527593,0.09164788074729463,0.025129871799667223,0.006808643201254763,0.008423201609914062,0.005964353300066356,0.005325195191943831,0.0053533083452152515,0.00662311510760669,12177.0,2300.0,0.14
37,신한카드,0.7467446686576554,0.2014790570333755,0.01291133751983756,0.004880127611017942,0.005903230326656208,0.008115656312968109,0.018187672689231243,0.13188681907095884,0.09702853377468461,0.11653834315062786,0.12147229607434445,0.04040995237250098,0.15384199956617284,0.048904271127359886,0.046945089315844166,0.11327571114934011,12741.0,3700.0,0.08
38,라이나생명보험,0.09418784088195566,0.4240658745841874,0.028888979515560353,0.007383294825821119,0.011659866783018277,0.030789988781974295,0.005611309172773697,0.24434634203815064,0.25462845708014004,0.047979464434401445,0.011868556881280783,0.018370107172523843,0.010102358764335288,0.00854672048740575,0.008663251778179072,0.011980985744484836,6032.0,2800.0,0.25
39,한국수출입은행,0.15570283015358624,0.2978664773281219,0.014809385248407296,0.0049682302509894485,0.0064155156694630676,0.008806236434813167,0.009879659536956563,0.7395532711291003,0.06350612513886439,0.019339038859434388,0.005267241098717629,0.006179455046614054,0.00448816029597376,0.004005219334687244,0.004011305797074307,0.00495653224373381,9680.0,7300.0,0.19
40,모아저축은행,0.22800513509600973,0.5258925972843079,0.02075259049891054,0.007226843864289959,0.00920506496063069,0.014239769702665337,0.013003528677941011,0.5295619075934137,0.08324180072391368,0.022789751551209367,0.006241457649650006,0.00757858339104373,0.005463842031718499,0.004890107725289949,0.004915787613441625,0.006046062357605537,5163.0,1450.2,0.2
