,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
1598,시드물,1.0,9.741703715951578e-308,5.613542941929759e-308,2.046296547375906e-308,1.796319456542553e-308,1.223088397605407e-307,0.668245393646247,0.03469036618196427,0.011352313985664301,0.004746490725075661,0.004823950294881337,3269.0,419.9,0.31
1599,이랜텍,1.0,1.5257764122006125e-307,8.856202569579646e-308,2.8506832820925805e-308,2.2789631681003754e-308,5.538998150898664e-308,0.4578431012561557,0.020802961622008,0.007486898372509673,0.003361123703999398,0.0034086720183000626,2447.0,2773.2,0.13
1600,코다코,1.0,1.1029240114257332e-307,6.851016677173016e-308,2.3295859986151453e-308,2.024064728575318e-308,6.810174636321662e-308,1.0,2.3037161343571964e-307,6.902657764670194e-308,2.818211606170635e-308,2.8366197121467904e-308,5873.0,2063.1,0.21
1601,대동도어,0.9026793008485534,0.03683969774547328,0.020529573299543753,0.008228563446835518,0.007515539124784682,0.024207325534809452,1.0,8.139333741786416e-308,2.9332269559224863e-308,1.3245929234117697e-308,1.3406793240599027e-308,6032.0,2509.8,0.14
1602,비츠로시스,1.0,9.733560805382686e-308,5.64092168983789e-308,2.0530408645902896e-308,1.8041331236272204e-308,1.0948357173481009e-307,0.7083763604303107,0.12759352812068586,0.030623072517452644,0.010398142806121034,0.010623659893214295,3138.0,295.1,0.4
1603,삼표,0.640556940300148,0.02583858188285292,0.014623578711134767,0.005658308111331993,0.005097397616305453,0.022955176548434354,0.1846818057157392,0.6198342310998324,0.11231599199205027,0.022227327339011827,0.021023187859335487,2967.0,2456.3,1.35
1604,씨제이포디플렉스,0.3438848708008109,0.03481034429286389,0.026647099726310318,0.006525356555261318,0.005247676406351955,0.008808213076192294,1.0,1.768817729133655e-307,6.040741004548076e-308,2.5595957837537823e-308,2.6135792249111375e-308,5428.0,373.4,0.26
1605,케이디파워,0.2069567973134195,0.3603825306803786,0.08383313808912037,0.07575226161521523,0.021762363013054058,0.005857249456683285,0.7204708958567763,0.18606943272923468,0.04003737721698773,0.014965120948606903,0.014817540969792809,4149.0,444.8,0.49
1606,파워로직스,0.18831152563611062,0.3213813593599959,0.059487865611165515,0.09941923032061518,0.022431885056029364,0.005556485346437104,0.638806183499894,0.05084063288596457,0.015611287129505479,0.006347181986053455,0.006428506335986023,4838.0,7665.3,0.16
1607,텔레칩스,0.43443040104957775,0.04648494111933617,0.03480202799973578,0.007730085226990056,0.0057344022837005236,0.007507889198076225,0.5410852869738935,0.0720897471858224,0.02163442812455843,0.008159924644518984,0.008403769576227585,7677.0,1364.2,0.15
1608,블랙야크,0.7835385899060476,0.03004610992436664,0.017023965580147217,0.0066509030846091804,0.006028288935014851,0.0222763380293363,0.5413003569398773,0.08782681749711999,0.021124465575646005,0.007934577816744556,0.00791659190477723,4302.0,3348.2,0.28
1609,삼목에스폼,0.751997794469503,0.028156963981671928,0.016778709819231925,0.005815141089370353,0.005045632606921119,0.04201508171426832,0.5040399116887955,0.06407159724544349,0.017341915354640823,0.006791258757305,0.0067882851778429875,5623.0,2049.1,0.07
1610,유니온커뮤니티,0.6832969345021493,0.029984868667905406,0.01784205759827981,0.006075362030952377,0.005203622172215711,0.019194566848532272,0.9294241005778959,0.041525538598683055,0.015187221605649299,0.006880734927607618,0.006982404290163797,5412.0,390.2,0.15
1611,크나우프석고보드,1.0,7.243560457471189e-308,4.0538222180433297e-308,1.5850733544939746e-308,1.4300133417862573e-308,6.401541308897174e-308,1.0,1.2390625541903643e-307,4.3307130114421716e-308,1.924167173569999e-308,1.9440021884631353e-308,6032.0,2310.5,0.13
1612,스맥,0.3336918886002076,0.06913558928022863,0.08879917697021042,0.012789736595996734,0.009219798113582181,0.006647707592680934,0.15556434993337426,0.1920253487424839,0.5801162229105428,0.030011743139388883,0.028080145178712067,5019.0,1265.7,0.23
1613,오알켐,0.2650484425548701,0.24009926880167037,0.09127291573484672,0.32094253018485713,0.04489724875083041,0.007739480219933961,1.0,1.613017300849304e-307,5.114453996407967e-308,2.16404521718471e-308,2.1746179054798927e-308,5231.0,641.6,0.18
1614,유진로봇,0.6867868494421072,0.020763421414092563,0.012404965183303937,0.004473537581105447,0.003956891235073364,0.017186350044928324,0.7279381441015111,0.028376766782624237,0.010268475416850262,0.0045960505451206005,0.004672704628451918,5920.0,276.5,0.3
