,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,dadv topic8,average_salary,total_sale,turn_over_rate
1844,에이텍에이피,0.4250062710915499,0.1032905619107421,0.012794509209991827,0.003116909932445315,0.0035882794913625936,0.004699887549332417,0.005760511168551163,0.0332457600552364,1.0,5.291399546512019e-307,1.1633443824867052e-307,1.000291125887661e-307,8.764623268770698e-308,3.6909751500798983e-308,3.31969498091579e-308,3.336544807280324e-308,4.065751009763011e-308,4886.0,1070.6,0.22
1845,쌍용씨앤이,0.42389830902589426,0.0995621191806021,0.013840040951964769,0.0034508870318211175,0.003957402910234948,0.005207476516696628,0.006350329905594872,0.01860356486673169,0.5571188036622846,0.05156015574358401,0.01319956861058811,0.011762653758260804,0.01072904702348202,0.004680652062312707,0.004292574356671618,0.004320866689252218,0.005048315985394083,6082.0,1100.0,0.06
1846,엔티렉스,0.14866904150783028,0.16721963042007745,0.16421957470521564,0.01832333929203524,0.03515604291177504,0.16576148816478284,0.04417167250329792,0.007191210143082567,0.8317633089062729,0.06269371864571102,0.013357982072404545,0.011189139941932935,0.00988584082583602,0.004093776794671448,0.003674051064776211,0.003685863932765077,0.004535138898276675,3804.0,485.1,0.22
1847,코카콜라음료,0.5552850022164239,0.16368758017726837,0.019613042516747767,0.00485418166708295,0.005537198671271789,0.007116007910310758,0.008381023416896671,0.02591281334039662,0.7240454535840879,0.051001075594886154,0.01420502529193289,0.013189859448823258,0.011973736897056473,0.005410680866918828,0.005015571053468364,0.0050599667417793965,0.005748771840382307,6082.0,1400.0,0.1
1848,삼양발브종합메이커,0.6804053831458218,0.045957880660659874,0.010021450720852325,0.0028133577024107063,0.003058590935671319,0.0035998111951974798,0.003974142445353354,0.007830693254294382,0.36072498499505906,0.14509923365338023,0.027287550418576455,0.021078609860101464,0.01910702460822273,0.0075232280519126745,0.006691594203926441,0.006688509319381502,0.008483685061372509,3894.0,158.1,0.38
1849,엑시콘,9.64378506742052e-307,1.0,1.9378741333070034e-307,3.5747403494227015e-308,4.823398811880808e-308,8.128133702722532e-308,1.2147571795516979e-307,4.767009644741799e-308,0.819892862935487,0.056178414345666214,0.0170071273077647,0.015885514907133542,0.014834465671856364,0.006772837046382875,0.0063455796919349074,0.006397923574899082,0.007134683124793487,5706.0,661.9,0.2
1850,코윈테크,0.7166062203297789,0.0844914581080547,0.013230034461245394,0.0034839325060689185,0.003905787480074188,0.004957858372206128,0.005712929967901237,0.015854637072337963,0.7467792060247225,0.03314577677724366,0.0105624011485086,0.010280333828019282,0.00950582386461777,0.0045034587957584644,0.004260636970580933,0.0043132858937335984,0.004672318891077288,4892.0,717.6,0.22
1851,엠케이전자,0.18436434797915188,0.6540069651323378,0.028514845296955693,0.0059432562261831825,0.007324863038336005,0.010111729047004374,0.012277939306428868,0.00988853870602326,0.4929760941611866,0.07718610409674358,0.01651966558838327,0.01450029464585462,0.012732768440349602,0.005423117452894745,0.00488202769865324,0.004924179484089035,0.00594601885161765,5508.0,5486.4,0.17
1852,참프레,0.16013786100359875,0.6527932787319654,0.059623800742453936,0.00947317425962992,0.01365847407024044,0.031228462317222632,0.06525585999555758,0.00782908887933105,1.0,3.5902064848429705e-307,7.844758315439208e-308,7.471824967915791e-308,6.397741882322326e-308,2.8685917619684396e-308,2.596260580832385e-308,2.6413093327640943e-308,3.088263524808728e-308,4622.0,4835.3,0.29
1853,하이트론씨스템즈,0.16719738742030255,0.4284972070362564,0.02538897125885255,0.005281692470091707,0.006515293264950682,0.009040237154822998,0.011064625509102097,0.008983682625146094,0.852450949975766,0.03819488073678319,0.012046172112697425,0.011607697464703238,0.010766365768205655,0.005053356085542991,0.004769383859048048,0.004823422258299507,0.0052627801110139765,3771.0,274.8,0.42
