,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,adv topic8,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
197,동일인테리어,0.07429196872666825,0.30874371850338844,0.062424483246859015,0.11395851847530898,0.05337829470662411,0.012888272353245162,0.036215576019976985,0.04198136673851171,0.008282520681781164,0.874090329154531,0.032712804304962526,0.036246603612002756,0.006917505929724807,0.00761080921638145,0.006274225549910766,0.006456503334598856,4529.0,1175.1,0.62
198,신보,0.08515918116010865,0.10288564203325541,0.498154250028757,0.11056368879270756,0.058222093834337775,0.02583001961227488,0.06968892907781547,0.04065527909857164,0.00884091636217156,0.5894149219481633,0.07847326629822562,0.08079122052878297,0.011878494829019237,0.01425530362611124,0.010023635150652336,0.010255203405700183,4450.0,256.2,0.25
199,동광제약,0.49107061967298565,0.024998833487633987,0.004264239296509755,0.10987299540991216,0.15129265183901566,0.0030083476850557875,0.004294948732211401,0.004932851922171549,0.01813703759640645,0.947799590298895,0.018468825780410716,0.017478347199845583,0.004110603713394608,0.004395281231110276,0.0038314808280557784,0.00391587094828784,5563.0,1557.0,0.14
200,서울데이타통신,0.10418179769974738,0.11667620412914163,0.4189799960630502,0.1320289911561629,0.07013233254967258,0.03807594789703113,0.06801149771997889,0.04121609848902035,0.010697134296195019,0.8086329843838558,0.04545840409930173,0.05192781187904797,0.008462302835898699,0.009582433099372536,0.0074740974730084404,0.007650036013790407,3446.0,100.2,0.18
201,세아네트웍스,0.09516341843909056,0.11315928921828121,0.4716868564400358,0.12200163277691717,0.06429129919483315,0.029364037355383288,0.05593624873795322,0.03849313970474323,0.009904078132762546,0.7368193617391777,0.1008906062450158,0.1076018665706335,0.01398228987117198,0.017017776242395723,0.011713044731336317,0.011975054600269036,5415.0,606.4,0.26
202,엠에이피한터인종합건축사사무소,1.0,7.494039535958982e-308,1.449942126003918e-308,2.4259423830064875e-307,2.252069744899216e-307,1.1228089506756493e-308,1.457854946941192e-308,1.616344424333318e-308,3.472652762866042e-308,0.8038783652459086,0.045218850474456826,0.06639817126087535,0.009012733592342174,0.010255631867608353,0.007930698886938663,0.00821667705661277,4460.0,403.3,0.26
203,성창이엔씨,0.024576697853589614,0.01892912757725045,0.01867708823421804,0.02799161287389631,0.01576472903279538,0.8685509905219742,0.00839817655165539,0.005845972047292842,0.002493185944249156,0.11095393851404733,0.06839810536446682,0.030044976320974356,0.06834156445139303,0.02537935343438708,0.39395235752476165,0.07490388282332519,5269.0,1889.0,0.36
204,쿠팡,1.0924883749158243e-306,1.5362031198403638e-307,2.6027097609178197e-308,6.3015740877136075e-307,1.0,1.759556940470309e-308,2.624609393320213e-308,3.1204906723764976e-308,1.0165626915562647e-307,0.5806457387306969,0.08046605143460628,0.13334363996141316,0.013078625984270599,0.01607762516552349,0.010810072716355406,0.011245730513246505,5035.0,20400.0,1.09
205,씨제이올리브영,2.0499538101598123e-307,2.378542726072896e-307,1.0,2.6294158259962592e-307,1.393086797060816e-307,6.60515743120442e-308,1.5079228850036726e-307,9.100533635689106e-308,2.11855712876964e-308,0.1595517820305671,0.3084063672550348,0.06742029912075784,0.036030400695415084,0.07172337279057474,0.021632300144205075,0.02198326401311342,1503.0,2100.0,1.38
206,에프알엘코리아,0.23933627697771587,0.022119146549435496,0.003669974559307652,0.0968393601621958,0.17700546538485382,0.0025886739993438886,0.0037728448344722205,0.004389011603251058,0.012262606856816167,6.827134845097292e-307,1.0,2.624591299001582e-307,1.3700601885406435e-307,2.192985550952415e-307,9.00223461294397e-308,8.884135949788991e-308,3139.0,5824.1,1.34
207,이마트,1.0507144382615597e-306,2.0851079937079444e-307,3.0752671051162077e-308,1.0,9.65554055061322e-307,2.0586819386637123e-308,3.1231747882374547e-308,3.631813466466692e-308,1.268839919524092e-307,0.7535858936586703,0.08656898475568589,0.08821739685562655,0.013211878590876316,0.015579792519141784,0.011320785971153593,0.011516848597719854,4573.0,15100.0,0.23
208,한국철도공사,0.5045940925841369,0.022159531015564525,0.003929733518151417,0.08442209295388753,0.07820466629451132,0.002862896204862462,0.003926209053088148,0.0044178314629040845,0.013028757369966169,0.800176019517985,0.03366943437988969,0.03755640587610992,0.006271430948558602,0.0070759065531506155,0.005567851814072515,0.0056848584525701455,6720.0,5100.0,0.09
209,홈플러스,0.21186417815109335,0.02174134919335214,0.003696300834803149,0.09028490922602878,0.1966727241044336,0.002667297804225776,0.0037360435327446033,0.00436556080135664,0.016620257248913906,1.0,8.305439853491021e-308,8.196411234307965e-308,1.8138726930942545e-308,1.9587122330231835e-308,1.6742239172789105e-308,1.7145732831186035e-308,3773.0,7000.0,0.22
210,비지에프리테일,0.11236214828714623,0.15430403715809504,0.3280935996287371,0.1500124896860092,0.07766785104563995,0.02750820087667653,0.07805969602833289,0.06020570695521509,0.011786270334148053,0.8433706130216508,0.021781387551354947,0.022772191644225954,0.004689202580861228,0.0051085564817301725,0.004293111417857246,0.004408532382420154,5162.0,6800.0,0.51
211,씨제이대한통운,1.0,1.2072044492980298e-307,2.0988626389334363e-308,4.7859776869155985e-307,7.0184450773570795e-307,1.519855959773469e-308,2.1659930236774387e-308,2.4843738457917973e-308,5.96893196296736e-308,0.7601747992341791,0.0901961182465393,0.09864855459251483,0.013032055974032982,0.015718074420016437,0.010993654844042227,0.011236742688675335,6926.0,7700.0,0.09
212,현대백화점,0.10811918994584237,0.11135056326252363,0.3955830458692641,0.135092999282037,0.07224093009838393,0.05580319219178785,0.07236548617801644,0.03879686478361889,0.010647728388525889,0.8900912801196192,0.026818340019426557,0.02537575525295717,0.0059392781572604495,0.006354297030105593,0.005532330019491702,0.005650441072046578,6564.0,1500.0,0.35
213,코리아세븐,0.14221732272304874,0.05471215496175695,0.007022533398039771,0.4125386846360918,0.17030644398922104,0.004471799278628791,0.006963829439825113,0.008321169005156963,0.026269988124073575,0.43566462558876345,0.04559108024613647,0.27289906387030644,0.00854971494852231,0.010143395323859328,0.007265366638190719,0.007597661599463781,3628.0,4300.0,1.03
214,교원,0.5476040178449729,0.02406279998479033,0.004206424921886322,0.09626992125464916,0.09228949019432653,0.003087637834367215,0.004277520914363119,0.004792011719805282,0.012589380266181982,0.2699986953423668,0.5908443642761303,0.07474406670630379,0.016548188474947285,0.021390812322338956,0.013275679052300824,0.013198193825611918,2376.0,4493.3,1.3
