,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,average_salary,total_sale,turn_over_rate
17,메리츠화재해상보험,0.11286386657886882,0.7052500562308829,0.06669057312484591,0.09110718052167646,0.014646189086221693,0.00944213445750422,1.0,6.704707755250409e-308,3.9085173483625976e-308,2.291719915657656e-308,1.843315817432317e-308,1.981329253082655e-308,1.7133539192419886e-308,1.740681859796174e-308,8562.0,10100.0,0.25
18,교보생명보험,0.7997142704842961,0.14131793410491084,0.025669350672324703,0.02058505301079928,0.0071686438283576626,0.0055447478993114726,0.19094627146483725,0.054571464075501834,0.05969861341157802,0.022766239938369754,0.3096720296870745,0.057879488800145595,0.09460296124234747,0.10293032979073347,10001.0,13000.0,0.08
19,롯데카드,0.659290364698917,0.09041182332777543,0.02379075926695469,0.018969603692933865,0.007004029560577411,0.005713372211189113,0.7033163791389726,0.020937444067581683,0.012119418314034664,0.0072738801934824565,0.005737331137898441,0.0062070608597024545,0.00531353760964894,0.005412688678583691,8325.0,1500.0,0.16
20,한국투자증권,0.1135502173428122,0.1678867821917648,0.17301854787756132,0.2223111773359676,0.027964337659793802,0.015259437256219505,0.7550132606280415,0.039455509849431844,0.020213066481456154,0.014747108678201634,0.009183716160241856,0.010607259723232421,0.008009993459627416,0.008224337510211807,16010.0,9900.0,0.15
21,한국산업은행,1.0,1.970870018187592e-307,4.944617738365507e-308,3.9629836472297403e-308,1.418753351181134e-308,1.116124028583204e-308,0.7611193082363659,0.024137063870815226,0.014265326827065026,0.008080727480470432,0.006716273405100661,0.007138006537572062,0.006283797047655643,0.006358797875352614,10264.0,24700.0,0.16
22,삼성카드,0.7985255618233943,0.1421132973799593,0.02584689088332187,0.020724347365267626,0.00721274512679867,0.0055771574212580164,0.6498093813289019,0.017434472828818437,0.00949245843197952,0.0061235643025516215,0.004370860740540109,0.004865158852769527,0.003929496388317591,0.00401307993360415,14080.0,3200.0,0.13
23,한국자산관리공사,0.38432514701988824,0.23312674487983823,0.02779105052891657,0.021997344517541158,0.007579816052309506,0.005869506108881765,0.7544579935240158,0.022143629601619103,0.012945070559432875,0.0073238495786817565,0.00603009717879974,0.006422799655514099,0.005607043765703217,0.005668843455183424,8352.0,6387.3,0.14
24,비씨카드,0.12853198579186947,0.2493679176111411,0.2682018454191392,0.11194951846132259,0.038433249338694575,0.019089688679650656,0.4723467313986611,0.1468327158893114,0.04305003388571807,0.023006402384572223,0.014533469859297824,0.01689681569315344,0.011452545377535457,0.011376477539794353,10852.0,3500.0,0.11
25,키움증권,0.8628790417309334,0.0838801697066336,0.014484890531226171,0.012196700369932064,0.0040681166692518285,0.00311690522210186,0.3193763961916733,0.16023011246650645,0.10203227144617565,0.07964761581569947,0.04211288520366359,0.07914621464096963,0.025015003589622897,0.025531807311516625,13033.0,2600.0,0.17
26,서울보증보험,0.26329991677864817,0.6045622283216301,0.0582648803427062,0.04874354831247224,0.014647381643775334,0.010482044600768056,0.7942255370909801,0.04642782473891481,0.02163103055133981,0.013686013786710211,0.008979853160410051,0.010160588566653363,0.007665274296269307,0.007741083141037437,6082.0,2600.0,0.23
27,삼성증권,1.0,2.5609602497265157e-307,5.511582376189978e-308,4.3514559974466617e-308,1.5369423853878824e-308,1.317899597218037e-308,1.0,1.5124602242438157e-307,7.860555926196855e-308,5.576640922629369e-308,3.571670379375503e-308,4.099482658817295e-308,3.1277043017847823e-308,3.2122156842638205e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.47850595836476345,0.09411210383033654,0.020363755722535442,0.016689327067796234,0.0057126996801373725,0.004334577507232809,0.606493874112089,0.022529619580680407,0.011743799511541121,0.0070122031110756,0.005117013734421563,0.005630748448598825,0.004531165126684154,0.004576085169573993,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.0684790146216335,0.07965987386329672,0.4719201938347492,0.06559476314367126,0.06511117322449445,0.018351674228787765,0.24776810394255258,0.1741492308885682,0.1416532644370932,0.04111363033055898,0.037243203432049794,0.06125827481944995,0.02091912901612894,0.020604215168471825,5553.0,1079.8,0.2
30,미래에셋대우,0.5130880411791419,0.1373519971019462,0.029020658117528936,0.024862863144600508,0.008336729845808822,0.0065275409124583034,0.832970582523004,0.024951995803931933,0.013397572781966358,0.008511488910699637,0.006077177703472692,0.006751433466416816,0.0054366706578799886,0.005534753872021482,14057.0,12800.0,0.14
31,한국주택금융공사,0.1636318864718758,0.2705402926505861,0.030068214319190836,0.023604321646381966,0.007754026762366428,0.006121207450099674,1.0,1.11243511938244e-307,6.018465273148024e-308,3.524243595206189e-308,2.677129381681384e-308,2.9127925132814546e-308,2.40776693989017e-308,2.429381088710041e-308,8845.0,3800.0,0.42
