,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
1936,에이치에스애드,0.8783906544767729,0.062473162411282104,0.02995234675565457,0.009536751585380684,0.008445678488130666,0.011201406282779254,0.6447659059750724,0.035426237804345374,0.013261540922753931,0.00600126952557198,0.006733433800232858,0.005386313444933012,0.005559599076541311,3109.0,2578.8,1.33
1937,제이티비씨,1.2612350090198473e-306,1.0,1.5937749961939118e-307,4.625679077515116e-308,3.2814578967073476e-308,9.606790208624706e-308,0.8189243117770578,0.03249320281256878,0.01242355477080379,0.005614109665773356,0.006265706351619955,0.005062837455137388,0.005207451532440123,7445.0,3635.3,0.28
1938,중앙일보,0.48712357879206264,0.022886474329583694,0.009927892325112158,0.003146676189633478,0.0026959267021744644,0.003943544177441692,0.720877038688823,0.03192234487083423,0.01282528606330894,0.005805869188195837,0.00636782533320049,0.0053029861760887816,0.005417272613742245,7946.0,2673.9,0.39
1939,아이스크림에듀,0.20090709754782546,0.1492255562868486,0.42737337660391844,0.08033137150464456,0.022908045495156654,0.044333538968944736,0.8831515054559997,0.05251273017356223,0.022444861080009714,0.010567560354650314,0.011339329628755872,0.009884170420065006,0.010099842886957292,4605.0,1285.7,0.43
1940,매일경제신문사,0.21317248105565303,0.010727668306257581,0.004674259258847659,0.0014612888576061767,0.0012866614509919037,0.0018185453961085715,0.5433508475274832,0.10509851422539086,0.03269750126539148,0.012975332464801377,0.01505330082386822,0.011078443964392958,0.01129706267914044,4980.0,2334.4,0.25
1941,조선일보사,0.24615721994420575,0.017577651513786152,0.006913197920904168,0.0021639351469782634,0.0018627519271441732,0.002868556375957918,0.3931221862807657,0.31130231750910803,0.043925472145349635,0.01711513181271767,0.021119833470703425,0.013959936783703608,0.014470900885361413,6032.0,2907.4,0.2
1942,에이피알에이전시,1.0,3.310111604793672e-307,1.0696440181362141e-307,3.1138219449910997e-308,2.353361408292627e-308,4.188343495104883e-308,0.6268264866457701,0.22735848775182402,0.05609345220141777,0.022887066762171452,0.028119099472029275,0.018984973208521248,0.019730433958266257,3233.0,127.5,0.35
1943,킨코스코리아,0.1967674544956497,0.154017812125497,0.333325372812401,0.04999304020101799,0.017819056591288806,0.03469108267500696,0.1184823577853343,0.11946967709545134,0.114110548364364,0.09257089517652722,0.3036203899340089,0.034908652361815506,0.036847193306617704,3681.0,362.1,0.36
1944,부산국제영화제,0.8974946987795472,0.0528498619092547,0.02521094073973035,0.007996157109437825,0.007033415244548155,0.009414926217481523,0.1164825804952385,0.10029864566683787,0.1317261056881198,0.1256853809687907,0.08057252682802324,0.04242731784380594,0.04057425027138817,3478.0,138.1,1.14
1945,인터스텔라,0.9327276675075342,0.03510566498059296,0.016258713784203693,0.005171059409858727,0.004519803029629893,0.006217091288180636,0.6039589537690134,0.11370484396298398,0.03497918529508273,0.014663231988512888,0.017374523618670448,0.01252297935582136,0.012934564137116014,4491.0,57.7,0.8300000000000001
1946,그룹엠코리아,0.9037983327228467,0.050222629010872086,0.023248699137429135,0.007379940931790224,0.006488047946823402,0.008862350250237995,0.9419868803997943,0.026032938446872003,0.011184052550957562,0.005249229682428706,0.005619525676316238,0.004914808428176123,0.005012564815455034,5127.0,340.1,0.37
1947,레오버넷,0.22061232711269863,0.20758555301785134,0.08196562352375164,0.02076351235314377,0.011749299924576474,0.044416301505787015,0.8705438215490566,0.06644774483630402,0.02367599614628984,0.010051844002178288,0.011377775384984964,0.008855800724231795,0.00904701735695432,4983.0,576.6,0.24
1948,디트라이브,1.0,9.765292302374174e-308,4.555708522527097e-308,1.4505925871222703e-308,1.2780410691396336e-308,1.734713002908081e-308,0.4624648373405923,0.23620231694956562,0.06416969379150986,0.021737232963846397,0.026112364132359036,0.017644426726315877,0.017822174037948356,3813.0,213.0,0.71
