,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,average_salary,total_sale,turn_over_rate
16,웰컴저축은행,1.0,4.027192171387317e-307,5.739043316204237e-308,1.7154799575199753e-308,1.5015770166880027e-308,2.13405557601732e-308,2.454470587297554e-308,0.7549651108104827,0.030338059554112364,0.014857069996088735,0.008168152103949274,0.004067797574771383,0.0037583871287438504,0.003530436302520224,0.0035515670058110615,5645.0,3957.1,0.26
17,메리츠화재해상보험,0.10665213666776915,0.588241240213332,0.048967148621807524,0.011541794157815213,0.00818523854924175,0.025111322146732624,0.04609000992743319,0.8762660879409505,0.04664075669127649,0.02255784853247067,0.0121294911743124,0.0061220541499194155,0.0056128048211009285,0.005242354761606308,0.005295972737294135,8562.0,10100.0,0.25
18,교보생명보험,1.0,6.955853954769304e-307,7.372541914772943e-308,2.114794408033535e-308,1.8005934910132087e-308,2.7117776164385114e-308,3.266876576758622e-308,2.5351890429105995e-307,1.0454685461144999e-307,1.7261503488033764e-307,1.937093341952629e-307,1.4961914348190915e-307,1.0,2.5636923929308515e-307,2.887669943878685e-307,10001.0,13000.0,0.08
19,롯데카드,0.18622408134298493,0.033091882681801695,0.005173707263296381,0.0015547020564662239,0.0013768506802035458,0.0019251498469202023,0.0022077577781352046,0.7224596771166797,0.06095953640301205,0.028907334398165868,0.015163055822093974,0.007728450569965762,0.007026389265434896,0.006522662679531673,0.006609144506555781,8325.0,1500.0,0.16
20,한국투자증권,0.12268311435972307,0.21280656420595023,0.15245309565126608,0.025945241130896805,0.01518759770849432,0.0905261082147973,0.08613230160874592,0.28868089940958974,0.08724321116334717,0.03173041796003404,0.013536511776477213,0.007002201286422397,0.005995220093152416,0.005341841182071694,0.005431273831937006,16010.0,9900.0,0.15
21,한국산업은행,0.9365123117070835,0.03749652097227422,0.005645071808081966,0.0016634942163061281,0.0014466239166427569,0.002074238728780456,0.002443201914204651,0.4969256069275565,0.027840246204052586,0.014144745406356886,0.007866889029892719,0.003930446662967642,0.0036462014755860497,0.0034357697268360414,0.0034578314202461102,10264.0,24700.0,0.16
22,삼성카드,0.1737873913349348,0.041711119674202074,0.005006846030935722,0.001437459294991182,0.0012386214528698092,0.0018229625017723108,0.002185124821245849,0.7934678543825571,0.09026159404330356,0.0332915165353077,0.01570551306161428,0.007975059403514685,0.007023777710779838,0.006375909187998326,0.006458956600405961,14080.0,3200.0,0.13
23,한국자산관리공사,0.45973625733235457,0.25845928529994966,0.02628956824636751,0.007418882706809429,0.006241810906862085,0.009579684960190979,0.011490036060978264,0.6982834065978051,0.04808998523154982,0.02314034326424264,0.012707138938032617,0.006296067041906968,0.005815575242074446,0.005461557289056827,0.005486611472644735,8352.0,6387.3,0.14
24,비씨카드,0.09861280726004569,0.19410031602285358,0.15037130823813125,0.021116354056152694,0.012867214331420204,0.03422938027409675,0.03151794410611477,0.11930934886337663,0.10445450351873709,0.10435453454758564,0.033318929411256255,0.013125308177342358,0.010660559334085672,0.008993318210935575,0.008779433066953293,10852.0,3500.0,0.11
25,키움증권,1.732935053986396e-306,1.0,8.022695806901923e-308,2.322301676989491e-308,1.9643025372767376e-308,3.084345264464393e-308,3.7176638795004486e-308,0.09008520704042407,0.04857064359615831,0.19263645904266002,0.07829591052079451,0.05424225812097024,0.026538431476924817,0.01765901949912112,0.01749428541821673,13033.0,2600.0,0.17
26,서울보증보험,0.2166257447906517,0.5551286562172936,0.03597187621085863,0.009474578271667634,0.007561785564015366,0.013509846632342578,0.01735246891147322,0.20181329903451925,0.20432468534976353,0.04509989019464312,0.018114614960369133,0.008418505117301514,0.007175272119724094,0.006341376290205322,0.0063058859708809345,6082.0,2600.0,0.23
27,삼성증권,1.0,4.642698822006704e-307,6.610647823563289e-308,1.899722037324883e-308,1.6462835101848056e-308,2.370879446430003e-308,2.841584999137895e-308,1.0,4.500896874223461e-307,1.5470368393505673e-307,6.123170069539093e-308,3.155551702118942e-308,2.663668945175522e-308,2.3499477074644195e-308,2.3908565367307453e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.4715421026013834,0.1073993199715755,0.013890760940633774,0.004006559200304354,0.003422193553797299,0.005143983541943361,0.006260430951410072,0.40710541806026423,0.22877973554228948,0.032622107264913665,0.015324633681077005,0.007338437665005647,0.00648071203993943,0.005881968436772455,0.00587371590359925,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.07538599288468173,0.10123514161836965,0.5917508820808793,0.05576870672013476,0.019747109272960157,0.030343170036251612,0.018639090608060408,0.1306544166556245,0.07007340124632705,0.27889002338057023,0.19125946296589616,0.07883655867080416,0.0428154448555229,0.028107184511800047,0.027061308471539598,5553.0,1079.8,0.2
30,미래에셋대우,0.4298513795563739,0.17407218245057202,0.01920382997092176,0.005667049944496143,0.004838803859807276,0.007529153028642375,0.008948478342164244,0.47097835233207447,0.06882428525977347,0.021876899476815197,0.010207061011938799,0.005109837297707975,0.004492776210142402,0.004073865641410158,0.004110981976224009,14057.0,12800.0,0.14
31,한국주택금융공사,0.15208735991072236,0.24148214569971163,0.021122812507676468,0.005674724528748737,0.004664115861828533,0.0076203150379697444,0.009381811161507828,0.6327999905846113,0.13146017939952212,0.03630740904657104,0.018031595326882387,0.008722080604514954,0.007818060107526377,0.0071760658000411814,0.007169845361598592,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.1622988191511266,0.382667284095339,0.1693962811360153,0.032550978735701404,0.020590446347133733,0.04872344618613077,0.041977403387526126,0.2804352029062741,0.20270919382612335,0.048741003708080266,0.01890367103700855,0.009284439803546665,0.007830899481497657,0.006905384505075576,0.006938694727564709,5887.0,2090.2,0.14
33,현대해상화재보험,0.14318866371496747,0.6078288144508097,0.03725651375909905,0.009298374545006543,0.007122203339840611,0.014634349119075187,0.020258776439602992,0.18734882006508338,0.21536035104859236,0.3371668611671774,0.07686410793704956,0.02962985071273043,0.022631935892866925,0.018361402700168523,0.017917880745284706,11280.0,16700.0,0.1
34,케이비손해사정,0.7877085042589483,0.1478946748829505,0.02742585480820567,0.008356447171603871,0.007483334444598052,0.009958389583584384,0.01117279485010903,0.2716667275971045,0.3799812001578129,0.13765294768750277,0.046712490848923094,0.02117712256798709,0.017293139739345917,0.014829459408459445,0.014685291113510355,6082.0,1261.9,0.17
35,오케이저축은행,1.0,7.377844989940108e-307,7.494860269778423e-308,2.147490222192601e-308,1.8247282821623217e-308,2.7724122216645404e-308,3.357616306987707e-308,0.44375174662681227,0.28159140489744294,0.04146967093695355,0.019229496537550368,0.009181093094191418,0.008081732904533349,0.007316908013766053,0.007300762329679965,5817.0,8892.8,0.38
36,대신증권,0.049592166110368985,0.14403589794526928,0.011454444309819154,0.0029528318370306557,0.002332602493765761,0.004281109822475994,0.005356336409803938,0.5155154769611217,0.19954736376449916,0.04304729387476658,0.019873422779889315,0.009674890913761662,0.008491870633538167,0.007686190216677499,0.007695864308272478,12177.0,2300.0,0.14
37,신한카드,0.34927982265187935,0.4605383749272894,0.01830462546725427,0.005272050874943861,0.004445942177929829,0.00700009103845513,0.008425870229969636,0.09605971450412415,0.043542152679640386,0.08722020397536823,0.13736032545308346,0.07750909538740576,0.0916601594706365,0.04155371876395702,0.037744011752389554,12741.0,3700.0,0.08
