,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,dadv topic8,average_salary,total_sale,turn_over_rate
16,웰컴저축은행,1.0,9.282731287553775e-308,1.6336102841148523e-308,1.94999801316052e-308,2.518427502432424e-308,2.826911632085528e-308,0.915042129056095,0.038903788955233894,0.020167349622146533,0.008163820685077651,0.0035696633254262648,0.003394709319663035,0.003417286700167542,0.0037433427510738812,0.003597909585116173,5645.0,3957.1,0.26
17,메리츠화재해상보험,0.8216526357609032,0.07911457014151393,0.008329225240624964,0.012164250694297206,0.029318041854926244,0.04942127630773466,1.0,2.230582129126102e-307,1.1133528641013418e-307,4.595008405967449e-308,1.978145530793635e-308,1.8709858425223285e-308,1.8900220193312807e-308,2.0768630400854897e-308,1.972300297910112e-308,8562.0,10100.0,0.25
18,교보생명보험,1.0,1.1504104999640655e-307,1.8518577997729607e-308,2.2758715971791633e-308,3.0450853192162606e-308,3.5621577477726115e-308,5.163813898581629e-307,3.2621497299571607e-307,5.312498824348657e-307,3.4560943232390295e-307,1.0,3.990625259897543e-307,4.3303162040926104e-307,2.719839720230359e-307,1.6333004621813184e-307,10001.0,13000.0,0.08
19,롯데카드,0.8296537888697668,0.023684054678685798,0.004335845839214742,0.005035205117672986,0.006467760159810198,0.007248510533291104,0.5007681155903658,0.052863761121263966,0.02540855317310228,0.010626870697665464,0.0045069297399465994,0.004241252631700544,0.004294189322788958,0.00474370008350945,0.004465473033702513,8325.0,1500.0,0.16
20,한국투자증권,0.28508101968088195,0.19573711519288625,0.014437233064173343,0.024744926801277687,0.08444935677305694,0.09587815528482048,0.28584890774262306,0.10729046393906215,0.03207653963233411,0.014076080748878797,0.005127124262066278,0.004623509411224192,0.004689683745214651,0.0056509737044471205,0.005101656344027949,16010.0,9900.0,0.15
21,한국산업은행,1.0,9.729873470880843e-308,1.681358816540298e-308,2.022372705706972e-308,2.6151206427451327e-308,3.022711779311349e-308,0.6597804598617321,0.06566827048438133,0.034659456839003754,0.014072565259658235,0.006190730896704223,0.005900888629793378,0.005940327401620962,0.006472588217397166,0.006222074003167292,10264.0,24700.0,0.16
22,삼성카드,0.7081041000484528,0.02078486812106138,0.0033229913985120987,0.004111149091723,0.005456698525684622,0.006370192002119756,0.6389610846945468,0.08100269479922258,0.03115389034012871,0.013069700479334659,0.005190040925398357,0.0047857723407938495,0.004844385786077951,0.005594450882024781,0.005195553492716326,14080.0,3200.0,0.13
23,한국자산관리공사,0.7625708571871894,0.03663204807510106,0.0054995690993792585,0.0069794860934805315,0.009343917998460299,0.01094372018983697,0.7550096480099464,0.05676491763594333,0.02903264978507343,0.011662499942050144,0.0050788929903963515,0.004823116995313584,0.004851023934543247,0.005343435383411587,0.005148743302762687,8352.0,6387.3,0.14
24,비씨카드,0.365206299537146,0.37467403312029124,0.019604820373596385,0.03557244602887901,0.05470762801421488,0.054765152552905996,0.12126753609893925,0.19581863117972237,0.0789599921327249,0.02104567602012893,0.006687802442546807,0.005783893320051452,0.005735299842710698,0.00829726988969198,0.008087989518342763,10852.0,3500.0,0.11
25,키움증권,0.9409813541790643,0.030054163986603086,0.004842489994270593,0.005996236749711183,0.0083795279546992,0.009746227135651719,0.09153264839040108,0.07551409752650064,0.1654726026775035,0.10613780559737526,0.01817134084968925,0.012927830591387485,0.012741927213356418,0.03355376042891975,0.020857525871249987,13033.0,2600.0,0.17
26,서울보증보험,0.6367767788427847,0.06368043927374309,0.007803490145101496,0.01052649184154986,0.015875125514043322,0.019746526190821543,0.30326165446719144,0.1557402424229598,0.03767005092290597,0.014067336157874356,0.005076898703915545,0.004575746593510168,0.0045768890730865,0.005773082444544413,0.005494924535091197,6082.0,2600.0,0.23
27,삼성증권,1.0,1.1128247072278712e-307,1.918249949717169e-308,2.223281226941813e-308,2.880920159581566e-308,3.3894848154910816e-308,1.0,8.265317767237214e-307,2.48496242380698e-307,1.0765907982970364e-307,3.9613896638452087e-308,3.571898888339117e-308,3.6297282233634246e-308,4.3624709901684165e-308,3.9542036306755006e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.7838352620359661,0.03200380825805941,0.005217025142702273,0.0064396442974779065,0.008630120233353553,0.010308566439770019,0.560930670995629,0.09079267564772661,0.030905254334593006,0.011940579657318231,0.0046916875373112545,0.004325692819206273,0.004334197608178896,0.00515549932618992,0.004944527647784256,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.13887073637416242,0.459553491802305,0.01581427382562446,0.05128521698632615,0.028419609988609252,0.017769082405344132,0.14272829567087725,0.11633381880062554,0.37361182226045364,0.12612214527749477,0.03010866248130109,0.0213721747461124,0.020835322117465128,0.06333044708724037,0.04281234748134939,5553.0,1079.8,0.2
30,미래에셋대우,0.8077523994539668,0.03278207865726619,0.005520481967249921,0.006757838870948536,0.009397650381628231,0.010819943832597625,0.4897843124445251,0.06305042652615422,0.022979472132616207,0.009413391060231225,0.0037406885753362364,0.0034538235231790664,0.0034829391762807027,0.0040514120732547294,0.003798845259385129,14057.0,12800.0,0.14
31,한국주택금융공사,0.39126373419021016,0.03220648059580665,0.004503024387080185,0.0056095855272019065,0.007743628670074738,0.009283964170800772,1.0,4.58079352176029e-307,1.8327516876890153e-307,7.179995094616507e-308,2.9297554142328324e-308,2.7343674733861453e-308,2.737830159703571e-308,3.1689216079173365e-308,3.049610108067218e-308,8845.0,3800.0,0.42
