,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,average_salary,total_sale,turn_over_rate
15,삼성화재해상보험,0.755352295699976,0.1193724369016299,0.012053149315110773,0.012715778154811338,0.004614754830498842,0.864953811123613,0.07737098616578066,0.011159173055764788,0.00446868173925897,0.004940092827421979,0.004543371673245673,13656.0,22600.0,0.08
16,웰컴저축은행,1.0,4.3403652750746935e-307,4.40020899461452e-308,4.613385576171234e-308,1.715537361523031e-308,0.6916774618957717,0.030368053057647962,0.006185418053218324,0.002737567344865631,0.002896243751956506,0.0027633611087799093,5645.0,3957.1,0.26
17,메리츠화재해상보험,0.1511410738696344,0.6239424059834011,0.029557151036864154,0.03916203008753487,0.00820222855340704,0.9131337400747094,0.05906728032220452,0.011829828507911285,0.005193570362200481,0.005516691869385791,0.00525888886358835,8562.0,10100.0,0.25
18,교보생명보험,1.0,6.27022555976491e-307,5.309506248935897e-308,5.505554564230709e-308,1.9690105211034833e-308,5.002193452517174e-307,6.057626899299246e-307,4.057327882767975e-307,3.5425184468085773e-307,1.0,4.144031165646082e-307,10001.0,13000.0,0.08
19,롯데카드,0.7492021097902845,0.09914355466006695,0.010416021234304781,0.010915672857202227,0.00401983253266554,0.8632622186015233,0.06997346978290395,0.013823243024324264,0.006029666405670413,0.006424837036159078,0.00611735529278647,8325.0,1500.0,0.16
20,한국투자증권,0.11869041933174879,0.30682257128795476,0.05377184313982477,0.08699785850850882,0.010398927058921596,0.327594325297429,0.08669158478145571,0.011324679460220081,0.004461568354010692,0.004969758260674301,0.004554225460402878,16010.0,9900.0,0.15
21,한국산업은행,1.0,4.522954973671336e-307,4.606350211308068e-308,4.776736459843981e-308,1.76024972032793e-308,0.7882792352916018,0.05453027495589595,0.011258912433999128,0.005015040682816252,0.005291132820242812,0.005062358958528482,10264.0,24700.0,0.16
22,삼성카드,0.7772133199037186,0.12217225265198944,0.010478450261605526,0.010826622273672077,0.003854648265448603,0.8489354845482607,0.08559834728856762,0.01439672184445958,0.005964018414577183,0.006500452811429297,0.006067293585793051,14080.0,3200.0,0.13
23,한국자산관리공사,0.5189226664210469,0.2186746258916447,0.01589153262041662,0.01634640178213035,0.005725322956969237,0.52464996366102,0.031264142856075615,0.006323263093138703,0.0027885519358352715,0.002954171958576215,0.0028127053857778766,8352.0,6387.3,0.14
24,비씨카드,0.11473874666143681,0.2926674259735849,0.06317422121640295,0.05352344363394239,0.010525865418372323,0.2260760726043934,0.2404344137198454,0.023934388455182674,0.008043054504843552,0.009469978834307429,0.008037273401815323,10852.0,3500.0,0.11
25,키움증권,0.6294875348402029,0.1528787610257136,0.011652393043605205,0.012512539206351165,0.004317160300805235,0.1315987121849281,0.3276521163488577,0.07916113182334075,0.014850032068685187,0.021211714907555277,0.01510824239125076,13033.0,2600.0,0.17
26,서울보증보험,0.16460094501967543,0.3190192237681921,0.014476900271301142,0.015194566807343792,0.00451891942444938,0.34309918322058014,0.10524666477385966,0.013232267357657135,0.005044034587138858,0.005676006375994917,0.005085918649957611,6082.0,2600.0,0.23
27,삼성증권,1.0,5.394549633387204e-307,5.123254408677856e-308,5.201139311427712e-308,1.99602896551302e-308,1.0,6.101415454705084e-307,7.512663812932606e-308,2.957173514899695e-308,3.295100429169461e-308,3.0219981522642615e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.612451797484812,0.14450684608999426,0.012839926716791433,0.013365581477514574,0.004706438819101559,0.6023082010770553,0.07915219913551863,0.012914032282446268,0.0052514020841328895,0.005756928015974871,0.005297441939208536,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.09428541770419306,0.14969544387126524,0.4138705779422764,0.08428671784939876,0.017195560808994127,0.11885119743364032,0.34520215408924104,0.08804417806991595,0.0150132820653097,0.021891557123533186,0.014986717700322819,5553.0,1079.8,0.2
