,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,adv topic8,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
17,메리츠화재해상보험,0.6648339151968182,0.0892981828779967,0.08516411979351765,0.011142858142668716,0.016146649260807822,0.017351870740972084,0.038272520758114256,0.06817125953017109,0.009618623698933437,0.9695381654899037,0.01063108851438933,0.010424788076134821,0.004668574697433864,0.004737383222138344,8562.0,10100.0,0.25
18,교보생명보험,1.0,7.69366014817359e-307,8.823231783231161e-308,1.8962271794311946e-308,2.2352518230501223e-308,2.4018115129945625e-308,2.9463409486589857e-308,3.4361761160069705e-308,1.784987320075799e-307,0.03985445532406293,0.010194829812409415,0.901805360439363,0.01395776332802058,0.0158295234284718,10001.0,13000.0,0.08
19,롯데카드,0.262636995947789,0.44482517854250553,0.016494893922429595,0.0039468268650937185,0.004536071350459365,0.0046860843965382875,0.005755275575602016,0.006436816247099937,0.018588494264988032,0.8370654715860508,0.01514321706013333,0.014946909147649118,0.00663384280104742,0.006751098062788954,8325.0,1500.0,0.16
20,한국투자증권,0.17337514196156062,0.08492048762153906,0.1639516313370532,0.015752187778146663,0.027214938050152255,0.029645144346942865,0.09642841776185518,0.10624192318448286,0.008734328893820403,0.661654372924828,0.017504867796569762,0.017076983350031633,0.006941195489332068,0.007098756135186472,16010.0,9900.0,0.15
21,한국산업은행,1.0,1.1228345639133227e-306,7.475554778152026e-308,1.734916099716739e-308,2.0107403171685745e-308,2.105104531316995e-308,2.5698136982638334e-308,2.966178325028208e-308,1.1864020906623657e-307,0.8147162939355478,0.014692183239455044,0.014282258867965643,0.0064871295984910695,0.006553633006709579,10264.0,24700.0,0.16
22,삼성카드,0.6580853182085786,0.20520420654229032,0.02210312027263482,0.00477649177395887,0.005623809208068745,0.006041491082695913,0.007374637081692872,0.00860871229766216,0.05765780762072527,0.8075926709192287,0.014216000726832838,0.013819810217897395,0.005899909157196681,0.006007984394814634,14080.0,3200.0,0.13
23,한국자산관리공사,0.5018452893819166,0.15134299016303127,0.027134036907659437,0.005521181526092642,0.006555402049828545,0.007219093679972403,0.008715196083598572,0.010188693675363751,0.025562131121721923,0.9152372327804396,0.014772646165140003,0.014230371252493323,0.0064283894634988145,0.006484432024519552,8352.0,6387.3,0.14
24,비씨카드,0.12762517565599552,0.06099385649221856,0.1963362393095905,0.011911423595925289,0.020022135546741576,0.03121381947290109,0.03413416955327485,0.03372621998810512,0.006398288435239884,0.47793535944092624,0.030386827061725876,0.023036436403941717,0.008835247008335032,0.008695119187721598,10852.0,3500.0,0.11
25,키움증권,0.4219183381680373,0.1271987882067347,0.017945986845540662,0.0038737802766847635,0.004601796739015969,0.004829491486447281,0.006276142265130219,0.007230710322448866,0.015738653335836975,0.5668995789080332,0.10569866302828032,0.11824998427240674,0.026138374719290793,0.026132496812791048,13033.0,2600.0,0.17
26,서울보증보험,0.5758432648687151,0.15936838252101054,0.06756542922402559,0.010885183859577086,0.014082143282174754,0.015946872976186917,0.020973371029540753,0.026221199607902975,0.02040976968608256,0.7875384993335135,0.023179441536358814,0.02042712334825131,0.008317273210594533,0.00833315288124339,6082.0,2600.0,0.23
27,삼성증권,1.4096581566435457e-306,7.910086728420024e-307,8.133989574894951e-308,1.8098747877282535e-308,2.089623316974822e-308,2.2542219547565904e-308,2.6835809040956994e-308,3.1461294456444954e-308,1.0,1.0,7.198827069883155e-308,7.009226297022045e-308,2.855809622153269e-308,2.9208671234352565e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.45671379876743456,0.20922474484209935,0.022178603644767786,0.004894554651976084,0.005769134827439216,0.006102163446794036,0.007591496352436524,0.008994466681953622,0.039386343624675184,0.6599074225907939,0.012391677696006017,0.01133903944024002,0.004826872943660862,0.004848598187706564,6082.0,5700.0,0.17
