,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,average_salary,total_sale,turn_over_rate
1881,에스케이에너지,0.8118198049745066,0.015168177361657285,0.007833453040252155,0.0036753597975215427,0.003104708141631304,0.004730116056731093,0.022273634173541293,1.0,6.975737939844055e-308,3.6088710998479043e-308,1.6326182423809145e-308,1.5012488529624875e-308,1.526200404747746e-308,2691.0,4.9,0.53
1882,에이치엔에스하이텍,1.0,1.3896547867904945e-307,6.263168406075997e-308,2.8751717940834324e-308,2.3773313194710053e-308,4.1906074969722853e-308,7.111401571679231e-308,0.6253550994157951,0.023518301453071197,0.01205625622170259,0.00545552250213093,0.005011768407271485,0.005108124093001119,7717.0,813.4,0.28
1883,코오롱플라스틱,1.0,6.742765833916796e-308,3.5895243110725327e-308,1.7249105354151274e-308,1.502334134882561e-308,2.1796919259194216e-308,5.94041533584037e-308,0.7985516410373664,0.025217835695855194,0.013147360027035836,0.0059713858896216524,0.00550600493660868,0.005601129125749301,8409.0,4052.3,0.08
1884,휴스틸,0.4706731691023241,0.018253518453272697,0.008579175036190375,0.003946730328131038,0.003309525837623922,0.005434220457317061,0.014543377172098087,1.0,7.760519804966704e-308,3.901884509237965e-308,1.7551177133639604e-308,1.6039667900306864e-308,1.6378425360403305e-308,6073.0,5627.7,0.1
1885,데코뷰,1.0,9.685946218066894e-308,4.946723790576705e-308,2.3224435107396475e-308,1.952868463702162e-308,3.0252044764447594e-308,1.2906455384024574e-307,0.7348153588025997,0.0731171118418574,0.028504367367558098,0.012016959555615938,0.010479534883285771,0.010725315212146088,3998.0,413.0,0.48
1886,리트코,0.9337455685275226,0.02084082655974468,0.011772498736099618,0.005654000929185395,0.0050062554411644655,0.006687327891599508,0.01469589284969339,0.15413215696759747,0.07859412996169995,0.12615708142560123,0.13923833953679327,0.06461112371001712,0.05394157315057103,5049.0,857.3,0.41
1887,대한방직,0.3401977088457967,0.01864522398745988,0.00824173684396311,0.003751962558887506,0.0029624193725181283,0.0054490688234557555,0.008098224702703667,0.6147408310858791,0.024748134408636546,0.01266799095795056,0.005737996103635696,0.005269645490141166,0.005383069207019049,4847.0,1930.4,0.12
1888,사조산업,0.510727945655433,0.013161266295538404,0.007196313493375623,0.003426066708836579,0.003064734558904704,0.004185390754739167,0.012656020531906271,0.9381500323995158,0.027183408627963597,0.01486232483424578,0.0068667153280611804,0.006409490768338061,0.006528028041875403,6024.0,4024.3,0.18
1889,엔쓰리엔,0.536625502908502,0.020543584692480563,0.009882193078975485,0.004660999657298569,0.0038690236331574025,0.0064777454535197634,0.01455971779610263,0.6435167923650923,0.04831959133429639,0.01959057749801907,0.0082696875723263,0.0072464961972581645,0.007369747556179546,3312.0,45.6,0.87
1890,태광,0.7834737127796301,0.013324203332464325,0.0068687730313866085,0.003225929779831897,0.0027189504210181964,0.004165519263640873,0.01714466871727107,0.9328474247008287,0.025714699854536047,0.014444154661839917,0.006731274610998902,0.006331159627722567,0.006432695747976748,3212.0,45.5,0.55
1891,마플코퍼레이션,6.252643722236587e-307,2.2597454254723977e-307,3.1538060934634113e-307,1.0,1.2104092853012367e-307,1.0075718007317439e-307,1.961731118700589e-308,1.0,5.627838821415475e-308,3.058240152806373e-308,1.411123998881619e-308,1.3151821137084846e-308,1.3410232994239595e-308,3945.0,113.9,0.63
1892,유니온,0.800179041165083,0.022255329067428616,0.011121044241195418,0.0051993773240234555,0.004323508915851358,0.0068659823332922155,0.039032116337242934,0.9325192555591939,0.033870845119815154,0.015242349884483442,0.006572855447068639,0.00585447195135406,0.005940222038084856,4606.0,138.6,0.26
1893,대곤코퍼레이션,0.1818122171593852,0.07298175543558505,0.1730781228610494,0.2663877944639024,0.025533520117986378,0.026692735244713408,0.005583434782839546,1.0,4.3132352352949575e-308,2.431669635974877e-308,1.134552259937877e-308,1.0683700249483406e-308,1.084798527907842e-308,5636.0,575.9,0.19
1894,신라정밀,0.2540372849124718,0.13292602674128884,0.06935113745895077,0.03185211660092489,0.0168586972685907,0.32399475873547384,0.0072887505612262,0.8402300948402069,0.0275664064651633,0.015519728457149674,0.007239972875352849,0.006814476212332513,0.00692494955353818,4992.0,796.4,0.31
1895,쏠리드,0.45032518241263847,0.013721893817145076,0.006931569464599446,0.0033021147950664017,0.002863717769241433,0.004375003312237903,0.014424715189158496,0.272786545286943,0.14904216355347838,0.36970881583474596,0.08996563678720225,0.06334958763742306,0.05514725090020744,4133.0,46.0,0.15
1896,하이게인안테나,0.2457977664013317,0.11829814716081247,0.06829037210769548,0.0336150522514052,0.017447014496518747,0.20334529975224622,0.00691181982403589,0.039786533840928354,0.01617608506649641,0.01912171054222822,0.02970915060950643,0.09204595676132085,0.113024778492644,4956.0,507.3,0.28
1897,에코프로,0.6077080570706718,0.013775965914796582,0.007098055106813376,0.0033886709146171232,0.002869197649549452,0.0044181973805729685,0.012526588247206758,0.8725656796570052,0.02218226357292674,0.012116717707222146,0.005594458229674022,0.005220366260547195,0.005314686229637808,6929.0,173.6,0.2
1898,대주전자재료,0.13527709366204232,0.0495419824260981,0.09045147332954759,0.6630841731863283,0.02390957257047195,0.01918129663333913,0.004255970827651597,0.6917223248948314,0.02235161511978681,0.01169891089406575,0.005322383731084136,0.0049136319850957375,0.0049972915435025425,5728.0,1525.0,0.15
1899,코칩,0.18929707673078403,0.06607583187257611,0.09208945622154019,0.4739740088134377,0.04055278673489434,0.028644311927688678,0.005928347475950927,0.14612998996135768,0.10444514344773331,0.24748173890583067,0.06763120029476266,0.03189321419155667,0.0323127185145785,3506.0,473.1,0.43
1900,모팜,0.6919918826465293,0.027913874270163473,0.013819036749355576,0.00660038861599672,0.005558084278352622,0.0090230718684973,0.0185143678015983,3.1654440150972173e-307,1.2884002098018461e-307,1.5611685170235295e-307,2.2850117706073117e-307,1.0,3.780926984390482e-307,4289.0,703.9,0.46
1901,비츠로셀,0.2356019147799677,0.11041206721401464,0.060816279120172505,0.030125991659983628,0.016201696242098388,0.5200563877431925,0.006766269775536981,0.8182680707156166,0.018301721787481486,0.010344684159588894,0.004828148107158599,0.004548980074493637,0.004615829802198732,5121.0,1116.6,0.13
1902,티엘비,0.28844121316699095,0.01149042886769332,0.005819789530775428,0.0026771027273031025,0.0022985446543483624,0.0034459732257281954,0.5715882970214762,0.6873523555997995,0.022922531046810395,0.012837288706186258,0.005986340197532888,0.005632420106211826,0.00572486852428543,5548.0,1781.0,0.23
1903,씨제이씨지브이,0.6758135116278302,0.03088151649699892,0.014350200402841035,0.006639398685895352,0.005553363064860124,0.009475291311340176,0.017731831000613374,0.12796657119761867,0.06866423905725977,0.11934789833454551,0.33706494545510146,0.05375049492356855,0.052194852690739715,1240.0,3286.1,0.15
1904,씨제이이앤엠,0.9159200904277257,0.011972318967966997,0.006551290294180769,0.003138968587243627,0.0027341217001700816,0.0038426650625687175,0.010013578267094512,0.8711777781880917,0.07510184452763216,0.025930157904361508,0.010263017065241407,0.008713617589665752,0.008813584725007303,5208.0,1300.0,1.02
1905,웅진씽크빅,0.8766032190322103,0.019548398050468107,0.010936490544835937,0.0052210862500051735,0.004573979154986459,0.006220015307467232,0.015216467775712023,0.8769391003645242,0.028620194463849506,0.01344767591713792,0.005917620160962337,0.005326046359907237,0.005432515895904527,3931.0,6865.0,0.43
