,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
50,흥국생명보험,0.8368562547534439,0.025192641414506278,0.005480328220297279,0.0049770245014290355,0.006635315977403936,0.4264028958149327,0.348026000024601,0.04008178374425666,0.033417736161822295,0.025785497112098064,0.02126678623076143,0.021167767199542727,7063.0,4400.0,0.44
51,다스카손해사정화재해상,0.8435650153815464,0.025631327418233124,0.0055668414478785575,0.005054852639974545,0.006745357615783527,0.8019612148476997,0.047900174084789374,0.009101882170238816,0.009178847137771963,0.00808644416073236,0.007360355199689411,0.007499114559387713,3651.0,365.0,0.45
52,산와대부,4.163684936017844e-307,1.941103711729823e-307,1.160858772848871e-307,1.0,4.427879059448884e-308,0.028435895234236425,0.019134627932958746,0.00836205936854221,0.010629355335675017,0.027848852832531704,0.03732664015946826,0.7613801128993565,5519.0,6104.1,0.8300000000000001
53,케이비국민카드,0.24419099658417087,0.3086844313306022,0.024792839820783973,0.014144878306802474,0.04183428553448954,0.24805666253055766,0.4036853571050567,0.06850731222477217,0.06367235658261113,0.03870674238438099,0.028498865937269243,0.02904175307372622,12659.0,3100.0,0.07
54,공무원연금공단,0.48951730230335644,0.01468720133719548,0.003141436728483834,0.002835773999463045,0.003851535238858225,0.7047547564908332,0.03459328350952419,0.007398804418681652,0.007356954948250267,0.006810597809662869,0.006411322588051514,0.006481531405898729,7088.0,15000.0,0.19
55,에이원손해사정,0.6656352213401678,0.02504776659396276,0.004868692893873211,0.004193382321140448,0.006736244218385936,0.7493267126701716,0.07143766238298295,0.013062353339478068,0.012776128466463496,0.011169498716260095,0.010096647849673733,0.010199918480854369,3362.0,410.0,0.5
56,유안타증권,0.7149992369267604,0.025290747177826194,0.005571519776633474,0.005092887594670756,0.0066487136921982385,0.1546503189357842,0.2723169974570553,0.030874446012780894,0.022563537797977862,0.01642403034791167,0.01303776270158638,0.012913761952947354,12542.0,2100.0,0.11
57,삼성화재애니카손해사정,1.0,9.897235777495694e-308,1.9798857861126416e-308,1.7137456919659785e-308,2.573412289671959e-308,1.0,7.746002567451361e-308,1.570427904143051e-308,1.563078654271536e-308,1.4165805707912404e-308,1.3146392156709906e-308,1.3299140240781504e-308,6082.0,2001.3,0.11
58,로카모빌리티,0.7603615431773155,0.02319045645843861,0.005085491378380567,0.004640728868675714,0.006069415331218578,1.0,1.542435427871471e-307,2.683039616067984e-308,2.7380888484642857e-308,2.332130438688227e-308,2.073216916697625e-308,2.1289736491400725e-308,5188.0,1083.5,0.26
59,하나캐피탈,0.5726706505091224,0.02229947456250613,0.004423343005212753,0.0038234825992555623,0.005921153513575425,0.8849089131019459,0.03742844153835499,0.008021820352391348,0.008004325402177409,0.007413224925722807,0.006982431828709799,0.007066763023498668,7070.0,6957.2,0.34
60,신영증권,0.23704483511114224,0.4376636035435406,0.04138944609928243,0.018026680723246594,0.0367054600704205,0.6745979640499501,0.05326014323446035,0.010041118343739728,0.00994025913748576,0.008758847699214646,0.007961763957216301,0.008076144819737861,11347.0,1600.0,0.2
61,대구은행,0.8366832173985641,0.027252306178289172,0.0059129220569237384,0.0053713710035114895,0.0071128443477960655,0.7906744480141369,0.035020459600854405,0.0075040348532826534,0.007499287552840661,0.006944571050936742,0.006541581671770747,0.0066231378368648425,9985.0,2600.0,0.08
62,케이비캐피탈,0.8930374356315297,0.02544457402130681,0.005554601789628942,0.005035543574753001,0.006801384137361656,0.9191298120283683,0.043000131362051566,0.008285064835164618,0.008413011785013849,0.0074419015506086515,0.006792352756666915,0.006937725682126013,8719.0,9906.7,0.19
63,한화투자증권,0.3225671515352155,0.3156898642859054,0.050245422910271675,0.023804570363672495,0.0881769095656195,1.0,2.1902492195994073e-307,3.438916541640276e-308,3.3642013544623523e-308,2.804293448525319e-308,2.4568727210098997e-308,2.4921198833099797e-308,12426.0,1500.0,0.11
64,흥국화재해상보험,0.699354462361414,0.013290015629742363,0.002819811324558196,0.0025340144736370157,0.0034634629859840713,0.7198421136232391,0.046745082738103474,0.009202825747743787,0.009001466829262441,0.00807756535276283,0.00743144530966412,0.0074947839380525945,7970.0,4300.0,0.17
65,미래에셋생명보험,8.969375624651838e-307,1.0,1.0366666748127601e-307,5.16637787256767e-308,1.6089416219448551e-307,0.6689422317806596,0.043570460744025805,0.008654361224869006,0.00850965901140207,0.007645264137586874,0.007035043931439481,0.007119257339387995,9693.0,3400.0,0.08
66,카카오페이,0.6670624555479026,0.02433486626042133,0.004786644287112425,0.004156350084844347,0.006365561604484668,0.7464120508309647,0.06470824618322346,0.011734273206752062,0.011310495167179503,0.009881278742706391,0.008914589650023692,0.008981627834313926,7474.0,4034.2,0.12
67,경남은행,0.5083868500209939,0.018615029223422584,0.0041065888373655254,0.003740598057126549,0.004965642776556587,0.6828669008038503,0.04729044972901606,0.008665596814091,0.008684353568885557,0.0075492392585787185,0.006797841314214327,0.006937994898579956,11098.0,1600.0,0.11
68,인카금융서비스,0.5659266272924613,0.06739852685812013,0.011393671313179518,0.008773856343419893,0.02285037175546775,0.26777381629981295,0.33687440394151313,0.03842462251141834,0.030957103277041896,0.0229078275936783,0.018434191847123946,0.018423748063443716,4530.0,3143.3,0.23
69,수산업협동조합중앙회,0.7403241845400823,0.021892478660980964,0.004743341768744047,0.004306963864722729,0.0057273158782248645,0.56265789613758,0.04526831350261485,0.008693517434930348,0.008548663920407184,0.007577937429599621,0.00690588700754045,0.007002940703827943,6082.0,1700.0,0.12
70,에즈금융서비스,0.2825179789171679,0.00758798880953157,0.0016266074567489524,0.001467399186442286,0.002000398445370993,0.19560604622156552,0.22955077438522514,0.28589042660344033,0.1027257444233318,0.05438042544554803,0.04123618798304873,0.037817026295824986,3506.0,1530.6,0.3
71,부산은행,0.8501117278711717,0.08978932698645002,0.014713570502279033,0.010987642388653879,0.03439773225144549,1.0,4.593197484036064e-308,9.97353142383635e-309,1.0031725380798386e-308,9.343514126954456e-309,8.844808329891394e-309,8.96429041561993e-309,11446.0,2700.0,0.12
72,광주은행,0.8663675603363481,0.02905294555015906,0.006074508827047226,0.005412894072231438,0.007623182213116516,0.13312250970672823,0.4816813954624899,0.08716801695403856,0.048436023382183536,0.02859918195414517,0.020580161457120192,0.02004724945221792,9814.0,9413.1,0.19
73,웰컴크레디라인대부,0.07405672869694527,0.035048332926846754,0.02231110860584861,0.7921017571301427,0.00811197093541716,2.0568080067094246e-307,1.3909493536800918e-307,6.001959096713328e-308,7.754194851607048e-308,2.0778255155532443e-307,2.414866581794824e-307,1.0,4608.0,735.6,0.99
74,고려신용정보,0.8565802925253246,0.0925799080217006,0.015558066213188523,0.012602938817666753,0.022678794422119217,0.8632210030725129,0.06739342631596434,0.011609449751865964,0.01125516227075783,0.009665218803217891,0.008628989757866204,0.008704180183860658,3830.0,1422.5,0.39
75,한국투자저축은행,0.5813014619761325,0.01750536117475463,0.003621697293488073,0.0031877164781447765,0.004771560427957189,0.9667621019343842,0.01654046192894201,0.003565494436899179,0.003558194343900938,0.0033032988346025707,0.003116605926263925,0.0031538425950071603,6032.0,2562.1,0.21
76,엔에이치농협캐피탈,0.5245300641484448,0.01621184141400116,0.003485549008960272,0.0031251743291998086,0.004335633199205849,0.879166125909594,0.02598021014716313,0.005244866976916282,0.005170312909269127,0.004678591990939445,0.00433136736840189,0.004376150354283104,8224.0,3750.6,0.22
77,롯데캐피탈,0.7345549381218897,0.028759740244525663,0.005667256110414805,0.004872963064285735,0.0077673452116877,0.6870057171024061,0.14607227306587686,0.022920119440748326,0.023441191735722754,0.01934632622365872,0.016891939174491055,0.01729978728400568,8394.0,9970.3,0.12
78,한국무역보험공사,0.7935302603076219,0.023822780305513377,0.005222537144242053,0.004765472959845503,0.006233278879346815,0.7621294766326882,0.04874137433637038,0.009786495730510485,0.0097331824734703,0.008765652692125732,0.008085614945073824,0.00820773922271662,9274.0,1400.0,0.12
79,우리카드,0.6993359577852415,0.07397371004684845,0.01165198917177916,0.008932102578692409,0.02221715837617453,0.40370378206227436,0.37091884374280437,0.04057863277741698,0.03436476587384023,0.02619829007748415,0.021477160824234696,0.021494149118307722,9147.0,1300.0,0.13
80,신용협동조합중앙회,0.2730537906025015,0.008722861498431864,0.0018528097678781853,0.0016634995885310814,0.0023099191389502408,0.7269819469906199,0.03200398261681682,0.006701087365597333,0.006632514460215319,0.0060886749376622895,0.005695581971357752,0.005754316962991621,6032.0,2000.0,0.13
81,신한생명보험,0.26405433337596834,0.21905339033496435,0.05001122216955653,0.023266941695963127,0.07217033819718838,0.7528687700785084,0.05513112828078911,0.010650804689709205,0.010584294536157748,0.009413868519602443,0.008618518905293032,0.00873555028869779,12393.0,5400.0,0.06
82,제이비우리캐피탈,0.49035597972768485,0.027443715467411586,0.005570589264023409,0.004765508277168203,0.00801812354760469,0.19827998622636273,0.3445436071024145,0.06920358847962717,0.04646807876615881,0.03139549127470288,0.0246634443971313,0.02368510302621894,8879.0,6599.2,0.17
83,케이디비생명보험,5.787937867984913e-307,1.0,2.279030508935936e-307,6.820651752399269e-308,7.043083162275936e-308,0.9661874739014356,0.016960475566235502,0.0035943076971406483,0.003621159898998416,0.0033329999833768783,0.003126349692126486,0.0031772332606862137,8099.0,3600.0,0.13
84,동양생명보험,0.7989582910103636,0.022882861075599104,0.004989059891282951,0.004521835876615682,0.006096589032435998,0.5955814225310883,0.04285787110926087,0.008343300142167005,0.008228868035770685,0.007331466035152225,0.006707662500508415,0.006801272787190786,9467.0,6200.0,0.28
85,유진투자증권,0.5183714534327394,0.04520676819422857,0.008387331077252282,0.006926990598414377,0.013331753015948135,0.6669213172883253,0.2188450843397468,0.029443875947073345,0.026368536873967785,0.021510228686155264,0.018442590705437283,0.01846836615929429,11994.0,8775.5,0.17
86,농협생명보험,0.8280861724743918,0.01412101302214186,0.003032101147949082,0.0027156475004475288,0.003807179454155656,0.7867381334119612,0.037850324917329765,0.00807320486666527,0.008040377349418214,0.007431140248467736,0.006987098396859632,0.007070064620152045,10974.0,9600.0,0.12
87,에이플러스에셋어드바이저,0.9523415766474883,0.028312054435030414,0.006220385832662136,0.005671845832906046,0.007454137251913034,0.1268765276043009,0.11654081525727898,0.10950741050889974,0.15998264476066387,0.13713114757312583,0.06625381957877029,0.056561574872985784,4387.0,2183.8,0.3
88,제이티친애저축은행,0.8158624729555006,0.02557949524876925,0.005371431184523546,0.004737718090933016,0.007067652285904788,0.6925684390232015,0.05595027018106802,0.010595697704589006,0.01037244049303325,0.009167826159331165,0.008342646133930985,0.008438701754527593,5638.0,2130.4,0.18
89,아프로파이낸셜대부,0.763372504771601,0.022768456726661467,0.0050266682705187304,0.0045909249335477,0.006036530887463143,0.9229552128393443,0.039031643763749964,0.008148136314755444,0.008212590310883274,0.007509945710023858,0.007011560372892495,0.007130910688350863,4891.0,4114.0,0.99
90,예금보험공사,0.8619653168803423,0.026010013169132408,0.0056402266776047465,0.005111316171117878,0.0068374556374066545,4.387627354620094e-307,1.0,8.591781039062626e-308,6.322396901984269e-308,4.640174274972922e-308,3.743094509594547e-308,3.6688998088472065e-308,8950.0,2100.0,0.23
91,비엠더블유파이낸셜서비스코리아,1.0,1.0818278381524772e-307,2.115174199688663e-308,1.8310723612476864e-308,2.844060059797131e-308,1.0,7.172212647914571e-308,1.497048529074416e-308,1.5021266301425767e-308,1.3760190802033687e-308,1.2870840190641135e-308,1.304925646851901e-308,5877.0,7029.4,0.33
92,프라임에셋,0.19567213982470555,0.057030524741270655,0.007911409339465091,0.00549839362243209,0.022710536781874947,0.6612041810169269,0.047434187679160994,0.009078037796603846,0.00902385903536068,0.007989371109446067,0.0072882019388672845,0.007397851130856913,5357.0,3071.2,0.19
93,에이비엘생명보험,0.8135467826837999,0.04429095622506297,0.008495873789357561,0.007077772420918112,0.012706174457589713,0.9357882945052397,0.03269153068785449,0.006792860087269366,0.006816383566150137,0.00622143388555764,0.005797865356615504,0.005891631911313314,8866.0,2600.0,0.14
94,메르세데스벤츠파이낸셜서비스코리아,1.0,1.0051373821340209e-307,2.0866600541774736e-308,1.8264305376065804e-308,2.775650283904567e-308,0.7645463132434581,0.09327041596049973,0.015713652789757355,0.015027698918499201,0.012849582037128807,0.011424316578795807,0.011502288005474514,7709.0,2024.4,0.3
95,오릭스캐피탈코리아,1.0,4.408266177750674e-307,6.234568455676639e-308,4.092626007126733e-308,1.7933078748289882e-307,1.0,6.2647868433117495e-308,1.3336934789962414e-308,1.3337728010764596e-308,1.2321646073569286e-308,1.1590287647044944e-308,1.173455780393699e-308,6235.0,3480.6,0.18
96,페퍼저축은행,0.8072506245104281,0.03817538550237321,0.007534137198448544,0.0064448908449429845,0.010490462261758872,0.9062091701454988,0.04737490554229445,0.009902457331554572,0.010029514311677526,0.009178445009520834,0.008575515316771065,0.008729992342682612,6032.0,2885.1,0.12
97,신한저축은행,0.22622166081756356,0.44427439616535697,0.0325196474627611,0.0159552028135928,0.04124075100404939,0.6998878303153961,0.027117518929527823,0.005345612603425059,0.005385392560547766,0.004811593737928023,0.0044205339402224545,0.004501171595551642,6032.0,1178.8,0.2
98,디비생명보험,0.7458454897884458,0.021554492146087734,0.004676776923193225,0.004243833939108491,0.005668483750186661,0.8475730243819427,0.03979909301241478,0.0082456080757359,0.008221150417751578,0.007513260656222996,0.0070124741428302835,0.0070978833656608585,7626.0,2300.0,0.08
