,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,average_salary,total_sale,turn_over_rate
1275,동양이엔피,0.5696791600641813,0.11576680669903633,0.029107515598814384,0.004433938629696465,0.005657612530665705,0.006136728205460426,0.00730061232385871,0.023491404085411945,9.19387957127264e-307,1.0,2.5886122750768963e-307,4.784390158932697e-307,1.119751506701255e-307,1.0481322354421537e-307,5945.0,4849.9,0.19
1276,농업회사법인포프리,5.924190733412905e-307,1.0,3.724640581106908e-307,3.4037670501987675e-308,5.291310225620286e-308,5.909508936432556e-308,1.1260023872596244e-307,3.1514927184200283e-308,0.6647754482887311,0.03512618391012912,0.040589931802215984,0.013928820226813216,0.005885599500606079,0.005957548777474823,2869.0,352.7,0.62
1277,코미코,9.284206894468656e-307,1.0,1.9960310100842247e-307,2.4172848792900007e-308,3.342401950296613e-308,3.8254655059195825e-308,4.72525999015877e-308,5.236113606454592e-308,0.6225354095327542,0.06350668756942775,0.08454035653352102,0.022054639063573467,0.008270264963602017,0.008483184902840628,2845.0,35.2,0.68
1278,위비스,0.5876390771764839,0.12125768039003372,0.030136034107619128,0.004842285615791015,0.005921897480781222,0.006295810532293261,0.007831675856382015,0.021591925957608643,0.5605688107021631,0.059470225542041774,0.07774462498948197,0.018790703950629446,0.007036697142774202,0.007148367540065242,5215.0,1226.9,0.45
1279,신흥정밀,0.9106946305781317,0.047143283811771,0.015909666210698174,0.0028004431091178724,0.0033564522486741965,0.0035252179648680316,0.004056128528361674,0.012514177548377458,1.0,1.3376833923731191e-307,1.4993265673457664e-307,5.541625276292066e-308,2.3884655571531907e-308,2.421360021077246e-308,1979.0,73.1,0.22
1280,피죤,0.8615813507683283,0.03248748095032802,0.011414085688222256,0.0020068351193210533,0.002431242343415429,0.002549385740761292,0.002902248314905169,0.008065082420849294,1.0,6.736841433088371e-308,6.429639439501797e-308,3.0782606730009236e-308,1.399727138323216e-308,1.4231677368113454e-308,4961.0,1070.9,0.22
1281,모다이노칩,0.21126252096342793,0.45512335461233056,0.05883114210432605,0.006701090729000876,0.009526508246586391,0.010909819502187031,0.014115343075291005,0.011042804487642891,8.946688623196524e-307,6.315622974865885e-307,3.0617653976760475e-307,1.0,1.3501650752391598e-307,1.483870800752084e-307,4051.0,1429.7,0.63
1282,비테스코테크놀로지스코리아유한책임회사,0.7397657098213151,0.05654521478159768,0.020461852416226552,0.003651380751945568,0.0044138289336751345,0.0045919036871326785,0.005236232213026418,0.012259800708198158,1.0,7.47879871906341e-308,7.16680146953372e-308,3.3720260508825304e-308,1.5265263097022445e-308,1.549090373859438e-308,6032.0,6790.6,0.16
1283,깨끗한나라,0.22481396031215609,0.27531655283694045,0.038250571915160646,0.005322279566746924,0.0067705760807970005,0.007380435051786004,0.0100742362137372,0.012129485786400156,0.8698654834813278,0.016011254146383002,0.01568215346821874,0.0071519385028109145,0.0032155901984451925,0.0032643697736682293,7138.0,5766.9,0.16
1284,인동에프엔,0.09942074341758668,0.7622062384700876,0.0859607406473227,0.0061278463860076245,0.00995410796401923,0.012447338860616528,0.018440939266393723,0.005442044987965793,0.2620866704164519,0.15016723776169838,0.2098992072359633,0.057953465351773925,0.01577587785275309,0.01659158421564006,5247.0,2039.1,0.33
1285,쏘테크,0.15028634112746217,0.38127199917590376,0.04469312239477695,0.005312243484312189,0.007198076630986388,0.008402433098966504,0.009883034144921282,0.008727560783277043,8.95678207374362e-307,6.3421212490323435e-307,3.0705165938554997e-307,1.0,1.3468481969762572e-307,1.4785469438630072e-307,4952.0,313.1,0.24
1286,부전전자,0.08029317031659026,0.11310886623478072,0.22322829854656595,0.008447728353514537,0.01775707386550076,0.02667059557666842,0.030508894117560414,0.0042352458874004364,0.6801764035931691,0.034073990939348,0.048065880753698456,0.013799643191653459,0.005760347589786904,0.0058801680660524654,5153.0,741.0,0.16
1287,연우,0.4204525297544248,0.05528968529757305,0.015881888874162496,0.0027288369620491076,0.00320775501034283,0.0034064831062950115,0.00406864344245343,0.02012658143203035,0.785807950180942,0.033690154609103906,0.04466938202471296,0.014494141185840291,0.006178110776123764,0.00634065096200378,3959.0,19.1,0.29
1288,에스아이플렉스,0.46801875607461274,0.03279858761270724,0.011976550456876778,0.00227354846875075,0.0025985804658101752,0.0026966177417573887,0.0030675565683176875,0.007247407201179366,0.75203990687663,0.05195250713217951,0.05263903346398244,0.017132164164078582,0.006744113403485536,0.006798398738037581,6013.0,3829.2,0.1
1289,계양전기,1.070953530160575e-306,1.0,1.6058200820214e-307,2.2739714696955825e-308,2.8718603057133303e-308,3.159662841541389e-308,4.1095677072063457e-308,6.451886053258457e-308,0.8362186997918958,0.02330733035094381,0.0237324842025432,0.01013435905918347,0.004489710438581665,0.004552954014304261,6902.0,3762.6,0.15
1290,선진,0.14512318651708636,0.018919085705792198,0.005747396846480516,0.0010134345862265416,0.0011696846212917234,0.0012490472600972977,0.0014507996406942741,0.010472625459855696,0.6890895035024931,0.025479854067771292,0.028872444986870534,0.011275040166326803,0.0049297977187462635,0.00504765614852794,5857.0,1200.0,0.23
1291,케이맥,1.0,2.2402133757245637e-307,7.612849941947984e-308,1.3484231296369777e-308,1.61339563891915e-308,1.67919918693186e-308,1.9676477731547976e-308,5.443319757443953e-308,0.7391472960168545,0.01675098272635401,0.015964325082315434,0.00767069390576725,0.003490996955308238,0.003550384668277124,3876.0,625.1,1.15
1292,니프코코리아,5.378356823897584e-307,1.0,4.983592038091923e-307,3.772757352467952e-308,6.479405950149966e-308,7.305940729099427e-308,1.5817348670933377e-307,2.894020852396096e-308,0.6942941423736565,0.01974767319695505,0.019873941162326998,0.008590909279451088,0.003808760594902977,0.0038625791532252594,6032.0,3578.4,0.06
1293,나래나노텍,0.5723916050569798,0.16203920248631148,0.031259670980312834,0.0044914913317430725,0.005842745471938673,0.00633356611436796,0.008027991566579223,0.016135433932194444,0.6058576016850998,0.03541413316319025,0.046596792880329,0.013738514076815634,0.005686336200531081,0.005774601405327608,5471.0,1351.1,0.25
1294,노루페인트,0.126565484971859,0.46970556561474064,0.05937944623146167,0.005541116465685657,0.008311317026318953,0.009979947243079665,0.012649337144222266,0.006896215349605933,0.6144351445394084,0.03178011573250217,0.04969238071737943,0.013203282758467274,0.005503108801128208,0.00564714195268165,7573.0,6469.5,0.13
1295,아이아이컴바인드,1.0,3.3800575100075486e-307,1.0108880122251213e-307,1.6687606645365505e-308,2.0678056996828773e-308,2.177488936486961e-308,2.612369996033481e-308,8.760143947106239e-308,0.6178763248547832,0.08446375751822899,0.11169620605596926,0.028542575162436513,0.010411315162553848,0.010700652394893782,4192.0,2479.6,0.6
1296,한국알프스,0.7966745463688756,0.06094970473958147,0.020755788210987974,0.003612705048134663,0.004394303598868901,0.004582440451619096,0.005348885451135626,0.014988047842073422,0.8637288349286228,0.011684165619686148,0.011185266496819068,0.005263279108297733,0.0023824523657515894,0.0024172368487605186,6015.0,8692.3,0.09
1297,켐트로닉스,0.10664429651999671,0.12091915478933395,0.5233546712404084,0.015645235956009376,0.04299828707538132,0.0537764276808942,0.03976015495501378,0.005803463327892341,0.6304922716548751,0.07309732295256122,0.06414450948506233,0.02158503908069354,0.008345405863749693,0.008337708732005315,6368.0,3866.3,0.22
1298,태광후지킨,0.42729089833559997,0.13057465124033465,0.029904322608645225,0.004367573686002472,0.005644364257818782,0.006231099832223908,0.007341994766709791,0.02463697397287893,0.327307617547816,0.5150901523524706,0.08424517633379827,0.04367241099030064,0.014384936564180486,0.01415777599552122,5752.0,5273.8,0.31
1299,대한전선,1.0,2.2978342159626056e-307,7.874099043477518e-308,1.3894625288874206e-308,1.675101704348715e-308,1.743153828272464e-308,2.031260109921319e-308,5.330349003432299e-308,0.6334139095930778,0.06343421765489606,0.06463509732530062,0.020722159306764902,0.008183606036579808,0.008211122387284933,6368.0,1900.0,0.18
1300,에이치엘클레무브,0.4553145564993532,0.03702635394677715,0.013056154013171202,0.00228964685673981,0.0027931973939901216,0.0029049243891707197,0.0033594648792818005,0.008369270483840596,0.7344842171460885,0.028382591493575884,0.031137869507197324,0.012237688493437836,0.00534351161689053,0.005439380409436986,6082.0,5473.1,0.18
1301,일동후디스,0.5172890878990283,0.07936216907203764,0.0226892998316263,0.0035825630957622484,0.004539673035816142,0.0048603894331704905,0.0057530128906534556,0.04030867156190829,0.7659658774648502,0.018651036250990467,0.018608315434653275,0.00846753455112045,0.0038121852222251533,0.003885172678705573,4166.0,2260.7,0.28
1302,참엔지니어링,0.17895368755304836,0.6291534845217888,0.03282146877627924,0.004137367532124124,0.005648732650701722,0.00641936219218866,0.0078110121869940955,0.010105688351230059,0.8092381160738121,0.039179652070499345,0.08227698955151175,0.016153733165238833,0.00661876378709688,0.006819423745463268,7101.0,902.8,0.29
