,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,dadv topic8,average_salary,total_sale,turn_over_rate
1102,모베이스전자,0.8190179673390205,0.04313122231091765,0.008002830102847486,0.024809709502956134,0.0062607841060284206,0.6984939400248349,0.04390666083948048,0.02075496369946033,0.005554565123319198,0.0044352484726427254,0.004809231757404844,0.004141701395691048,0.004119475804628281,0.004619904525284695,5703.0,6010.9,0.15
1103,롯데칠성음료,5.460584587933163e-307,6.466565325377971e-307,1.0,1.451821833527136e-307,1.0255370921667415e-307,0.22654317230443963,0.44981237716225464,0.08846751707353559,0.018690145999628975,0.010819999272545464,0.012922586148718032,0.008953815919614064,0.00874126305953183,0.013126341201261785,6368.0,2300.0,0.14
1104,오비맥주,0.7957270488892016,0.022585434745406297,0.0047688812908779025,0.01314523850150629,0.0040448918296091905,0.6336572462888076,0.04278152928727617,0.02168675393101952,0.005773333643081504,0.004775052160078302,0.005116750527658548,0.004510628177122197,0.004491508331791692,0.0049283601492412996,6082.0,1300.0,0.21
1105,현대트랜시스,0.20748012745909092,0.02328058090074972,0.004004404160077421,0.013783335564954705,0.003134809662314122,0.5117887318322886,0.170585660486756,0.04859236957401782,0.012948706923025351,0.008396373057300465,0.00968276207156856,0.0073829356565124045,0.0072237543848688805,0.009308332094027181,9756.0,6500.0,0.09
1106,한국단자공업,1.0,3.9043821599133436e-307,5.272314230401324e-308,2.6185298762750743e-307,3.597246708226138e-308,0.6800421265223752,0.03653430205089047,0.017678626552995375,0.004676536156295749,0.003788668055726098,0.0040870347590444295,0.003547263544353764,0.003523717005232841,0.0039533502132610655,6734.0,9076.6,0.19
1107,동진쎄미켐,0.8253542780347904,0.018697335589644343,0.004061690660014009,0.010631098126322337,0.003519898093529161,0.21989758148222935,0.5036103678302374,0.09939467655738107,0.02993876818674527,0.01287886757847049,0.016640857957609903,0.010391743519289393,0.010230612352571711,0.01498245084453911,6812.0,7937.3,0.21
1108,네패스,0.7139035013421213,0.024134130793045595,0.004977827833898145,0.014479591966494705,0.004148909070512827,0.7895572325081246,0.06798025855134797,0.02635931559131512,0.007381997602654762,0.005324314725959586,0.005969344633256804,0.004851340251069012,0.004826669636894174,0.00559722306621691,4389.0,3454.6,0.37
1109,만도,1.0,1.1201609811765977e-307,2.3739841184872936e-308,6.810503709577602e-308,2.002415756458417e-308,0.7951006981739493,0.11418646259347282,0.04118309142192923,0.010830225920188967,0.007749100694631012,0.008691440303205466,0.006968534904471755,0.006865430412255272,0.008425015575896002,9594.0,2900.0,0.17
1110,동우화인켐,0.3968794010115988,0.07235068750575942,0.010559204620481865,0.04123023247431934,0.007439080771211582,1.0,3.801962635344921e-307,1.4051253852210341e-307,3.6232776191912855e-308,2.6260258796342725e-308,2.929654005475323e-308,2.3619219804191246e-308,2.322165100377666e-308,2.875329224843992e-308,6032.0,2500.0,0.05
1111,테크윙,0.2659069145736738,0.30267561248890573,0.05256874015346525,0.14571558399718193,0.022809950027457674,0.6728962633527324,0.048667700030049756,0.021251221247325966,0.005595745205549447,0.004335055858395166,0.004744385844124434,0.003996369066494883,0.003952223633144839,0.004601222586538295,5634.0,2225.2,0.15
1112,도쿄일렉트론코리아,0.5561150191570202,0.011176485755894578,0.002491940763746852,0.006229914427071147,0.002201889687077789,0.44738736541477003,0.22947853979491167,0.056173022272676405,0.014427427505465482,0.009211853807277584,0.010678618487562174,0.007996246433372427,0.007848871579048965,0.010399036324282844,6082.0,1200.0,0.07
1113,한국지엠,0.20164938954523315,0.22743101532541807,0.03563972130322837,0.05012186405346906,0.016428185515031724,0.725156153681949,0.09815594210170185,0.03388819097263772,0.009143655036863789,0.006384358245182095,0.007221431390213037,0.0057305479770824366,0.005650628607278381,0.006898087937780097,6132.0,7000.0,0.09
1114,영풍전자,0.5077592894367026,0.014843370839227429,0.0031156503951506632,0.008404046535074709,0.0027005747062442556,0.17405277327214444,0.5792791922086769,0.044267285196835926,0.011055298604145447,0.006396568729665014,0.007647673914439003,0.005386009313700529,0.0053000129497872035,0.007414178467619682,4571.0,6667.6,0.53
1115,대덕전자,0.7491580195591312,0.04383426957152289,0.009009619740807792,0.027492179297942676,0.007588510126984246,0.15467682903985708,0.11878601736078695,0.280128630052477,0.0415820821228505,0.023425674547163364,0.030749490239153347,0.01655541216656826,0.015664607964886484,0.03772859437598437,14562.0,1100.0,0.27
1116,코오롱인더스트리,0.7945512271362347,0.02029126193205743,0.0042355012011583435,0.011819682353386634,0.0035725692447419358,1.0,2.3150042349796083e-307,1.0522104955023115e-307,2.8331418719174165e-308,2.214566616961727e-308,2.4185648115205687e-308,2.0552581277521064e-308,2.043985356535548e-308,2.315468751773056e-308,7347.0,3400.0,0.15
1117,매일유업,1.0,9.613953967593653e-308,2.064799633293113e-308,5.668225467967432e-308,1.7692932661526653e-308,1.0,2.424394354761154e-307,1.0866742302116844e-307,2.868223450304561e-308,2.245617209988285e-308,2.450871648738442e-308,2.074787109360677e-308,2.0595623116101214e-308,2.372684033378432e-308,6964.0,1500.0,0.16
1118,삼양식품,0.22543036182084875,0.15704845318176677,0.018246292465440427,0.13778382877224943,0.011526550881992266,1.0,2.325551945598141e-307,1.054842555739456e-307,2.796756819180008e-308,2.197195956283703e-308,2.3947432681469784e-308,2.0360976021473693e-308,2.0203851851024142e-308,2.3131774979377784e-308,4307.0,6308.7,0.27
1119,네이처리퍼블릭,0.6571863446940289,0.029521831618218454,0.00584185675856954,0.016599187899504014,0.0048287798489229,0.7825647128138193,0.0361044008980992,0.017720393644882707,0.00469410517118729,0.003830480941514957,0.004121454670324312,0.003599031122853525,0.003573989333133289,0.00398385419767093,5149.0,1255.2,0.46
1120,청호나이스,5.339089625134607e-307,4.713460400062402e-307,1.0,1.4939271491281744e-307,1.3071525746167629e-307,0.7755389764308094,0.04815914297886972,0.022116821280003644,0.005846739889854572,0.004622188562378483,0.0050257056332304265,0.004292840806646036,0.004254207477388622,0.004864158034422653,3854.0,4210.3,0.43
