,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
548,챔프스터디,0.7294147215040847,0.14401929585350706,0.009030867493097144,0.006400081553117424,0.01996261333576078,0.009278536082571235,0.04967853146082861,0.3313881542044708,0.37231968718532293,0.05277508402799425,0.01243702729408031,0.013063772169812492,3280.0,1314.1,0.61
549,정상제이엘에스,0.7810635448386398,0.13890112735919719,0.010797807247572282,0.008257797727757997,0.0233556244488765,0.011031824353237674,0.02659227402471831,0.6146519157660844,0.0367712568202954,0.015338725907087512,0.004472237362006229,0.004592867408479634,4247.0,1011.3,0.31
550,계명대학교,0.06310284187223703,0.10842776888962007,0.7387057079763563,0.019210431919358128,0.04126761257900739,0.023480212931383065,0.005805423832037898,0.5465141571384128,0.3439493022271892,0.07562519137968667,0.016588850403466332,0.017322498851245188,2151.0,6735.0,0.8300000000000001
551,한솔요리학원,0.17333175310543358,0.6109016575550626,0.018917624199246755,0.009164483306435971,0.05086834375655156,0.021157956813586894,0.014215142499563311,0.5108934666302172,0.049216676434336616,0.018750667553892385,0.005200724792140324,0.005375657762578797,3075.0,200.0,0.88
552,한남대학교,0.8391271971077542,0.10075715044540488,0.0069839776688407915,0.0051049418472859055,0.015260790248450815,0.007149282291501124,0.025616660390762106,0.13387480677787164,0.3792434642941951,0.13086308352371961,0.019423703673575238,0.019968418980405266,1916.0,1329.7,0.71
553,파고다에스씨에스,0.662827819959358,0.1286058788632713,0.008302684666648123,0.005947039311205817,0.01829801036204798,0.00853240005687314,0.039597460989182494,0.7919041056576713,0.05400183348119426,0.0223518576848166,0.0064928089190044455,0.006668184126458486,3393.0,228.2,0.41
554,한국문화예술교육진흥원,0.10726266047534658,0.7293439216475861,0.012722574665958424,0.006678330528651111,0.027632997661371693,0.012305184449836215,0.01039585690886214,0.6354013839870385,0.09375757965186413,0.03158870375457599,0.008365332373143183,0.008654272102034032,4213.0,1179.8,0.27
555,숭실대학교,0.8301407107816825,0.10880944031068451,0.007793169390787646,0.005883080559086002,0.017056274783195813,0.008084355562176272,0.022232968612387063,0.5854722522856701,0.054050984110413,0.02046194418163924,0.005713351000292045,0.0058435135898805635,1991.0,1475.2,1.66
556,광주과학기술원,0.5663794332531797,0.12151987163702574,0.006075508962147171,0.00403778098124973,0.014190761173858002,0.006532286977903024,0.015648109355121446,0.6828979993717981,0.16185210407258577,0.04627729865567907,0.011605358071545533,0.0120455821437949,10827.0,2047.4,0.54
557,디지털대성,0.6125538289684209,0.17238224678792832,0.008480724198231733,0.005481888157196987,0.019412408296295907,0.008715573663312508,0.05925619540181905,0.11337651974503989,0.8349635578119635,0.03604015387518619,0.007738039711025714,0.00788172885678503,3518.0,1763.5,0.37
558,울산과학기술원,0.12486668404351092,0.35200803997912117,0.008722531113658486,0.004632592367987752,0.021354907894481783,0.009210016496178352,0.010348841420290767,0.45742490134457786,0.12903626759332237,0.03605922013929577,0.009057866985755088,0.009332222417897591,11725.0,2845.6,0.48
559,포항공과대학교,0.15471766850782503,0.03673470422748371,0.002694001110603392,0.00209992850411365,0.005873479000203663,0.0027817355529105637,0.007825386778115836,0.13388528420250145,0.2531790305963479,0.05828153183465384,0.01187468994539846,0.011944629963411835,4765.0,2287.7,0.5
560,한국교육과정평가원,0.6930790160773143,0.11876987576215792,0.00837343549864012,0.006113407209378317,0.018320054581133827,0.008570001874257568,0.02931316611444855,0.8725526933065854,0.05506609732960018,0.023991632868069244,0.007192876550482563,0.0073478359066121695,8225.0,1543.7,0.27
561,티티씨에듀,1.0,3.906052186754934e-307,2.1064329765645953e-308,1.3975323271740363e-308,4.804496345658156e-308,2.176173307107524e-308,1.3814959428310333e-307,0.7123914766399216,0.21000162610711343,0.05220072700961749,0.012450928148699466,0.012955242094648196,3537.0,77.3,0.56
562,지아이티아카데미,0.06806720103362848,0.12639748705407722,0.6727183500226653,0.01652226336596502,0.07164054198502849,0.038549670750688735,0.006104485787946816,0.9537621680428919,0.027452046540937854,0.011746354157827762,0.0034763837692907873,0.0035630474890516826,3844.0,442.0,0.31
563,코리아폴리스쿨,0.6914371951762414,0.23352158504367143,0.01024052701861711,0.006539555249394025,0.024267337071773396,0.011025271097915762,0.022968529342386964,0.9072515051452946,0.05444870842854817,0.02382505729482841,0.007160787383692879,0.007313941747635793,4905.0,305.4,0.5700000000000001
564,아이비김영,0.14516350664932584,0.32999618643996553,0.014451640917783242,0.0077474015789908346,0.039990381797821134,0.01641644333980019,0.012449832279163315,0.629660238463236,0.05814124331862615,0.02265949644765885,0.006357572687614485,0.006567614385084691,2343.0,419.2,4.26
565,아토스터디,0.13362331634584704,0.3666782906996322,0.07725379315440314,0.020034882547671894,0.13715068377244666,0.06334946745294363,0.011711486268780933,0.7603058359721113,0.16966303346072567,0.0466333598701187,0.011510398150323337,0.011887372546720622,3468.0,96.6,0.46
566,계명대학교 산학협력단,0.10352885445333121,0.19705196884887405,0.5436604348314347,0.025904028145166028,0.07801870615519546,0.042485295056588136,0.009350712509410547,0.9176407618402268,0.0485569223966603,0.021061935959608542,0.006305452973103624,0.006434926830400633,3250.0,341.9,0.48
567,하이컨시,0.1718681230907062,0.5972510598711761,0.01555044766005653,0.007880216154644439,0.04033837646811441,0.01727106522704156,0.013623905255459149,0.35048931316622073,0.4479659404857739,0.06394631945970854,0.014082932171679517,0.014814916361945062,4137.0,1838.9,0.3
