,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,average_salary,total_sale,turn_over_rate
1142,메디앙스,0.13982129822779998,0.37299218368222187,0.06093372622741311,0.013439935573295893,0.007625272618464568,0.02410239387591513,0.0380918000224228,0.007526091805346587,0.7969458982130599,0.014171607977231417,0.015649807038487604,0.012241562520609157,0.006123140834468563,0.005537785237304754,0.005178884407667472,0.005234900523294664,4534.0,674.3,0.31
1143,한국타이어,0.10198809739310777,0.12245973121157373,0.6112549984503557,0.050296605011253874,0.01658326262405054,0.024020929043102768,0.017552744320461076,0.005442476806149168,0.4870991492100485,0.01299212838316828,0.01507064610746824,0.01079419573943858,0.005406323030139521,0.004754826779827924,0.0043772736502265056,0.004428619155406336,7331.0,32.7,0.07
1144,영림임업,0.7595904094700119,0.16401849632263799,0.017289891040159988,0.005275897547214813,0.004106896953843197,0.006632571318024443,0.007579052208346182,0.02125409583070291,0.6725361522128263,0.09510155923560082,0.09085296030968652,0.057680443915844704,0.02498020430407654,0.02034616513780043,0.01793724313371297,0.017865769575107385,3741.0,930.9,0.38
1145,위니아전자,0.6491822276651961,0.1298643166230177,0.014961757184448114,0.004496736123703977,0.0034757976435340417,0.005564355791915543,0.006412729653375326,0.036752853231466834,1.0,1.7338350876670213e-307,2.203368274141788e-307,1.0140871300702789e-307,4.736385415827009e-308,3.6976343184036786e-308,3.1846352732178577e-308,3.2145672666562637e-308,6032.0,3940.0,1.04
1146,무학,0.7109075181141532,0.13385451472662344,0.011906920900497392,0.0035054048850469825,0.0027078154942030896,0.004504833952784786,0.005446686562754046,0.028148588377333028,0.3553553819377097,0.027983293846971964,0.03495917416880518,0.019603133973471958,0.00937008487217483,0.007698878215013484,0.006833091949209889,0.006891270361259899,3839.0,1218.8,0.37
1147,에스케이케미칼,0.14222504061773267,0.1974733122149867,0.15293563448526354,0.02829405921145004,0.013424557852825416,0.08862243551457527,0.05640711750249417,0.007412271674456364,5.1136351278678426e-307,1.0,2.2315659266293346e-307,3.951926159977317e-307,1.2360047033505987e-307,7.553225117055105e-308,5.811691982922308e-308,5.681694393280661e-308,8176.0,1100.0,0.11
1148,어플라이드머티어리얼즈코리아,0.14234894073325516,0.24001037246524218,0.08517775598568847,0.01699356784963028,0.009197206757000293,0.034340271629909866,0.2945953105488777,0.007697433697675976,0.4683633248243874,0.009465223886690764,0.01052468709974115,0.008220504013931006,0.004161147544417433,0.003776865216552753,0.0035335735191407915,0.0035828732691924694,6082.0,6871.7,0.08
1149,한국가스공사,0.1596702118811592,0.2907323727937833,0.024804554998781852,0.00652241242712018,0.004353050068923949,0.009419355966806592,0.01289876389458116,0.008823158541238474,0.9592960649592388,0.008845588458373771,0.009498383955000713,0.007882804772168097,0.00393523746301908,0.003631798311367208,0.0034397536038749386,0.003470368476957649,9028.0,26200.0,0.07
1150,지지무역,0.09366716087405133,0.10185876985494516,0.10937528702181303,0.6219137226968909,0.02895186894187267,0.02441155906091238,0.014972897517616681,0.004848734031897798,0.07242271079816306,0.045681325315431454,0.02525275820311819,0.7153676448589739,0.02811040118170312,0.018960438078938904,0.014021882706318984,0.012953398885727222,4884.0,1779.8,0.42
1151,케이엠더블유,0.15445519641682703,0.2250867151337216,0.17222821373838815,0.03949215647745237,0.01632818111025279,0.1540585654208952,0.0523825782832945,0.008071133923005895,0.6741349204606176,0.012314388649261234,0.013940842267832055,0.009983005160917336,0.00492648865242165,0.004316618260513659,0.003961484516897497,0.00400538537646801,5851.0,1479.6,0.36
