,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
1021,스마트인피니,0.010632196286727796,0.36704694241412167,0.11029654929731514,0.03369471737937053,0.036311385455395695,0.0033504768708893912,0.01052192322733046,0.01804899957154207,0.9098590155978431,0.027498591946637188,0.010699129577583106,0.004266321140317453,0.0046168148346803495,0.005188382223092252,0.004246415381110606,3606.0,181.6,0.41
1022,이노트리,0.03671618462511393,0.05395458008179849,0.03679623322237574,0.034456919596536954,0.02012185055957777,0.0033176724520000605,0.03694801820371763,0.007680526485773969,0.7324617379402262,0.09825413536435455,0.024466612629644197,0.008557128206175189,0.009835672411721414,0.012348400700313,0.008535778951056127,5154.0,159.9,0.51
1023,포시에스,1.0,1.092471413237287e-307,5.089617478828924e-308,2.960377192728393e-308,2.766614869085809e-308,4.75773849805756e-308,1.7458917620197455e-308,1.2364716025902244e-308,0.8401518046552785,0.02918280742353438,0.012010207401947982,0.005173749999247346,0.005516520432422566,0.006062173957184011,0.005199668788503465,4999.0,229.6,0.26
1024,하이브로,0.3618844429785204,0.1841480599215877,0.09567325108623731,0.06091917732925029,0.05343440607668597,0.02875323750684662,0.040758684618093316,0.02212482644741784,0.5366237090000942,0.147127330802262,0.025094654856628124,0.008323524830802538,0.009675232104154862,0.01233250773603532,0.008303793558948471,4387.0,78.7,0.8
1025,두잇시스템,0.3727224071330032,0.20006128244222962,0.10251593684425223,0.06389828483839063,0.05734945367962045,0.03341779961783669,0.04194181685542875,0.023969318534773385,1.0,2.3698295734524147e-307,8.21753574026798e-308,3.0565029234928536e-308,3.380907761940745e-308,3.957851457013455e-308,3.019454092995937e-308,4593.0,298.3,0.16
1026,씨티티디,0.5250637358522375,0.1583281442763174,0.09480261713116778,0.07123092398680998,0.055315111128261665,0.013292048141018727,0.0574070120964644,0.02124921248000887,0.4275846852430437,0.31435334460817654,0.07391507433067027,0.017078086088989346,0.02020866557983229,0.0264263073191261,0.016042400090381492,3477.0,229.9,0.26
1027,아비드이앤에프,0.007119417476803327,0.888998340202224,0.04709491310883352,0.017714828949120114,0.018319239994920203,0.0034263039757319374,0.007325476048988096,0.01000148024337864,0.8407114084484228,0.034356951053996845,0.013529567140793734,0.005517273050410632,0.0059488992235686615,0.006661725797794918,0.005497892999255333,1171.0,322.6,3.14
1028,티쓰리엔터테인먼트,0.05296018942987804,0.05247579128840253,0.023644080687610477,0.013653061004607382,0.0125206712917749,0.4013505048121754,0.007785377674955118,0.0057763303229761325,0.5583907272112005,0.032489007227667656,0.011956486189296213,0.004805364591055325,0.005255402642500264,0.006002161267259477,0.004834670472656157,5735.0,231.3,0.46
1029,미소정보기술,0.054616114793807374,0.058661305890246665,0.034300198831169304,0.023099354301499547,0.02577037251223553,0.0041406882078331726,0.012092931666884882,0.008703617783674886,0.6495433729677018,0.07955559319370423,0.025027913467972764,0.008407728984660873,0.009482089429979036,0.011448028276756247,0.008228728401592616,4346.0,80.2,0.61
1030,지오투정보기술,0.48826479996832506,0.19085892698673837,0.10225788902249684,0.06603226590397279,0.05834547483879152,0.024423636102276682,0.045684411726621243,0.02413259545077756,0.7265889605215492,0.08849583982903594,0.0287298348154068,0.00949325155961577,0.010679327609079988,0.012765791714411485,0.009287212758494437,4825.0,92.9,0.59
