,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
10,우리은행,0.12478517846469615,0.07048129904676805,0.33439951799161227,0.042497479125591056,0.0366062396059978,0.01673205224184785,0.04387446091672886,0.045672498483893265,0.6570103277728742,0.07683457684248433,0.004652692362600619,0.010136827845276634,0.005069891203914385,10406.0,20400.0,0.09
11,신용보증기금,0.2681896915362805,0.07790565941267064,0.0332066965781734,0.043138308863353306,0.005598584125982546,0.004461027374754175,0.006165569637806643,0.007608268975827757,0.5808944009009521,0.09445638990531176,0.005057095212295545,0.011293547612474496,0.00558386518095946,9488.0,1100.0,0.25
12,한화생명보험,0.5057602549112367,0.11578778624566413,0.18995499523981818,0.09463739679921852,0.020340619906548466,0.013789276519028542,0.023871040401466717,0.03585862997701882,2.903210010767269e-307,3.641835010410405e-307,1.0,1.4283145961530734e-307,1.112911573300707e-307,9292.0,16100.000000000002,0.15
13,한국스탠다드차타드은행,0.5363513814729199,0.16850852060762078,0.08406364280133698,0.07037661200462432,0.013402398910235492,0.010559047605129964,0.014189573098238943,0.019601330464722153,0.4680428780465674,0.1448131274398712,0.006392812109056043,0.015264401401505052,0.007159260556204981,9961.0,2700.0,0.08
14,하나은행,0.592620008070003,0.17440742195427864,0.02326601855165681,0.016673050908588057,0.0044516354074144475,0.0038064912105827027,0.004640110053382794,0.005626770967035303,0.10630958262852093,0.6596846330738306,0.02425924397894828,0.0954446567589286,0.04008257684024639,11856.0,29200.0,0.1
15,삼성화재해상보험,0.4860035598263913,0.36623709473567906,0.026928515902350247,0.016524369806664475,0.005363648501185519,0.004707113899895884,0.005396447427036395,0.006712597735460172,0.5586317135144003,0.23082531546106574,0.007526850460718164,0.017152540374536215,0.008645223551253309,13656.0,22600.0,0.08
16,웰컴저축은행,0.28862163872288277,0.6622879493135717,0.018545302083251437,0.011875955120696453,0.003734473534531228,0.003284851466331613,0.003793535400198068,0.00461112260841258,0.7746317473819198,0.05132579586053368,0.0034040121890982146,0.0073637588726713655,0.0036595054991225896,5645.0,3957.1,0.26
17,메리츠화재해상보험,0.5702346965373835,0.10954444177056337,0.17775597606186946,0.05599377831111484,0.01805105831236055,0.012643907445837144,0.018252095077194677,0.037524046483676375,0.7160462084917218,0.07035910454478866,0.004498939537546435,0.009667615703841045,0.0048777019887480105,8562.0,10100.0,0.25
18,교보생명보험,0.7581210609516023,0.16765420856359856,0.023923663932674085,0.017468974917362854,0.004566086073046813,0.003896188034935156,0.004777309791509476,0.005770741195065642,3.3505033958463125e-307,4.68512977096388e-307,1.0,2.076898991655187e-307,1.9460036076344535e-307,10001.0,13000.0,0.08
19,롯데카드,0.29975502766766016,0.419432502129783,0.021132014465656664,0.012880657231716297,0.00427495783274926,0.003777787482655725,0.004312061326844763,0.005267901554383738,0.5985484804155574,0.09088056933548527,0.005595125987381045,0.011997555527754696,0.0061095124262065675,8325.0,1500.0,0.16
20,한국투자증권,7.204408970814374e-307,3.50240276780494e-307,1.0,2.2216941188389786e-307,1.0996618867507843e-307,6.306606925553667e-308,1.091445549278895e-307,3.74246306181797e-307,0.332557506461466,0.33618056746348546,0.009337644911819635,0.02122923361273428,0.011068364946793337,16010.0,9900.0,0.15
21,한국산업은행,1.0,1.3325727960482476e-306,1.1449503711947208e-307,7.027035703128675e-308,2.2533827334119673e-308,1.9655383784649476e-308,2.3008654386533455e-308,2.7957131047707403e-308,0.7161015385639721,0.07081173334200895,0.004813549408274505,0.01034685791544417,0.005160586804780361,10264.0,24700.0,0.16
22,삼성카드,0.5276532732621587,0.16228468499724097,0.02309585076156002,0.017201819701058756,0.00442440680945157,0.003777117924870042,0.004645474061782508,0.005563342116335725,0.6354935422021186,0.1544866934528501,0.0068698629615411315,0.015223707148963896,0.00774412585285233,14080.0,3200.0,0.13
23,한국자산관리공사,0.4462942285998885,0.15675101369431543,0.03531318979632531,0.031906920569754096,0.006622699597556635,0.005552546664809935,0.007089324025733052,0.008428351988374704,0.6915916597663652,0.0807609962535633,0.005292642731436491,0.01151279907502114,0.005693850694098319,8352.0,6387.3,0.14
24,비씨카드,0.050781338938463025,0.025471506309976077,0.07669066185003147,0.03214110529597354,0.008415667217741087,0.004855492347119225,0.012273624866528653,0.013165486588658437,0.2413178265212205,0.5193073293392896,0.016378258073552327,0.048875170202768034,0.019759087259446053,10852.0,3500.0,0.11
25,키움증권,0.8082595915146122,0.12870186326889038,0.025296730335530267,0.017909300409047334,0.004734290421885172,0.0040090922140986526,0.004838471913190008,0.006250659922745936,0.15484102167067107,0.38146722828689417,0.04250745175753659,0.12085728044104521,0.08796180285824012,13033.0,2600.0,0.17
26,서울보증보험,0.4392721249755265,0.1360799642496569,0.06780828591224913,0.11342140931300805,0.01130668102499464,0.008908143140602686,0.012425053988154591,0.015708761219556982,0.374859671346879,0.3100766585979338,0.009538885075363811,0.023726846335559295,0.011039934334581138,6082.0,2600.0,0.23
27,삼성증권,1.0,9.293108161434474e-307,1.1855436541280932e-307,7.893787329616354e-308,2.290615109375554e-308,1.970712467819796e-308,2.401665578921119e-308,2.8378244354458313e-308,1.3549163466743449e-306,1.0,2.935829943141707e-308,6.643425811997314e-308,3.42898953215672e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.5236070504387483,0.17222376155771982,0.023106732167063652,0.014733831561522175,0.004380988422732293,0.0037518661916526763,0.004509103153327523,0.005578229610195612,0.7049341878298879,0.1865508447125984,0.008230519123012692,0.019281238811648827,0.009227192454232756,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.13330351637492058,0.08081350370107207,0.3245921030207122,0.043183832143693715,0.09190993684339127,0.02831990679423484,0.08151824278049855,0.045929316557609914,0.0960696831992242,0.2520329655667047,0.029897990011697333,0.13181699788755533,0.058129344232354385,5553.0,1079.8,0.2
30,미래에셋대우,0.5111355414277903,0.19950249972621117,0.03544823670946097,0.022237269467223646,0.006758172720725601,0.005798398669617365,0.006752487173268218,0.008915891080148581,0.6980578262524297,0.14487975170620992,0.006273494217036534,0.014103595764028158,0.007070927196660264,14057.0,12800.0,0.14
31,한국주택금융공사,0.28752137431975877,0.10321806918614752,0.04231141880271447,0.06861718403397588,0.007490569693213092,0.00604391742016346,0.008294321356586394,0.009861940012173347,1.0,4.5067117488403844e-307,2.3078947028348516e-308,5.271509874141356e-308,2.550602619842872e-308,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.12897363577132062,0.06618336511809571,0.14244063459458708,0.14431616539540884,0.021104541131835023,0.012461337364442516,0.03140681615698055,0.029655077321167785,0.39483749871566215,0.38016054233928115,0.009344043048486515,0.022212353107634558,0.010954081569628044,5887.0,2090.2,0.14
33,현대해상화재보험,1.0,4.037418521367392e-307,3.0225274488542913e-307,2.661946552621015e-307,4.471033691059178e-308,3.3663638313400526e-308,4.925401272531154e-308,6.78842930220135e-308,0.18920636179451483,0.6519369606396853,0.020519765456464317,0.0692736023853771,0.02637587725508232,11280.0,16700.0,0.1
34,케이비손해사정,8.196457951469139e-307,1.0,8.474339660522822e-308,5.013113004121002e-308,1.7740699479194995e-308,1.5967932843016365e-308,1.7924478201592314e-308,2.105733595121763e-308,0.2232293887090511,0.5116283203317291,0.010946876628466554,0.028957731557246555,0.013123338806369941,6082.0,1261.9,0.17
35,오케이저축은행,1.0,8.797634663373546e-307,1.3473625315551502e-307,9.865622757984741e-308,2.553294598895698e-308,2.1721574142153213e-308,2.6638203391103785e-308,3.2567095948839075e-308,0.7243047958198388,0.23160701375553935,0.009813954803444123,0.02323029533109893,0.011043940290078942,5817.0,8892.8,0.38
36,대신증권,0.33783266956893365,0.1248490582991651,0.07530205810505551,0.1559983714093024,0.012530835654509163,0.009723334796938573,0.014049552796098813,0.017465654880056348,0.47596022222888423,0.1467257283238209,0.006085598342924898,0.014064215421236523,0.006878281218385553,12177.0,2300.0,0.14
37,신한카드,0.7297506546524041,0.17493862512641561,0.03749383807997354,0.028470541728123286,0.006998952874625344,0.005899819835462129,0.007213507105872869,0.009234060597123098,3.802738564588246e-307,6.428132268311095e-307,3.2596229851365927e-307,4.558960306065656e-307,1.0,12741.0,3700.0,0.08
38,라이나생명보험,0.07101049825737563,0.026240540118666295,0.08081334122181646,0.012986018244950753,0.0050805134171006865,0.003460439221311711,0.005050129093774868,0.011576302495414073,0.3139804371543954,0.5677537832965907,0.013748891622223671,0.033270501959206986,0.01683532136522578,6032.0,2800.0,0.25
39,한국수출입은행,0.34447747887884966,0.14242601360018517,0.0634951335363428,0.1926018298001167,0.011320679379165987,0.009077360583846355,0.012719988172158133,0.014815556720170328,0.8540831480663112,0.12118605653060555,0.0054958312281491555,0.013098946041197636,0.006136018133736365,9680.0,7300.0,0.19
40,모아저축은행,0.5403320639227969,0.1839793179384201,0.08513470168695399,0.07721634846437339,0.014180438935746265,0.011292677496532842,0.014902851432645652,0.02047134032618973,0.7003535700506691,0.178861828713945,0.007777385099858178,0.018098463283862224,0.008735143943860492,5163.0,1450.2,0.2
41,메트라이프생명보험,0.14637007177956207,0.0664268823866344,0.1893453442857038,0.038453488296673055,0.01692553453877589,0.010741847458257014,0.01614084216341121,0.0548302314704418,0.24894511741492978,0.6471792987189093,0.014327939532419431,0.03612535366110556,0.017837388126952566,6032.0,2300.0,0.13
42,한국씨티은행,8.464278830938794e-307,1.0,8.376203503946697e-308,5.293624731087333e-308,1.7404028712713456e-308,1.55237440077056e-308,1.79955199157418e-308,2.048963020662577e-308,0.21856832220270406,0.37925959913310225,0.009057718770811886,0.023344824224030024,0.010683096975597528,14011.0,3000.0,0.24
43,현대커머셜,0.45518972632353494,0.13754467218007677,0.07200628063016704,0.08945374399487703,0.01157400258537728,0.00904629022464569,0.012738493191571642,0.016349256738056244,0.19840482515206465,0.4866693712926532,0.013685609405167585,0.040481121317155075,0.01658844057112816,10392.0,4776.7,0.22
44,현대하이라이프손해사정,0.41567425982678224,0.13210136266487016,0.1129423385617443,0.0499451229913363,0.014510149881807282,0.010937636123146185,0.01498603021504703,0.023991948769042964,1.0,3.086828224718732e-307,1.8112541892475607e-308,4.0021033695799436e-308,1.976164014293719e-308,5601.0,719.0,0.17
45,롯데손해보험,0.041536815706832486,0.02066913202206877,0.0829523023490573,0.013949597053890508,0.006755210360588818,0.00387804357557404,0.006690603646213912,0.02674522068887879,0.8024812643032615,0.0822710037561883,0.0049214067048105065,0.010763763768954741,0.005367164215474208,6571.0,3800.0,0.28
46,한화손해보험,0.3537569266605458,0.5058183957936819,0.024380318564213677,0.01600905282746562,0.004949902572082521,0.0043611958076076145,0.005115999844026912,0.005969234243599303,1.4985808273221784e-306,1.0,2.8856972725833876e-308,6.540106903412322e-308,3.3598588582917187e-308,7632.0,8000.0,0.1
47,기술보증기금,0.6184308248636173,0.127839828966214,0.09789511981025298,0.09170007887673007,0.01467083065870568,0.011007156506716933,0.01629160609182256,0.0221645542259401,0.7249257858941254,0.06837317691611888,0.004551390822394407,0.009843773125345436,0.0048896544992987475,8979.0,3396.9,0.14
48,한화손해사정,0.1280064527975784,0.06036287359774166,0.08905192461357764,0.27769119917417034,0.01337440555944607,0.008565142069495506,0.017845808873432716,0.019167048096351127,0.832004615674202,0.08870904137027506,0.0053996359897329985,0.011695323340945554,0.005888136623048286,4987.0,453.3,0.23
49,악사손해보험,0.13935447097369555,0.06851291251343375,0.10777937256313054,0.46939343863648575,0.01659803175999323,0.010440564122694175,0.023273439480152074,0.022875352454690773,0.6821712818876036,0.2730457453566457,0.009330073722427973,0.023133851313151703,0.010724767450288664,5516.0,9294.1,0.28
50,흥국생명보험,0.15047456452074545,0.7289332105418148,0.017987085108102256,0.010719440947130416,0.0038274345981225756,0.0034690059273805975,0.0038927017131689147,0.004455444252137753,0.16435539972138666,0.5835688408535825,0.01413304893879776,0.04316097502403386,0.017816950628827263,7063.0,4400.0,0.44
51,다스카손해사정화재해상,0.14396168609639626,0.6346306557048375,0.017045753373193237,0.01019992466651528,0.003625828749822694,0.0032849044189270024,0.0036889613562026977,0.004223425065536313,0.6404832267963746,0.17343315824252206,0.007289156213712815,0.01638507946475111,0.008247764680625108,3651.0,365.0,0.45
52,산와대부,0.05886533486480508,0.040389483006866025,0.04131411150120721,0.013882193930689367,0.024748147324403044,0.6230273230693226,0.01457749127767989,0.011766041252117335,2.9163667339408315e-307,3.683967157259338e-307,1.0,1.4545082462059918e-307,1.146301309845778e-307,5519.0,6104.1,0.8300000000000001
53,케이비국민카드,0.10504505304003549,0.05613456792524069,0.2606115262670756,0.032966832522526995,0.019936367375729586,0.011232909265869982,0.02263718814138977,0.0350355200647552,0.17342389985917,0.45315040644005805,0.031057351543514248,0.0881991112725424,0.05156406116168703,12659.0,3100.0,0.07
54,공무원연금공단,0.12789769888953942,0.39714962686114963,0.013687481529728833,0.008458011988179378,0.0028687182798579898,0.0025707177022253223,0.002952390074952851,0.0033695100548948374,0.7073798522679797,0.08097191152159568,0.005236959083582644,0.011418628082026133,0.005643396378660959,7088.0,15000.0,0.19
55,에이원손해사정,0.5897611471530493,0.1698063529848807,0.032456605388850965,0.02623769731479165,0.0061942254108085055,0.005256618115389788,0.006465081035901709,0.007946056997579406,0.6434802802667076,0.23844724720900745,0.009332676493963715,0.021858098869353082,0.010602216472163908,3362.0,410.0,0.5
56,유안타증권,0.14497473860862095,0.6778399944957201,0.019330039912091902,0.011265342445154963,0.004161783609594043,0.0037998734800579535,0.004217407861060721,0.004797751507682974,0.1132509680057328,0.3758849413592076,0.012920547431736717,0.04482225129438579,0.01693209047765473,12542.0,2100.0,0.11
57,삼성화재애니카손해사정,1.0,9.384425487147825e-307,1.1760327008119307e-307,7.840898991062928e-308,2.276997215207527e-308,1.960500162413369e-308,2.3881744583085393e-308,2.8158737957164384e-308,0.7263104911257733,0.0777711081490219,0.004307900147627054,0.009576348817393516,0.004735904151247397,6082.0,2001.3,0.11
58,로카모빌리티,0.10863585967833883,0.6147146160164967,0.01450012347179064,0.008409380004156114,0.0031111574693944016,0.002834049608057274,0.0031625281371873994,0.0035879866593572195,1.3989218426359265e-306,1.0,2.893658620320569e-308,6.542105093160352e-308,3.3714043661094165e-308,5188.0,1083.5,0.26
59,하나캐피탈,0.5316234764479286,0.16478989626831791,0.0205974632908872,0.01395699707197055,0.0039357242744658665,0.0033721400565018458,0.004089895525138655,0.004963006657401657,0.8484381493113125,0.08421148088075553,0.005508748539842898,0.011940827401526546,0.005933706497783171,7070.0,6957.2,0.34
60,신영증권,0.10804908709759926,0.06180018810045123,0.3114193352863648,0.040667481143186655,0.031684663064384964,0.015224569772305494,0.055435878574851036,0.0322956669505671,1.0,6.18212302561092e-307,2.5993905817303277e-308,5.942979839947106e-308,2.9305910871410386e-308,11347.0,1600.0,0.2
61,대구은행,0.15057303829137972,0.6377824690949304,0.018604730380761696,0.011054479228642687,0.003961393811010889,0.0035909607180582234,0.004041721048912276,0.004590867799241695,0.6777762475975702,0.06809417394346505,0.004460207110660268,0.0096494604135707,0.004805403690113872,9985.0,2600.0,0.08
62,케이비캐피탈,0.10244683622599679,0.8657025023408901,0.011790133948361061,0.006964388666404569,0.0025019263242273704,0.002267310561845569,0.0025247604344511058,0.002939795922430113,0.5359886759270406,0.13069717143068108,0.0058589481864253215,0.012988597808656353,0.006601767341271369,8719.0,9906.7,0.19
63,한화투자증권,0.1357368107442713,0.07548145460108821,0.30044351313445344,0.047238044448664085,0.042402293567650046,0.01880019050973125,0.040755883666164776,0.08239782461138495,1.1617402173974454e-306,1.0,3.7417065723136e-308,9.071014388760918e-308,4.448495293690573e-308,12426.0,1500.0,0.11
64,흥국화재해상보험,0.12317484203788018,0.5217391608175499,0.012422070583501296,0.007782708529158428,0.002591902454821625,0.0023186754413385105,0.002670003571241777,0.0030478491134033024,1.0,4.571967873574145e-307,2.3203485963873853e-308,5.306683843934294e-308,2.566492692238676e-308,7970.0,4300.0,0.17
65,미래에셋생명보험,5.331461216991044e-307,2.81954511969763e-307,1.0,2.038480997654636e-307,1.184758408344662e-307,5.831855441370127e-308,1.5434767992667304e-307,1.8521554269722787e-307,0.6258570779697126,0.11588205098096639,0.005893538763644522,0.013358191844812916,0.006524662716093218,9693.0,3400.0,0.08
66,카카오페이,0.507727094955025,0.17751197118997666,0.028051444465195582,0.021701533961420747,0.005483328230188368,0.004705062272908777,0.0057591078765803026,0.006834514277022199,0.6995730069025821,0.21791402844192742,0.008570000800645032,0.020448502347227813,0.009715065567770454,7474.0,4034.2,0.12
67,경남은행,0.10517384439091879,0.39375528443181645,0.013500613094700388,0.007715352493013624,0.002882816742535041,0.002622449930082041,0.0029077826134737074,0.0033630995437669434,0.6509553263539636,0.16971870631253788,0.00593246335047698,0.013489641904043717,0.006770025162182742,11098.0,1600.0,0.11
