,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,adv topic8,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,average_salary,total_sale,turn_over_rate
16,웰컴저축은행,0.8670398701148637,0.0616238698380373,0.012630242046688608,0.0035468676742442624,0.003071133466142437,0.0036084170385728763,0.0044448305258162225,0.004979022853918466,0.01533723342276887,1.0,6.65529035136271e-308,2.7237876474533267e-308,2.841825809897062e-308,1.234469390199743e-308,1.234866424293112e-308,5645.0,3957.1,0.26
17,메리츠화재해상보험,0.16031007482747775,0.6248348589396713,0.07281355029915175,0.015286332370626241,0.010560799081177933,0.015601308932175536,0.03475877577101612,0.05703706832231221,0.008797231456391153,1.0,7.992370410349134e-308,3.25076105626813e-308,3.35365958637996e-308,1.45824881213171e-308,1.464627186810988e-308,8562.0,10100.0,0.25
18,교보생명보험,1.0,5.460427084361067e-307,8.852211028768152e-308,2.3293744520131043e-308,1.9544105900558833e-308,2.4388353781925545e-308,3.020798134750955e-308,3.5498929569899585e-308,1.6633484252933102e-307,4.683249484371425e-307,2.6721934037123476e-307,1.0,2.319591159084869e-307,2.5545818917518303e-307,2.8108754837257763e-307,10001.0,13000.0,0.08
19,롯데카드,0.2689399649355852,0.030485544766974078,0.006849465768735746,0.0019393027771092502,0.0017107850290989236,0.0019630679545885234,0.002420725469885045,0.0027139206536390655,0.007962740525715733,0.7859816973430956,0.03481120850096646,0.014000015744565057,0.014368195068485308,0.006226059144770881,0.006264114820132302,8325.0,1500.0,0.16
20,한국투자증권,0.1679913184738188,0.11488083545803252,0.17460549805786166,0.030602039927785294,0.01705186711445792,0.03032987154747895,0.11103472750125445,0.11885881602752968,0.009250001456119991,0.34376797189511227,0.032669712095952555,0.010399504933530906,0.010871612358672317,0.004241651830870265,0.004265875601934718,16010.0,9900.0,0.15
21,한국산업은행,1.0,3.206031458410388e-307,7.51301738832257e-308,2.0808890106180745e-308,1.7812293702320517e-308,2.131030266827153e-308,2.6120986116515223e-308,3.0285202862967556e-308,1.1996532153287995e-307,0.7327584190726886,0.03147558860731173,0.013040035132419754,0.013542220802223778,0.005934138863300634,0.005937608034245895,10264.0,24700.0,0.16
22,삼성카드,0.741362947711941,0.11522091507187279,0.01972453242003571,0.005180780373510104,0.0043453816467894524,0.00544213396227458,0.006686789108612358,0.007851783534975985,0.03996947374754608,0.7686632086634987,0.03674619469126339,0.013290508040803149,0.01385975548802364,0.005678320654935652,0.005709541213395341,14080.0,3200.0,0.13
23,한국자산관리공사,1.0,6.871731910027159e-307,1.0975680400424286e-307,2.7548292424452025e-308,2.2760827424846684e-308,2.9588581772389597e-308,3.5953165744696213e-308,4.2168595711045394e-308,9.056426298307126e-308,0.857642144226302,0.022516836999741167,0.009154721192178587,0.009593388210698856,0.004144423969275303,0.004141670035305567,8352.0,6387.3,0.14
24,비씨카드,0.10892768090505907,0.07291085553083991,0.17192104283210927,0.02045296231666889,0.011910407169457004,0.029911356813330188,0.03165607113562292,0.031004990760163446,0.00610802144277913,0.20354287647047334,0.09541169768082838,0.018585617763119483,0.024936397619291416,0.007038848036782815,0.006840436542358687,10852.0,3500.0,0.11
25,키움증권,0.38556829892273137,0.3805346702465112,0.023191227832852337,0.006151583362796773,0.0051318889781651845,0.006304261545574291,0.008297026498050005,0.009671783943454805,0.01957338479972877,0.13131456563284463,0.15827570501499605,0.06331896332822338,0.07143644153690618,0.014493250963207041,0.014074349580679157,13033.0,2600.0,0.17
26,서울보증보험,8.953423498731982e-307,1.0,1.5872814472521495e-307,3.5084612849036937e-308,2.746461866534401e-308,3.852726651942088e-308,5.05701510138783e-308,6.238297253705589e-308,4.938428486480942e-308,0.3430385011365596,0.045022222963438094,0.012705188292282909,0.01460781931445637,0.0051901276602440575,0.00512076469961728,6082.0,2600.0,0.23
27,삼성증권,1.8820524227082094e-306,3.3231988383151487e-307,7.737886166248211e-308,2.066556476592879e-308,1.775112428052298e-308,2.1722888045761664e-308,2.6000835527734576e-308,3.063802440845269e-308,1.0,1.0,2.0441226435289183e-307,6.558726385970173e-308,6.883554166213515e-308,2.67882159003062e-308,2.7020422620404083e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.6040015631105314,0.11087372171333043,0.02147560648239163,0.0057742314628352115,0.0048469462230903105,0.005951626073120521,0.00747569405328907,0.008923646089310315,0.03551202328491635,0.6719871009118505,0.03776499673894744,0.012869001698948458,0.014163315920683586,0.005512866803635655,0.005468842993812621,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.12844926819670202,0.06282918917980396,0.25392598297570235,0.09741699073437687,0.02706414777448013,0.06700759742189458,0.04715332235522824,0.02779395181564931,0.007051717792401168,0.11577622797039995,0.1688152956512536,0.06324511962607746,0.12981822082329414,0.014472158573686314,0.013758589332090742,5553.0,1079.8,0.2
30,미래에셋대우,0.34446372137607195,0.20694869573648642,0.02256796598776017,0.006223561318852878,0.005266383253514476,0.006224361236824468,0.00834537541305615,0.009539670719823083,0.016348946800054158,0.4253684366124505,0.02154479105768953,0.007593295970233189,0.008047444918514942,0.0032431740515034475,0.0032458150727624783,14057.0,12800.0,0.14
31,한국주택금융공사,0.23776626553574623,0.1684136580763631,0.03513033421596428,0.00799737389343395,0.006501297751089733,0.00890125338131179,0.010780320244278146,0.01283606308265631,0.014100624163002737,1.0,1.3501724506704306e-307,4.934391534613974e-308,5.32728522710098e-308,2.1629593380081606e-308,2.14610862308208e-308,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.11617291339838998,0.07490715419583362,0.23056468762573093,0.02021074910956705,0.012177714302138326,0.03041300670056851,0.02809923101033982,0.026720462160960617,0.006532660000896952,0.6234878324086521,0.0694474544533097,0.02013993810694526,0.02208374631892582,0.008172860035199063,0.00813749269029289,5887.0,2090.2,0.14
33,현대해상화재보험,0.11619948579949639,0.7955079478474244,0.03552361557332117,0.00703275852024994,0.00523424299380836,0.007789584675551503,0.011279225105176711,0.014879272609512693,0.006553866875458516,0.3803169111758826,0.3552751638513709,0.0505395892980523,0.07179702053576746,0.01791968475022118,0.01731991659028558,11280.0,16700.0,0.1
34,케이비손해사정,0.6609407255630871,0.04515913902042422,0.013583402696769957,0.0039447188519508595,0.003493441863139697,0.0039921298489898616,0.004730488808919581,0.005222410562132501,0.012600739686035093,0.32191384136432594,0.07942205512973273,0.018595223990894867,0.022388590311875817,0.007277553870607685,0.007128584026161228,6082.0,1261.9,0.17
35,오케이저축은행,1.0,5.97643786707313e-307,9.033005910281059e-308,2.3724900016437926e-308,1.9858766171900756e-308,2.47929397900658e-308,3.098309272262697e-308,3.6547807325329184e-308,1.5023332202284336e-307,0.8929284025110001,0.05385701396975341,0.018000388698295886,0.019929099329386076,0.007680438245394988,0.007604657246169517,5817.0,8892.8,0.38
36,대신증권,0.11684845479187538,0.12467653741856274,0.030066926014053474,0.006154219862923402,0.004804326082049581,0.006928662267048041,0.00894325761417551,0.010777299602179572,0.006857841173640193,0.4392064734057526,0.024556045424859084,0.008297789076858691,0.009026956442087876,0.0035362435413608586,0.003510578985858086,12177.0,2300.0,0.14
37,신한카드,0.30176511669246825,0.6278486353857757,0.01848582965751986,0.004852842703277737,0.004039730905294987,0.005006420131725371,0.006545847406385036,0.007600008364109113,0.014802133531295406,0.1633469403462507,0.11860589778839839,0.2057292089744467,0.1653639612354764,0.04512397981904274,0.04097538384402346,12741.0,3700.0,0.08
38,라이나생명보험,0.08359226040625452,0.08431847733906349,0.044843231655694905,0.00907649901668167,0.006179664716228835,0.009193760455545095,0.021680350900292664,0.07699131626100868,0.0047399655824030855,1.0,3.714499805281447e-307,8.815215706538859e-308,9.697776466461623e-308,3.4073612326087517e-308,3.395749374087797e-308,6032.0,2800.0,0.25
39,한국수출입은행,0.13335128430834012,0.11943480786948582,0.023563563647183025,0.005245626994313086,0.004248347384764631,0.005910371384633254,0.007022772180008181,0.008197719743244744,0.007838293837448773,0.9591023994146164,0.020344308280944946,0.00692554565097982,0.0077076294679270015,0.0029764103136961633,0.0029437068718356526,9680.0,7300.0,0.19
40,모아저축은행,0.3264770122426643,0.4215405907625256,0.05512519985348108,0.012975560142941517,0.010207567404968424,0.01367353086326842,0.01947983430789928,0.023582977169582985,0.017846788224626344,0.6788249894516749,0.0375600561919172,0.012832236537977637,0.01403277794079574,0.005484468359375767,0.005455137795650607,5163.0,1450.2,0.2
41,메트라이프생명보험,0.11671773629206378,0.08937939760929359,0.08035427200935398,0.01723192721754508,0.010995236603270519,0.016641194616058917,0.06926911635565794,0.0592945182433554,0.006738684205254771,0.6941724071617007,0.17987628196207386,0.03977072506173966,0.04491469210406865,0.015110870455080559,0.014949194563440403,6032.0,2300.0,0.13
42,한국씨티은행,0.8426820953621136,0.027026868493301628,0.00823397426027216,0.0023328718018955745,0.002049230188603572,0.0024178454904846144,0.0027804688859611533,0.003098651975056917,0.010065787317565652,0.47203397294072136,0.09154977686423602,0.02420392862102536,0.028282495668529882,0.009732463206459908,0.009548230041627467,14011.0,3000.0,0.24
43,현대커머셜,0.27172463591737617,0.574520885029815,0.054931600806053645,0.011702908498855413,0.009009979875908335,0.012993008537432134,0.017163794642328364,0.022408574103549454,0.015437442579737524,0.5794663337193326,0.2217438793380381,0.04494417262724569,0.05833409307343279,0.01720445150039763,0.0167197627951777,10392.0,4776.7,0.22
44,현대하이라이프손해사정,0.10626438564500366,0.11968553682244223,0.030254957836004272,0.006659849730567758,0.00499467484085039,0.0069657929176556435,0.011478923382526497,0.020081244150513475,0.006446515337827611,0.824644568433659,0.019855544751468814,0.007705895626635879,0.00814411072020989,0.003426333106865121,0.0034216030947065773,5601.0,719.0,0.17
45,롯데손해보험,0.11870909786421689,0.08544366009033673,0.12016867497371922,0.021192017885004813,0.01219871559156625,0.021842796514831703,0.07232112171971285,0.061500625834898834,0.006507953747362158,0.8371079243332852,0.028279816618068408,0.011101063826891307,0.011642108575491575,0.004947595046032057,0.004942568972250539,6571.0,3800.0,0.28
46,한화손해보험,0.7253791082258971,0.07886384943688932,0.020108579630170688,0.005598512644040481,0.004852087508190409,0.005800374185021159,0.006847734512455785,0.007716406892232461,0.03577913416899346,1.0,2.0146475717538613e-307,6.472982649816034e-308,6.818079780734955e-308,2.6510661791929076e-308,2.6708989626919325e-308,7632.0,8000.0,0.1
47,기술보증기금,0.2525346285332018,0.5532991006578725,0.07989328883370071,0.01552191464157735,0.011575264093133298,0.017366399094658282,0.024394459136766508,0.031233489858455376,0.014181455150634273,0.9247322373100232,0.028529331781493413,0.011680138816244428,0.01219680838599523,0.00529865548553681,0.005296384463968584,8979.0,3396.9,0.14
48,한화손해사정,0.12938293990205832,0.09831823974584858,0.40222627439583974,0.015296626902887136,0.01021895845303479,0.020495599750063192,0.021692763755885205,0.02526573528372233,0.007373493242523517,0.952174537838876,0.02209894649610987,0.008787757494063742,0.009105467828260239,0.003910148773578243,0.003923141569111948,4987.0,453.3,0.23
