,0,1,2,3,4,5,6,7
3,"(0, '0.009*""실적"" + 0.009*""지점"" + 0.008*""영업"" + 0.007*""압박"" + 0.005*""월급"" + 0.005*""평가"" + 0.005*""기본"" + 0.005*""성과"" + 0.005*""고객"" + 0.005*""임원""')","(1, '0.036*""민원"" + 0.010*""순환"" + 0.010*""정규직"" + 0.009*""강도"" + 0.008*""스트레스"" + 0.007*""월급"" + 0.006*""전환"" + 0.006*""지사"" + 0.005*""전화"" + 0.005*""적음""')","(2, '0.008*""은행"" + 0.006*""금융"" + 0.006*""정규직"" + 0.006*""임원"" + 0.005*""전산"" + 0.005*""하나"" + 0.004*""업계"" + 0.004*""지점"" + 0.004*""성과급"" + 0.004*""영업""')",,,,,
5,"(0, '0.011*""실적"" + 0.008*""압박"" + 0.008*""영업"" + 0.007*""무량"" + 0.007*""지점"" + 0.006*""평가"" + 0.006*""월급"" + 0.005*""기본"" + 0.005*""성과"" + 0.005*""해서""')","(1, '0.015*""정규직"" + 0.010*""전환"" + 0.006*""퇴근"" + 0.005*""경력"" + 0.005*""그냥"" + 0.005*""하나"" + 0.004*""성과급"" + 0.004*""출근"" + 0.004*""기본"" + 0.004*""임원""')","(2, '0.010*""임원"" + 0.007*""금융"" + 0.006*""정규직"" + 0.006*""은행"" + 0.005*""영진"" + 0.005*""다소"" + 0.005*""사업"" + 0.004*""정치"" + 0.004*""부족"" + 0.004*""영업""')","(3, '0.008*""업계"" + 0.007*""성과급"" + 0.007*""수준"" + 0.007*""전산"" + 0.007*""임원"" + 0.006*""지점"" + 0.005*""변화"" + 0.005*""기본"" + 0.005*""직급"" + 0.005*""금융""')","(4, '0.035*""민원"" + 0.014*""순환"" + 0.009*""스트레스"" + 0.009*""강도"" + 0.008*""월급"" + 0.008*""은행"" + 0.007*""지점"" + 0.006*""고객"" + 0.006*""상대"" + 0.005*""지사""')",,,
8,"(0, '0.012*""실적"" + 0.009*""무량"" + 0.009*""월급"" + 0.008*""평가"" + 0.008*""영업"" + 0.007*""압박"" + 0.006*""기본"" + 0.006*""임원"" + 0.006*""성과"" + 0.005*""관리자""')","(1, '0.015*""정규직"" + 0.010*""전환"" + 0.005*""퇴근"" + 0.005*""경력"" + 0.005*""하나"" + 0.005*""그냥"" + 0.005*""민원"" + 0.005*""성과급"" + 0.004*""출근"" + 0.004*""기본""')","(2, '0.010*""임원"" + 0.008*""금융"" + 0.007*""정규직"" + 0.007*""은행"" + 0.006*""다소"" + 0.006*""사업"" + 0.005*""그냥"" + 0.005*""의사결정"" + 0.005*""정치"" + 0.005*""결정""')","(3, '0.009*""본인"" + 0.007*""업계"" + 0.007*""성과급"" + 0.007*""주니어"" + 0.007*""수준"" + 0.006*""하나"" + 0.006*""전산"" + 0.006*""작업"" + 0.006*""적음"" + 0.006*""증권사""')","(4, '0.045*""민원"" + 0.010*""강도"" + 0.010*""스트레스"" + 0.009*""월급"" + 0.007*""은행"" + 0.007*""지사"" + 0.007*""상대"" + 0.006*""순환"" + 0.006*""전화"" + 0.006*""고객""')","(5, '0.010*""업계"" + 0.007*""경력"" + 0.006*""전환"" + 0.006*""금융"" + 0.006*""휴가"" + 0.006*""진급"" + 0.005*""기본"" + 0.005*""보상"" + 0.005*""영업"" + 0.005*""직급""')","(6, '0.034*""순환"" + 0.012*""지방"" + 0.011*""이전"" + 0.009*""전문성"" + 0.007*""전국"" + 0.007*""리스크"" + 0.007*""발령"" + 0.007*""이동"" + 0.005*""스트레스"" + 0.005*""민원""')","(7, '0.018*""지점"" + 0.011*""영업"" + 0.008*""압박"" + 0.008*""실적"" + 0.006*""고객"" + 0.006*""은행"" + 0.005*""휴가"" + 0.005*""금융"" + 0.005*""전산"" + 0.005*""같은""')"
