,0,1,2,3,4,5,6,7,8
3,"(0, '0.007*""수당"" + 0.007*""포인트"" + 0.007*""동료"" + 0.006*""대기업"" + 0.006*""자율"" + 0.006*""제도"" + 0.006*""제공"" + 0.006*""다양한"" + 0.005*""구내식당"" + 0.005*""사내""')","(1, '0.020*""수평"" + 0.009*""사내"" + 0.008*""조직"" + 0.008*""건물"" + 0.007*""재택근무"" + 0.007*""윗사람"" + 0.006*""제도"" + 0.006*""거의"" + 0.006*""보지"" + 0.006*""육아휴직""')","(2, '0.011*""지점"" + 0.009*""은행"" + 0.009*""포인트"" + 0.008*""않은"" + 0.008*""대기업"" + 0.007*""업계"" + 0.007*""영업"" + 0.006*""정년"" + 0.006*""성과급"" + 0.006*""실적""')",,,,,,
6,"(0, '0.008*""수평"" + 0.008*""대부분"" + 0.007*""보상"" + 0.007*""그룹"" + 0.007*""재택근무"" + 0.007*""대기업"" + 0.007*""자율"" + 0.006*""노력"" + 0.006*""포인트"" + 0.006*""외국""')","(1, '0.028*""수평"" + 0.013*""사내"" + 0.011*""조직"" + 0.010*""재택근무"" + 0.009*""윗사람"" + 0.008*""육아휴직"" + 0.007*""제도"" + 0.007*""보지"" + 0.007*""거의"" + 0.007*""회식""')","(2, '0.011*""포인트"" + 0.010*""수평"" + 0.010*""않은"" + 0.007*""경우"" + 0.007*""따라"" + 0.007*""해주는"" + 0.006*""최근"" + 0.006*""다양한"" + 0.006*""할인"" + 0.006*""지점""')","(3, '0.010*""대기업"" + 0.007*""동료"" + 0.007*""포인트"" + 0.007*""제도"" + 0.007*""자율"" + 0.007*""성과급"" + 0.007*""건물"" + 0.006*""되어"" + 0.006*""본인"" + 0.006*""다양한""')","(4, '0.010*""대기업"" + 0.009*""공공기관"" + 0.009*""포인트"" + 0.009*""증권사"" + 0.008*""제도"" + 0.007*""괜찮음"" + 0.007*""없는"" + 0.006*""업계"" + 0.006*""사업"" + 0.006*""편임""')","(5, '0.012*""은행"" + 0.010*""지점"" + 0.006*""때문"" + 0.006*""영업"" + 0.006*""매우"" + 0.006*""정년"" + 0.006*""압박"" + 0.006*""직장"" + 0.005*""실적"" + 0.005*""경우""')",,,
9,"(0, '0.012*""스마트"" + 0.010*""동료"" + 0.009*""자율"" + 0.009*""보상"" + 0.008*""제도"" + 0.008*""대기업"" + 0.008*""정시"" + 0.007*""수평"" + 0.007*""유연근무제"" + 0.006*""무난""')","(1, '0.021*""사내"" + 0.015*""건물"" + 0.013*""카페"" + 0.010*""시설"" + 0.010*""구내식당"" + 0.009*""서울"" + 0.008*""식당"" + 0.008*""윗사람"" + 0.008*""다양한"" + 0.007*""수평""')","(2, '0.011*""하나"" + 0.010*""않은"" + 0.010*""정년"" + 0.009*""영업"" + 0.009*""최근"" + 0.009*""주는"" + 0.007*""포인트"" + 0.007*""업계"" + 0.006*""있습니다"" + 0.006*""다니기""')","(3, '0.011*""동료"" + 0.011*""자율"" + 0.010*""대기업"" + 0.008*""포인트"" + 0.007*""제도"" + 0.007*""성과급"" + 0.007*""건물"" + 0.007*""수평"" + 0.007*""되어"" + 0.007*""다양한""')","(4, '0.021*""공공기관"" + 0.012*""다양한"" + 0.012*""사업"" + 0.010*""괜찮음"" + 0.009*""않은"" + 0.009*""유연"" + 0.008*""본인"" + 0.008*""자기계발"" + 0.008*""젊은"" + 0.008*""경험""')","(5, '0.007*""은행"" + 0.007*""때문"" + 0.006*""최고"" + 0.006*""영업"" + 0.006*""매우"" + 0.006*""대표"" + 0.006*""입니다"" + 0.005*""높음"" + 0.005*""대부분"" + 0.005*""업계""')","(6, '0.032*""수평"" + 0.018*""재택근무"" + 0.010*""조직"" + 0.008*""매우"" + 0.008*""공기업"" + 0.008*""보지"" + 0.007*""육아휴직"" + 0.007*""윗사람"" + 0.007*""재택"" + 0.007*""제도""')","(7, '0.010*""지점"" + 0.009*""은행"" + 0.008*""대기업"" + 0.008*""영업"" + 0.007*""포인트"" + 0.007*""않은"" + 0.006*""다양한"" + 0.006*""업계"" + 0.006*""제도"" + 0.006*""성과급""')","(8, '0.033*""수평"" + 0.012*""조직"" + 0.011*""사내"" + 0.010*""제도"" + 0.010*""구내식당"" + 0.008*""육아휴직"" + 0.008*""일만"" + 0.008*""정시"" + 0.008*""카페"" + 0.007*""육아""')"
