,0,1,2,3,4,5,6,7,8,9
6,"(0, '0.014*""학교"" + 0.010*""계약"" + 0.009*""시설"" + 0.008*""캠퍼스"" + 0.008*""기본"" + 0.007*""안정"" + 0.007*""학생"" + 0.007*""급여"" + 0.007*""좋다"" + 0.007*""대학""')","(1, '0.013*""업계"" + 0.012*""안정"" + 0.011*""구내식당"" + 0.009*""급여"" + 0.009*""연봉"" + 0.008*""많은"" + 0.008*""밀리"" + 0.008*""사업"" + 0.008*""부바"" + 0.008*""유연""')","(2, '0.013*""건물"" + 0.012*""간식"" + 0.011*""좋다"" + 0.011*""동료"" + 0.010*""커피"" + 0.009*""팀바팀"" + 0.009*""무료"" + 0.008*""젊은"" + 0.007*""자율"" + 0.007*""제도""')","(3, '0.067*""단축"" + 0.063*""방학"" + 0.018*""학교"" + 0.013*""계약"" + 0.010*""좋습니다"" + 0.010*""방학기"" + 0.010*""대학"" + 0.009*""캠퍼스"" + 0.008*""교직원"" + 0.007*""주변""')","(4, '0.018*""학생"" + 0.017*""학원"" + 0.016*""수업"" + 0.015*""기회"" + 0.013*""아이"" + 0.011*""강사"" + 0.010*""배울"" + 0.010*""정말"" + 0.009*""다른"" + 0.009*""출근""')","(5, '0.033*""구내식당"" + 0.019*""식당"" + 0.019*""본사"" + 0.015*""카페"" + 0.013*""사옥"" + 0.011*""건물"" + 0.010*""업계"" + 0.010*""사내"" + 0.010*""무료"" + 0.008*""여름""')",,,,
8,"(0, '0.021*""학교"" + 0.015*""계약"" + 0.012*""캠퍼스"" + 0.010*""시설"" + 0.009*""방학"" + 0.009*""대학"" + 0.009*""좋다"" + 0.008*""기본"" + 0.008*""단축"" + 0.008*""식당""')","(1, '0.014*""유연"" + 0.014*""유연근무제"" + 0.012*""자율"" + 0.012*""안정"" + 0.011*""연봉"" + 0.010*""사업"" + 0.010*""많은"" + 0.009*""부바"" + 0.008*""기관"" + 0.008*""주말""')","(2, '0.012*""건물"" + 0.012*""간식"" + 0.011*""동료"" + 0.011*""좋다"" + 0.010*""커피"" + 0.009*""무료"" + 0.009*""팀바팀"" + 0.009*""젊은"" + 0.007*""해서"" + 0.007*""자율""')","(3, '0.072*""단축"" + 0.066*""방학"" + 0.016*""학교"" + 0.012*""계약"" + 0.011*""방학기"" + 0.010*""대학"" + 0.010*""안정"" + 0.009*""좋습니다"" + 0.008*""대학교"" + 0.008*""최고""')","(4, '0.020*""학원"" + 0.019*""수업"" + 0.016*""기회"" + 0.013*""강사"" + 0.011*""아이"" + 0.010*""배울"" + 0.010*""정말"" + 0.010*""시스템"" + 0.010*""좋다"" + 0.009*""받을""')","(5, '0.029*""구내식당"" + 0.016*""식당"" + 0.014*""본사"" + 0.014*""업계"" + 0.013*""카페"" + 0.010*""밀리"" + 0.009*""안정"" + 0.009*""사옥"" + 0.009*""건물"" + 0.008*""사내""')","(6, '0.022*""영어"" + 0.013*""지급"" + 0.012*""센터"" + 0.011*""수업"" + 0.011*""생일"" + 0.011*""학원"" + 0.011*""동료"" + 0.009*""성과급"" + 0.009*""거의"" + 0.008*""출근""')","(7, '0.033*""학생"" + 0.016*""아이"" + 0.013*""학원"" + 0.011*""재택"" + 0.011*""재택근무"" + 0.010*""동료"" + 0.010*""급여"" + 0.010*""출근"" + 0.010*""기회"" + 0.010*""수업""')",,
10,"(0, '0.012*""학원"" + 0.011*""본인"" + 0.011*""지급"" + 0.011*""명절"" + 0.010*""계약"" + 0.009*""해야"" + 0.009*""일만"" + 0.009*""강사"" + 0.008*""자기"" + 0.008*""단축""')","(1, '0.020*""안정"" + 0.020*""유연"" + 0.012*""많은"" + 0.011*""사업"" + 0.011*""주말"" + 0.010*""젊은"" + 0.010*""정년"" + 0.010*""육아휴직"" + 0.009*""수당"" + 0.009*""부바""')","(2, '0.014*""건물"" + 0.013*""간식"" + 0.012*""좋다"" + 0.012*""동료"" + 0.011*""커피"" + 0.009*""무료"" + 0.009*""자율"" + 0.009*""팀바팀"" + 0.007*""부바"" + 0.007*""젊은""')","(3, '0.050*""방학"" + 0.044*""단축"" + 0.013*""학교"" + 0.010*""계약"" + 0.009*""가능함"" + 0.009*""합니다"" + 0.009*""지급"" + 0.008*""좋습니다"" + 0.008*""정말"" + 0.008*""없어서""')","(4, '0.030*""학원"" + 0.022*""수업"" + 0.017*""강사"" + 0.015*""아이"" + 0.012*""기회"" + 0.012*""시스템"" + 0.009*""좋다"" + 0.008*""다른"" + 0.008*""되어"" + 0.008*""배울""')","(5, '0.033*""구내식당"" + 0.017*""식당"" + 0.015*""본사"" + 0.015*""업계"" + 0.014*""카페"" + 0.010*""사옥"" + 0.010*""밀리"" + 0.009*""건물"" + 0.009*""안정"" + 0.008*""사내""')","(6, '0.018*""수업"" + 0.014*""명절"" + 0.013*""거의"" + 0.013*""경력"" + 0.013*""나옴"" + 0.011*""차이"" + 0.011*""주말"" + 0.010*""있었음"" + 0.009*""역량"" + 0.009*""별로""')","(7, '0.035*""학생"" + 0.016*""아이"" + 0.016*""기회"" + 0.013*""정말"" + 0.012*""배울"" + 0.012*""급여"" + 0.011*""보람"" + 0.010*""출근"" + 0.010*""수업"" + 0.010*""다른""')","(8, '0.038*""단축"" + 0.035*""방학"" + 0.022*""학교"" + 0.014*""캠퍼스"" + 0.014*""계약"" + 0.010*""대학"" + 0.009*""좋습니다"" + 0.009*""시설"" + 0.008*""학생"" + 0.008*""식당""')","(9, '0.015*""승진"" + 0.011*""젊은"" + 0.010*""동료"" + 0.010*""재택근무"" + 0.008*""해서"" + 0.007*""영어"" + 0.007*""강의"" + 0.007*""출근"" + 0.006*""재택"" + 0.006*""연봉""')"
