,company_name,company_name,adv_topic_0,adv_topic_1,adv_topic_2,adv_topic_3,adv_topic_4,adv_topic_5,adv_topic_6,adv_topic_7,adv_topic_8,company_name,dadv_topic_0,dadv_topic_1,dadv_topic_2,dadv_topic_3,dadv_topic_4,dadv_topic_5,dadv_topic_6,average_salary,total_sale,turn_over_rate
18,교보생명보험,교보생명보험,0.3019039332866668,0.0,0.0,0.0,0.0,0.0925072431564331,0.4734431207180023,0.1305221766233444,0.0,교보생명보험,0.2867004871368408,0.1572784185409546,0.0163260027766227,0.0296841412782669,0.2856538891792297,0.2240878194570541,0.0,10001,13000.0,0.08
19,롯데카드,롯데카드,0.134688064455986,0.0,0.1278936564922332,0.0645690932869911,0.1220475360751152,0.2477941215038299,0.1297508180141449,0.1251530051231384,0.0477472320199012,롯데카드,0.0296563152223825,0.4372241795063019,0.18616683781147,0.0,0.3370468020439148,0.0,0.0,8325,1500.0,0.16
20,한국투자증권,한국투자증권,0.0197596214711666,0.0554503016173839,0.0,0.2412247508764267,0.0,0.0,0.6822751760482788,0.0,0.0,한국투자증권,0.3884752690792084,0.208718329668045,0.1488468050956726,0.0,0.2024044841527938,0.0509764850139617,0.0,16010,9900.0,0.15
21,한국산업은행,한국산업은행,0.5735781192779541,0.0,0.0,0.1456246227025985,0.0,0.0,0.2793985605239868,0.0,0.0,한국산업은행,0.0,0.0,0.0,0.0,0.1741986870765686,0.8245474696159363,0.0,10264,24700.0,0.16
22,삼성카드,삼성카드,0.2500624656677246,0.0,0.0,0.105651319026947,0.0,0.0,0.6402423977851868,0.0,0.0,삼성카드,0.0,0.2042204439640045,0.4161238670349121,0.0,0.18341626226902,0.1892110258340835,0.0,14080,3200.0,0.13
23,한국자산관리공사,한국자산관리공사,0.8693738579750061,0.0,0.0,0.0367702543735504,0.0,0.0,0.0917102023959159,0.0,0.0,한국자산관리공사,0.0,0.0,0.0,0.0,0.0,0.9978384971618652,0.0,8352,6387.3,0.14
24,비씨카드,비씨카드,0.1880001127719879,0.0,0.0,0.1468836665153503,0.0,0.3527750968933105,0.3100806176662445,0.0,0.0,비씨카드,0.0,0.2722253501415252,0.128691554069519,0.0,0.5969886779785156,0.0,0.0,10852,3500.0,0.11
25,키움증권,키움증권,0.0,0.0,0.0,0.0463978722691535,0.0,0.2415549010038375,0.3977387547492981,0.3023900091648102,0.0,키움증권,0.0,0.0716923102736473,0.3317151665687561,0.024690244346857,0.010573654435575,0.351369172334671,0.2095914632081985,13033,2600.0,0.17
26,서울보증보험,서울보증보험,0.5472316741943359,0.0340022295713424,0.0,0.0398472994565963,0.0,0.0,0.2745735347270965,0.1001554057002067,0.0,서울보증보험,0.0,0.1915355175733566,0.0,0.0,0.2113005369901657,0.5348442196846008,0.0606499016284942,6082,2600.0,0.23
27,삼성증권,삼성증권,0.0472637005150318,0.0,0.0,0.1923079341650009,0.0,0.0,0.4842534959316253,0.0,0.273279070854187,삼성증권,0.0,0.4010518789291382,0.025270327925682,0.0,0.570608913898468,0.0,0.0,13159,6500.0,0.13
28,농업협동조합중앙회,농업협동조합중앙회,0.4753478169441223,0.0,0.0,0.0,0.0,0.0237529650330543,0.4991054534912109,0.0,0.0,농업협동조합중앙회,0.0,0.4213502705097198,0.0438512973487377,0.0,0.0198445376008749,0.5138959884643555,0.0,6082,5700.0,0.17
29,삼성카드고객서비스,삼성카드고객서비스,0.0769046247005462,0.0,0.0,0.0,0.0,0.0,0.0840266421437263,0.0,0.8327136635780334,삼성카드고객서비스,0.0,0.0681493431329727,0.2539661228656769,0.0,0.0,0.5111364126205444,0.1644334197044372,5553,1079.8,0.2
30,미래에셋대우,미래에셋대우,0.3579853773117065,0.0,0.0,0.6209748983383179,0.0,0.0,0.0,0.0,0.0,미래에셋대우,0.0,0.6963596343994141,0.1272621303796768,0.0,0.0,0.0,0.1631075292825698,14057,12800.0,0.14
31,한국주택금융공사,한국주택금융공사,0.8244287967681885,0.0,0.0,0.0,0.0,0.0853684991598129,0.0878693982958793,0.0,0.0,한국주택금융공사,0.0,0.0,0.0160123463720083,0.0215588696300983,0.0,0.960684299468994,0.0,8845,3800.0,0.42
32,삼성생명서비스손해사정,삼성생명서비스손해사정,0.2669587433338165,0.0,0.0,0.0427172631025314,0.0,0.0,0.0345165841281414,0.4411170780658722,0.2123241275548935,삼성생명서비스손해사정,0.0,0.1229818239808082,0.4051834046840668,0.0,0.0,0.4634473025798797,0.0,5887,2090.2,0.14
33,현대해상화재보험,현대해상화재보험,0.1857717633247375,0.0,0.0849071964621543,0.0,0.0,0.0,0.727096676826477,0.0,0.0,현대해상화재보험,0.1189427822828292,0.0622271858155727,0.0,0.0,0.3124151825904846,0.5048326253890991,0.0,11280,16700.0,0.1
34,케이비손해사정,케이비손해사정,0.1885732561349868,0.0,0.0149318566545844,0.0,0.049011968076229,0.1270849257707595,0.4106404185295105,0.1933105289936065,0.0150908408686518,케이비손해사정,0.2455633580684662,0.087491437792778,0.0,0.0,0.2131995111703872,0.2833804786205292,0.1692126095294952,6082,1261.9,0.17
35,오케이저축은행,오케이저축은행,0.0,0.3365636467933655,0.0,0.0,0.0,0.0104959560558199,0.3058615624904632,0.3450201153755188,0.0,오케이저축은행,0.4388517439365387,0.0,0.0,0.0,0.151997908949852,0.2347122132778167,0.1733082085847854,5817,8892.8,0.38
36,대신증권,대신증권,0.3617801964282989,0.0762600973248481,0.0,0.020606193691492,0.0,0.5376706123352051,0.0,0.0,0.0,대신증권,0.2047235518693924,0.2735143005847931,0.0,0.0,0.3546546697616577,0.0,0.1647679656744003,12177,2300.0,0.14
37,신한카드,신한카드,0.1667886972427368,0.0,0.0,0.0,0.0,0.0,0.377757579088211,0.4517871737480163,0.0,신한카드,0.0,0.1057280078530311,0.1100102737545967,0.0,0.0,0.4840346276760101,0.2991005778312683,12741,3700.0,0.08
38,라이나생명보험,라이나생명보험,0.0,0.0,0.0,0.3506728112697601,0.0,0.1626098752021789,0.3371499180793762,0.0,0.1469194144010543,라이나생명보험,0.0,0.1093035191297531,0.5149422883987427,0.0,0.3738969266414642,0.0,0.0,6032,2800.0,0.25
39,한국수출입은행,한국수출입은행,0.8761502504348755,0.0,0.0,0.1199380978941917,0.0,0.0,0.0,0.0,0.0,한국수출입은행,0.0,0.0,0.0,0.2555718421936035,0.0215834025293588,0.7200990915298462,0.0,9680,7300.0,0.19
40,모아저축은행,모아저축은행,0.0164268016815185,0.6231220960617065,0.1127120032906532,0.0,0.0,0.0779348909854888,0.080884039402008,0.0,0.0880796983838081,모아저축은행,0.3488541543483734,0.0110904471948742,0.0,0.0290913544595241,0.1406970769166946,0.1573707163333892,0.3126362562179565,5163,1450.2,0.2
41,메트라이프생명보험,메트라이프생명보험,0.3336218893527984,0.0,0.0,0.4913315773010254,0.0,0.0,0.06632811576128,0.1044081822037696,0.0,메트라이프생명보험,0.0,0.0,0.3636949956417084,0.0,0.3999654352664947,0.228623017668724,0.0,6032,2300.0,0.13
42,한국씨티은행,한국씨티은행,0.2616788744926452,0.0,0.0,0.5936874747276306,0.0,0.0,0.1415588110685348,0.0,0.0,한국씨티은행,0.0,0.4821377098560333,0.114878349006176,0.0,0.4007686078548431,0.0,0.0,14011,3000.0,0.24
43,현대커머셜,현대커머셜,0.0,0.0,0.0,0.2024628967046737,0.0,0.3379947245121002,0.2408905178308487,0.0,0.2150642424821853,현대커머셜,0.0,0.6191624402999878,0.1955783069133758,0.0,0.146134078502655,0.0,0.0365317054092884,10392,4776.7,0.22
44,현대하이라이프손해사정,현대하이라이프손해사정,0.0,0.0,0.0,0.0,0.0,0.0,0.7374428510665894,0.2208436578512191,0.0351070426404476,현대하이라이프손해사정,0.2322912067174911,0.0943882092833519,0.0665783956646919,0.0,0.1658481210470199,0.4385225176811218,0.0,5601,719.0,0.17
45,롯데손해보험,롯데손해보험,0.2828759551048279,0.0,0.0,0.6526314616203308,0.0,0.0617799833416938,0.0,0.0,0.0,롯데손해보험,0.2155884653329849,0.0266702752560377,0.1078841462731361,0.0,0.6451140642166138,0.0,0.0,6571,3800.0,0.28
46,한화손해보험,한화손해보험,0.3102656006813049,0.0,0.0,0.0330135859549045,0.0,0.0,0.5196307301521301,0.1334310621023178,0.0,한화손해보험,0.2278740108013153,0.0211109407246112,0.0,0.0,0.3978080153465271,0.3482879102230072,0.0,7632,8000.0,0.1
47,기술보증기금,기술보증기금,0.6577306985855103,0.0,0.0411837361752986,0.0,0.0,0.0,0.1036075502634048,0.1950501203536987,0.0,기술보증기금,0.0,0.0,0.0,0.0,0.0637736022472381,0.9335080981254578,0.0,8979,3396.9,0.14
48,한화손해사정,한화손해사정,0.0,0.0,0.2043904662132263,0.0403303168714046,0.0,0.0,0.1738160550594329,0.5767449140548706,0.0,한화손해사정,0.2734915614128113,0.0,0.0114083439111709,0.0,0.0,0.2302013337612152,0.4836213588714599,4987,453.3,0.23
49,악사손해보험,악사손해보험,0.0,0.0,0.1188882887363433,0.6839091777801514,0.0,0.0384602285921573,0.0,0.156094416975975,0.0,악사손해보험,0.0,0.2540404498577118,0.4981260299682617,0.0,0.2455374151468277,0.0,0.0,5516,9294.1,0.28
50,흥국생명보험,흥국생명보험,0.1752691566944122,0.0,0.0857564583420753,0.1221964433789253,0.0,0.0765223652124404,0.5382054448127747,0.0,0.0,흥국생명보험,0.2649895548820495,0.0,0.0799679383635521,0.0,0.6513757109642029,0.0,0.0,7063,4400.0,0.44
51,다스카손해사정화재해상,다스카손해사정화재해상,0.0,0.0,0.0,0.0,0.073504239320755,0.0524987764656543,0.0,0.8717801570892334,0.0,다스카손해사정화재해상,0.0,0.0,0.0519045479595661,0.0,0.0,0.1720439195632934,0.7749924659729004,3651,365.0,0.45
52,산와대부,산와대부,0.0123565411195158,0.012358546257019,0.9011474251747132,0.0123564917594194,0.0123551469296216,0.0123551916331052,0.0123570840805768,0.0123574221506714,0.012356199324131,산와대부,0.0,0.4148803949356079,0.0,0.0,0.0,0.0,0.5402898192405701,5519,6104.1,0.8300000000000001
53,케이비국민카드,케이비국민카드,0.5848547220230103,0.0,0.0658031851053237,0.0,0.0,0.0,0.3460870683193207,0.0,0.0,케이비국민카드,0.0,0.4423190653324127,0.0,0.0,0.530742883682251,0.0248504467308521,0.0,12659,3100.0,0.07
54,공무원연금공단,공무원연금공단,0.9016351699829102,0.0,0.0,0.0,0.0,0.0,0.0581884272396564,0.0,0.0379371605813503,공무원연금공단,0.0883821696043014,0.0,0.0,0.0471579730510711,0.0909662246704101,0.7722601294517517,0.0,7088,15000.0,0.19
55,에이원손해사정,에이원손해사정,0.0,0.0,0.0,0.1824841946363449,0.118885800242424,0.0711534321308136,0.0146726844832301,0.6107723712921143,0.0,에이원손해사정,0.0113717531785368,0.0,0.0719672366976738,0.0,0.0,0.2814210057258606,0.6338733434677124,3362,410.0,0.5
56,유안타증권,유안타증권,0.2006100118160247,0.0,0.3076106905937195,0.1387215405702591,0.0635318458080291,0.0,0.2529383301734924,0.0349025949835777,0.0,유안타증권,0.2159019559621811,0.0455516502261161,0.0775640085339546,0.0,0.3490013480186462,0.3104042112827301,0.0,12542,2100.0,0.11
57,삼성화재애니카손해사정,삼성화재애니카손해사정,0.0,0.0,0.0,0.0,0.0,0.0,0.6219282746315002,0.1942069977521896,0.1783501058816909,삼성화재애니카손해사정,0.1159678101539611,0.0,0.1495353877544403,0.0,0.0,0.7300601601600647,0.0,6082,2001.3,0.11
58,로카모빌리티,로카모빌리티,0.019100084900856,0.0,0.0,0.0,0.1231534928083419,0.6322658061981201,0.19834865629673,0.0252226088196039,0.0,로카모빌리티,0.0,0.0,0.0,0.1356144100427627,0.6347478032112122,0.0,0.2276089638471603,5188,1083.5,0.26
59,하나캐피탈,하나캐피탈,0.0,0.0,0.0,0.0,0.0,0.0,0.6522571444511414,0.3431672155857086,0.0,하나캐피탈,0.3321471512317657,0.275768518447876,0.0,0.0,0.2271531224250793,0.1630836874246597,0.0,7070,6957.2,0.34
60,신영증권,신영증권,0.4814114570617676,0.0,0.0,0.0839839279651641,0.0,0.1352180689573288,0.1523714512586593,0.1437915712594986,0.0,신영증권,0.0680788829922676,0.0,0.0,0.0,0.6548954844474792,0.2737447321414947,0.0,11347,1600.0,0.2
61,대구은행,대구은행,0.3077896535396576,0.0,0.0,0.0,0.0,0.0,0.6839911937713623,0.0,0.0,대구은행,0.0,0.0,0.2029615193605423,0.0,0.0,0.7930082678794861,0.0,9985,2600.0,0.08
62,케이비캐피탈,케이비캐피탈,0.3482421934604645,0.0,0.0,0.0,0.0,0.0,0.6122958660125732,0.0315631218254566,0.0,케이비캐피탈,0.0,0.9584819078445436,0.0,0.0,0.0,0.0,0.0385518558323383,8719,9906.7,0.19
63,한화투자증권,한화투자증권,0.0,0.0,0.0,0.2835856974124908,0.0,0.0219135973602533,0.4445131123065948,0.0,0.2389619946479797,한화투자증권,0.4524120986461639,0.0620382726192474,0.0937798768281936,0.0774841010570526,0.1890392154455185,0.1247758567333221,0.0,12426,1500.0,0.11
64,흥국화재해상보험,흥국화재해상보험,0.2710960805416107,0.0,0.0426902137696743,0.0108071044087409,0.1237991377711296,0.0,0.4444137811660766,0.1045869216322898,0.0,흥국화재해상보험,0.0,0.0,0.0,0.0,0.773361086845398,0.2171575278043747,0.0,7970,4300.0,0.17
65,미래에셋생명보험,미래에셋생명보험,0.1872471272945404,0.0,0.1612970829010009,0.0,0.0,0.1256417483091354,0.5144652724266052,0.0,0.0,미래에셋생명보험,0.2953252494335174,0.0,0.0,0.0,0.5895402431488037,0.1086843758821487,0.0,9693,3400.0,0.08
66,카카오페이,카카오페이,0.0,0.0,0.0,0.8580326437950134,0.0,0.0940062850713729,0.0,0.0,0.0462278462946414,카카오페이,0.0,0.0,0.5323110818862915,0.0,0.4659888744354248,0.0,0.0,7474,4034.2,0.12
67,경남은행,경남은행,0.0,0.0,0.2114205658435821,0.0,0.0,0.0,0.3101103603839874,0.4031919836997986,0.0620363540947437,경남은행,0.0,0.5862977504730225,0.0,0.0,0.0,0.3919468522071838,0.0,11098,1600.0,0.11
68,인카금융서비스,인카금융서비스,0.0,0.0991271883249282,0.0,0.0,0.0,0.1524419486522674,0.139417827129364,0.6061902642250061,0.0,인카금융서비스,0.3166506290435791,0.1410772651433944,0.0,0.0,0.1793383806943893,0.3039765059947967,0.0571861639618873,4530,3143.3,0.23
69,수산업협동조합중앙회,수산업협동조합중앙회,0.8414384126663208,0.0,0.0,0.0,0.0,0.0,0.106275662779808,0.0,0.0491383783519268,수산업협동조합중앙회,0.1696442514657974,0.1900115609169006,0.0,0.0,0.4548633992671966,0.1836412698030471,0.0,6082,1700.0,0.12
70,에즈금융서비스,에즈금융서비스,0.0956928730010986,0.0,0.0,0.0645088106393814,0.0426134131848812,0.0467207767069339,0.0862493962049484,0.6622287034988403,0.0,에즈금융서비스,0.1110414564609527,0.0508700981736183,0.0,0.0,0.0,0.2169319093227386,0.6192598342895508,3506,1530.6,0.3
71,부산은행,부산은행,0.0,0.0,0.0,0.0,0.0,0.0,0.987642228603363,0.0,0.0,부산은행,0.0,0.3706611692905426,0.0,0.0,0.0,0.6179516911506653,0.0,11446,2700.0,0.12
72,광주은행,광주은행,0.5427532196044922,0.0,0.0,0.0,0.0746049806475639,0.0,0.1238355860114097,0.2548897862434387,0.0,광주은행,0.0,0.0,0.2255265563726425,0.0,0.0,0.768989086151123,0.0,9814,9413.1,0.19
73,웰컴크레디라인대부,웰컴크레디라인대부,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9644089937210084,0.0,웰컴크레디라인대부,0.0110490042716264,0.0110445162281394,0.0110498974099755,0.011031693778932,0.0110457437112927,0.9337406754493712,0.0110384803265333,4608,735.6,0.99
74,고려신용정보,고려신용정보,0.0,0.0,0.1488833129405975,0.1534993797540664,0.0,0.319675862789154,0.0793425664305687,0.2958133220672607,0.0,고려신용정보,0.0335337556898593,0.1896494030952453,0.2258621603250503,0.0856672972440719,0.1244430691003799,0.0488950982689857,0.2919491827487945,3830,1422.5,0.39
75,한국투자저축은행,한국투자저축은행,0.011199852451682,0.0883690193295478,0.0,0.0,0.0,0.0,0.8969550728797913,0.0,0.0,한국투자저축은행,0.1478920131921768,0.4046513140201568,0.2071924209594726,0.0265628863126039,0.2122295647859573,0.0,0.0,6032,2562.1,0.21
76,엔에이치농협캐피탈,엔에이치농협캐피탈,0.0502992942929267,0.0,0.0,0.1263923943042755,0.0,0.0,0.8205733895301819,0.0,0.0,엔에이치농협캐피탈,0.0,0.3950872421264648,0.0,0.0,0.6021319031715393,0.0,0.0,8224,3750.6,0.22
77,롯데캐피탈,롯데캐피탈,0.1368312835693359,0.0,0.2085979431867599,0.0,0.1456520110368728,0.1158067137002945,0.2494688183069229,0.1403719782829284,0.0,롯데캐피탈,0.3598154783248901,0.2941043674945831,0.0,0.0,0.3409089744091034,0.0,0.0,8394,9970.3,0.12
78,한국무역보험공사,한국무역보험공사,0.9261695146560668,0.0,0.0,0.0,0.0653692036867141,0.0,0.0,0.0,0.0,한국무역보험공사,0.0,0.1568721830844879,0.2277169823646545,0.0,0.2548556327819824,0.355773001909256,0.0,9274,1400.0,0.12
79,우리카드,우리카드,0.5370659828186035,0.0,0.0,0.0,0.0,0.0,0.4556581377983093,0.0,0.0,우리카드,0.0,0.0,0.2370047569274902,0.0,0.5607072114944458,0.1979388147592544,0.0,9147,1300.0,0.13
80,신용협동조합중앙회,신용협동조합중앙회,0.5577353835105896,0.0,0.0,0.0,0.0,0.0,0.4376311004161834,0.0,0.0,신용협동조합중앙회,0.0,0.2535141110420227,0.0,0.0,0.088634967803955,0.654571533203125,0.0,6032,2000.0,0.13
81,신한생명보험,신한생명보험,0.0,0.0,0.0,0.0,0.0,0.0,0.8396112322807312,0.1456997394561767,0.0,신한생명보험,0.0,0.0,0.0,0.0,0.7659010291099548,0.224904403090477,0.0,12393,5400.0,0.06
82,제이비우리캐피탈,제이비우리캐피탈,0.0,0.0,0.0,0.0,0.0,0.2746405303478241,0.6157020926475525,0.0,0.1039989739656448,제이비우리캐피탈,0.0,0.8036112785339355,0.0,0.0,0.0,0.066674530506134,0.1255547851324081,8879,6599.2,0.17
83,케이디비생명보험,케이디비생명보험,0.290738582611084,0.0,0.364600658416748,0.1354900598526001,0.0,0.0,0.2024698108434677,0.0,0.0,케이디비생명보험,0.2058155685663223,0.1057565063238143,0.0,0.0,0.6832572221755981,0.0,0.0,8099,3600.0,0.13
84,동양생명보험,동양생명보험,0.6270915269851685,0.0,0.2036697268486023,0.0,0.0,0.1177118122577667,0.0429713502526283,0.0,0.0,동양생명보험,0.0,0.0,0.0,0.0,0.987873673439026,0.0,0.0,9467,6200.0,0.28
85,유진투자증권,유진투자증권,0.0,0.0,0.0,0.1795000433921814,0.0,0.0,0.7148204445838928,0.0374294593930244,0.0648799613118171,유진투자증권,0.128748208284378,0.0,0.0677123218774795,0.0,0.7570223212242126,0.0441126711666584,0.0,11994,8775.5,0.17
86,농협생명보험,농협생명보험,0.0999065637588501,0.0,0.0,0.0,0.0,0.0,0.8324936032295227,0.0632385089993476,0.0,농협생명보험,0.1634221225976944,0.2035989910364151,0.0,0.0,0.2478626519441604,0.3826837837696075,0.0,10974,9600.0,0.12
87,에이플러스에셋어드바이저,에이플러스에셋어드바이저,0.0632138103246688,0.0,0.0,0.0,0.1358272284269333,0.0996031239628791,0.0,0.6967976093292236,0.0,에이플러스에셋어드바이저,0.3729473650455475,0.1307688653469085,0.0,0.0,0.2491892874240875,0.1021393239498138,0.1430914551019668,4387,2183.8,0.3
88,제이티친애저축은행,제이티친애저축은행,0.4394090175628662,0.0,0.0,0.0,0.0555864870548248,0.4961075782775879,0.0,0.0,0.0,제이티친애저축은행,0.0946966558694839,0.1288436502218246,0.0,0.0236954875290393,0.6916954517364502,0.0,0.0591421015560627,5638,2130.4,0.18
89,아프로파이낸셜대부,아프로파이낸셜대부,0.2960659861564636,0.0,0.0,0.0,0.0,0.0,0.6810386180877686,0.0,0.0,아프로파이낸셜대부,0.4043749868869781,0.0,0.0,0.0,0.5820867419242859,0.0,0.0,4891,4114.0,0.99
90,예금보험공사,예금보험공사,0.8382022380828857,0.0,0.0,0.1516879349946975,0.0,0.0,0.0,0.0,0.0,예금보험공사,0.0,0.4034160077571869,0.0,0.0,0.0,0.5878340601921082,0.0,8950,2100.0,0.23
91,비엠더블유파이낸셜서비스코리아,비엠더블유파이낸셜서비스코리아,0.0,0.0,0.0,0.6591159701347351,0.0,0.2783619165420532,0.0576492100954055,0.0,0.0,비엠더블유파이낸셜서비스코리아,0.0,0.5795619487762451,0.4164729118347168,0.0,0.0,0.0,0.0,5877,7029.4,0.33
92,프라임에셋,프라임에셋,0.0,0.0,0.0,0.051435187458992,0.0,0.1239430829882621,0.0858870521187782,0.7352594137191772,0.0,프라임에셋,0.0,0.1555277854204177,0.0,0.0,0.0,0.6123459339141846,0.2283746153116226,5357,3071.2,0.19
93,에이비엘생명보험,에이비엘생명보험,0.1512416303157806,0.0,0.3524799048900604,0.4004617631435394,0.0,0.0,0.0822552815079689,0.0,0.0,에이비엘생명보험,0.0,0.0,0.0,0.0,0.7483829855918884,0.240231841802597,0.0,8866,2600.0,0.14
94,메르세데스벤츠파이낸셜서비스코리아,메르세데스벤츠파이낸셜서비스코리아,0.0279119685292243,0.0,0.0,0.184520736336708,0.0,0.3033716082572937,0.1349997371435165,0.3449997007846832,0.0,메르세데스벤츠파이낸셜서비스코리아,0.0,0.158574640750885,0.4754289388656616,0.0,0.3622448146343231,0.0,0.0,7709,2024.4,0.3
95,오릭스캐피탈코리아,오릭스캐피탈코리아,0.1769110709428787,0.0,0.0,0.1678219139575958,0.0464575104415416,0.0,0.5117336511611938,0.0950538143515586,0.0,오릭스캐피탈코리아,0.0385737903416156,0.014226428233087,0.0351717621088027,0.0,0.5622811913490295,0.3439790606498718,0.0,6235,3480.6,0.18
96,페퍼저축은행,페퍼저축은행,0.0,0.0,0.0,0.0,0.1060414835810661,0.7833670973777771,0.0916679203510284,0.0169085506349802,0.0,페퍼저축은행,0.1613554209470749,0.0,0.0793602243065834,0.0,0.7180690169334412,0.0,0.040006048977375,6032,2885.1,0.12
97,신한저축은행,신한저축은행,0.110221728682518,0.0,0.0,0.0,0.0,0.0503308251500129,0.8336452841758728,0.0,0.0,신한저축은행,0.0716118291020393,0.4205533564090729,0.126883864402771,0.0,0.3771972358226776,0.0,0.0,6032,1178.8,0.2
