,company_name,0,1,2,3,4,5
0,국민건강보험공단,0.0,0.0,0.6873717308044434,0.3021172881126404,0.0,0.0
1,근로복지공단,0.0,0.0,0.8983572125434875,0.09975694119930267,0.0,0.0
2,농협은행,0.17667411267757416,0.5068957209587097,0.029713647440075874,0.2864476144313812,0.0,0.0
3,현대카드,0.0,0.2669896185398102,0.2893311679363251,0.0,0.08202202618122101,0.36130112409591675
4,중소기업은행,0.0,0.34105074405670166,0.0,0.6581763625144958,0.0,0.0
5,국민연금공단,0.0,0.0,0.891776442527771,0.09939920157194138,0.0,0.0
6,현대캐피탈,0.051993899047374725,0.3214935064315796,0.3479706346988678,0.0,0.10736009478569031,0.17090313136577606
7,국민은행,0.0,0.5355951189994812,0.09755420684814453,0.35928982496261597,0.0,0.0
8,삼성생명보험,0.17168626189231873,0.4078626334667206,0.13026845455169678,0.2895853817462921,0.0,0.0
9,신한은행,0.028094248846173286,0.3455464541912079,0.12540577352046967,0.5005054473876953,0.0,0.0
10,우리은행,0.03775998204946518,0.6254251003265381,0.04671924561262131,0.28948861360549927,0.0,0.0
11,신용보증기금,0.0,0.14058764278888702,0.08214248716831207,0.767482578754425,0.0,0.0
12,한화생명보험,0.011403853073716164,0.4493338465690613,0.42840343713760376,0.08974486589431763,0.0,0.020749684423208237
13,한국스탠다드차타드은행,0.0,0.5210233330726624,0.3313305079936981,0.1154850572347641,0.03127455711364746,0.0
14,하나은행,0.0309586338698864,0.37046724557876587,0.13092708587646484,0.466616690158844,0.0,0.0
15,삼성화재해상보험,0.13690337538719177,0.7525786757469177,0.03825622797012329,0.07122226804494858,0.0,0.0
16,웰컴저축은행,0.3296651244163513,0.09970958530902863,0.04518633708357811,0.09219993650913239,0.0,0.43304285407066345
17,메리츠화재해상보험,0.3325065076351166,0.12623967230319977,0.3397473394870758,0.1594470739364624,0.0,0.041792258620262146
18,교보생명보험,0.16772113740444183,0.5070594549179077,0.04701190069317818,0.24410337209701538,0.0,0.03377669304609299
19,롯데카드,0.09297917783260345,0.4070611000061035,0.19789887964725494,0.04467284679412842,0.0,0.25689250230789185
20,한국투자증권,0.3781391680240631,0.28939104080200195,0.0,0.3288443386554718,0.0,0.0
21,한국산업은행,0.0,0.0313420295715332,0.03591003641486168,0.9317735433578491,0.0,0.0
22,삼성카드,0.0,0.5480497479438782,0.4406780004501343,0.0,0.0,0.0
23,한국자산관리공사,0.0,0.022746538743376732,0.42424851655960083,0.5515052676200867,0.0,0.0
24,비씨카드,0.0,0.2416190207004547,0.5786309242248535,0.0,0.0,0.1778574436903
25,키움증권,0.305556982755661,0.22626881301403046,0.17564533650875092,0.0305316261947155,0.0,0.26156318187713623
26,서울보증보험,0.316762775182724,0.07764401286840439,0.21910730004310608,0.38531655073165894,0.0,0.0
27,삼성증권,0.0,0.6552767157554626,0.02303921990096569,0.31941062211990356,0.0,0.0
28,농업협동조합중앙회,0.0,0.5201636552810669,0.0,0.47678446769714355,0.0,0.0
29,삼성카드고객서비스,0.0,0.9171879887580872,0.07705370336771011,0.0,0.0,0.0
30,미래에셋대우,0.0,0.0,0.3888128995895386,0.5943417549133301,0.0,0.0
31,한국주택금융공사,0.03983514383435249,0.03555506840348244,0.7114960551261902,0.21203505992889404,0.0,0.0
32,삼성생명서비스손해사정,0.11850536614656448,0.347698837518692,0.46856945753097534,0.06359057873487473,0.0,0.0
33,현대해상화재보험,0.0,0.7206653952598572,0.277330607175827,0.0,0.0,0.0
34,케이비손해사정,0.039191629737615585,0.702094316482544,0.16927388310432434,0.0,0.0,0.08762027323246002
35,오케이저축은행,0.6200105547904968,0.2621316909790039,0.029893701896071434,0.0,0.0,0.08687382936477661
36,대신증권,0.0,0.03117680363357067,0.21518488228321075,0.10106568038463593,0.020001325756311417,0.6314760446548462
37,신한카드,0.3730292320251465,0.26186245679855347,0.08365876227617264,0.2797047197818756,0.0,0.0
38,라이나생명보험,0.010650744661688805,0.3085549473762512,0.5527886748313904,0.0,0.0,0.126618430018425
39,한국수출입은행,0.0,0.0,0.542698860168457,0.45423874258995056,0.0,0.0
40,모아저축은행,0.31002140045166016,0.2290917932987213,0.0,0.02045264281332493,0.13116061687469482,0.308892160654068
41,메트라이프생명보험,0.0,0.042534101754426956,0.6240529417991638,0.3297792375087738,0.0,0.0
42,한국씨티은행,0.0,0.0,0.6812679171562195,0.3153301179409027,0.0,0.0
43,현대커머셜,0.03576717525720596,0.32024213671684265,0.4034581482410431,0.0,0.0,0.2385614663362503
44,현대하이라이프손해사정,0.021092025563120842,0.972946047782898,0.0,0.0,0.0,0.0
45,롯데손해보험,0.0,0.015935225412249565,0.7866083383560181,0.06784291565418243,0.0,0.12835700809955597
46,한화손해보험,0.0,0.6051429510116577,0.38729575276374817,0.0,0.0,0.0
47,기술보증기금,0.05166685953736305,0.21378733217716217,0.1736392229795456,0.5595337152481079,0.0,0.0
48,한화손해사정,0.44833624362945557,0.31470420956611633,0.2352525293827057,0.0,0.0,0.0
49,악사손해보험,0.0,0.09193459898233414,0.9051741361618042,0.0,0.0,0.0
50,흥국생명보험,0.011293401010334492,0.6237390041351318,0.36297860741615295,0.0,0.0,0.0
51,다스카손해사정화재해상,0.5620757937431335,0.0,0.0,0.22050920128822327,0.0,0.213448166847229
52,산와대부,0.012978393584489822,0.9352570176124573,0.01292705349624157,0.012941288761794567,0.01293579488992691,0.012960425578057766
53,케이비국민카드,0.0,0.3739020526409149,0.5127550959587097,0.11104597896337509,0.0,0.0
