,company_name,adv_topic_0,adv_topic_1,adv_topic_2,adv_topic_3,adv_topic_4,adv_topic_5,dadv_topic_0,dadv_topic_1,dadv_topic_2,dadv_topic_3,dadv_topic_4,dadv_topic_5,dadv_topic_6,average_salary,total_sale,turn_over_rate
23,한국자산관리공사,0.0,0.022746538743376732,0.42424851655960083,0.5515052676200867,0.0,0.0,0.0,0.0,0.9978046417236328,0.0,0.0,0.0,0.0,8352.0,6387.3,0.14
24,비씨카드,0.0,0.2416190207004547,0.5786309242248535,0.0,0.0,0.1778574436903,0.6073445677757263,0.0,0.0912458524107933,0.08778297901153564,0.0,0.21213191747665405,0.0,10852.0,3500.0,0.11
25,키움증권,0.305556982755661,0.22626881301403046,0.17564533650875092,0.0305316261947155,0.0,0.26156318187713623,0.2512664794921875,0.2663874626159668,0.0,0.213298499584198,0.2595491409301758,0.0,0.0,13033.0,2600.0,0.17
26,서울보증보험,0.316762775182724,0.07764401286840439,0.21910730004310608,0.38531655073165894,0.0,0.0,0.37183278799057007,0.2140451967716217,0.3638778626918793,0.0,0.04860089346766472,0.0,0.0,6082.0,2600.0,0.23
27,삼성증권,0.0,0.6552767157554626,0.02303921990096569,0.31941062211990356,0.0,0.0,0.9955827593803406,0.0,0.0,0.0,0.0,0.0,0.0,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.0,0.5201636552810669,0.0,0.47678446769714355,0.0,0.0,0.2653884291648865,0.049294959753751755,0.5968105792999268,0.011265239678323269,0.0,0.0,0.07659290730953217,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.0,0.9171879887580872,0.07705370336771011,0.0,0.0,0.0,0.18963435292243958,0.6000533699989319,0.0,0.0,0.2013101875782013,0.0,0.0,5553.0,1079.8,0.2
30,미래에셋대우,0.0,0.0,0.3888128995895386,0.5943417549133301,0.0,0.0,0.43726563453674316,0.02261273004114628,0.0,0.13729910552501678,0.13778181374073029,0.0,0.2606913447380066,14057.0,12800.0,0.14
31,한국주택금융공사,0.03983514383435249,0.03555506840348244,0.7114960551261902,0.21203505992889404,0.0,0.0,0.0,0.0,0.9528208374977112,0.0450373999774456,0.0,0.0,0.0,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.11850536614656448,0.347698837518692,0.46856945753097534,0.06359057873487473,0.0,0.0,0.010562737472355366,0.42415913939476013,0.279282808303833,0.19394417107105255,0.09065113216638565,0.0,0.0,5887.0,2090.2,0.14
33,현대해상화재보험,0.0,0.7206653952598572,0.277330607175827,0.0,0.0,0.0,0.6233339905738831,0.0,0.37415841221809387,0.0,0.0,0.0,0.0,11280.0,16700.0,0.1
34,케이비손해사정,0.039191629737615585,0.702094316482544,0.16927388310432434,0.0,0.0,0.08762027323246002,0.07512705028057098,0.23769734799861908,0.2852875590324402,0.0,0.19497033953666687,0.15368546545505524,0.05265101417899132,6082.0,1261.9,0.17
35,오케이저축은행,0.6200105547904968,0.2621316909790039,0.029893701896071434,0.0,0.0,0.08687382936477661,0.29052290320396423,0.06527695804834366,0.18551874160766602,0.0,0.4576539099216461,0.0,0.0,5817.0,8892.8,0.38
36,대신증권,0.0,0.03117680363357067,0.21518488228321075,0.10106568038463593,0.020001325756311417,0.6314760446548462,0.686309278011322,0.0,0.0,0.0,0.30989426374435425,0.0,0.0,12177.0,2300.0,0.14
37,신한카드,0.3730292320251465,0.26186245679855347,0.08365876227617264,0.2797047197818756,0.0,0.0,0.0,0.725285530090332,0.017712285742163658,0.06058045104146004,0.18962721526622772,0.0,0.0,12741.0,3700.0,0.08
38,라이나생명보험,0.010650744661688805,0.3085549473762512,0.5527886748313904,0.0,0.0,0.126618430018425,0.09977512806653976,0.032669566571712494,0.0,0.5205923914909363,0.0,0.3456817865371704,0.0,6032.0,2800.0,0.25
39,한국수출입은행,0.0,0.0,0.542698860168457,0.45423874258995056,0.0,0.0,0.023148711770772934,0.0,0.9736486673355103,0.0,0.0,0.0,0.0,9680.0,7300.0,0.19
40,모아저축은행,0.31002140045166016,0.2290917932987213,0.0,0.02045264281332493,0.13116061687469482,0.308892160654068,0.27932459115982056,0.05267873778939247,0.1227368414402008,0.0,0.3705371618270874,0.08585379272699356,0.08862929046154022,5163.0,1450.2,0.2
41,메트라이프생명보험,0.0,0.042534101754426956,0.6240529417991638,0.3297792375087738,0.0,0.0,0.6057063937187195,0.04415322467684746,0.0,0.346783846616745,0.0,0.0,0.0,6032.0,2300.0,0.13
42,한국씨티은행,0.0,0.0,0.6812679171562195,0.3153301179409027,0.0,0.0,0.6493022441864014,0.0,0.12353990226984024,0.19199447333812714,0.0,0.033526867628097534,0.0,14011.0,3000.0,0.24
43,현대커머셜,0.03576717525720596,0.32024213671684265,0.4034581482410431,0.0,0.0,0.2385614663362503,0.3771817982196808,0.21014881134033203,0.0,0.04764115810394287,0.0,0.0,0.3625955283641815,10392.0,4776.7,0.22
44,현대하이라이프손해사정,0.021092025563120842,0.972946047782898,0.0,0.0,0.0,0.0,0.07902748137712479,0.08213503658771515,0.6991147994995117,0.13635839521884918,0.0,0.0,0.0,5601.0,719.0,0.17
45,롯데손해보험,0.0,0.015935225412249565,0.7866083383560181,0.06784291565418243,0.0,0.12835700809955597,0.580366313457489,0.0,0.05426828935742378,0.09810549765825272,0.0,0.2655716836452484,0.0,6571.0,3800.0,0.28
46,한화손해보험,0.0,0.6051429510116577,0.38729575276374817,0.0,0.0,0.0,0.5975306630134583,0.0,0.3969630300998688,0.0,0.0,0.0,0.0,7632.0,8000.0,0.1
47,기술보증기금,0.05166685953736305,0.21378733217716217,0.1736392229795456,0.5595337152481079,0.0,0.0,0.08567071706056595,0.0,0.9117658734321594,0.0,0.0,0.0,0.0,8979.0,3396.9,0.14
48,한화손해사정,0.44833624362945557,0.31470420956611633,0.2352525293827057,0.0,0.0,0.0,0.0,0.3002399206161499,0.19126859307289124,0.0,0.5062175989151001,0.0,0.0,4987.0,453.3,0.23
49,악사손해보험,0.0,0.09193459898233414,0.9051741361618042,0.0,0.0,0.0,0.38933485746383667,0.07477732747793198,0.0,0.5181959867477417,0.0,0.015701455995440483,0.0,5516.0,9294.1,0.28
50,흥국생명보험,0.011293401010334492,0.6237390041351318,0.36297860741615295,0.0,0.0,0.0,0.5914826393127441,0.0,0.0306288693100214,0.12488234788179398,0.01537706982344389,0.2366255223751068,0.0,7063.0,4400.0,0.44
51,다스카손해사정화재해상,0.5620757937431335,0.0,0.0,0.22050920128822327,0.0,0.213448166847229,0.0,0.15654675662517548,0.06232664734125137,0.05464013293385506,0.7257530689239502,0.0,0.0,3651.0,365.0,0.45
52,산와대부,0.012978393584489822,0.9352570176124573,0.01292705349624157,0.012941288761794567,0.01293579488992691,0.012960425578057766,0.0,0.0,0.4486826956272125,0.0,0.5035085082054138,0.0,0.0,5519.0,6104.1,0.8300000000000001
53,케이비국민카드,0.0,0.3739020526409149,0.5127550959587097,0.11104597896337509,0.0,0.0,0.5207787156105042,0.03404102101922035,0.2631026804447174,0.0,0.0,0.1806279569864273,0.0,12659.0,3100.0,0.07
54,공무원연금공단,0.03908070921897888,0.04468563571572304,0.6739238500595093,0.2412562519311905,0.0,0.0,0.0,0.0,0.9662958383560181,0.0,0.019244646653532982,0.01289951428771019,0.0,7088.0,15000.0,0.19
55,에이원손해사정,0.5645018815994263,0.0,0.2704899311065674,0.0,0.0,0.1628390997648239,0.0,0.1520141214132309,0.0,0.1600979119539261,0.6835998892784119,0.0,0.0,3362.0,410.0,0.5
56,유안타증권,0.2605358064174652,0.43549999594688416,0.2870554029941559,0.015385361388325691,0.0,0.0,0.5913059115409851,0.0,0.34804990887641907,0.05763890594244003,0.0,0.0,0.0,12542.0,2100.0,0.11
57,삼성화재애니카손해사정,0.0,0.697283923625946,0.0,0.2977588474750519,0.0,0.0,0.49985164403915405,0.42469581961631775,0.07116973400115967,0.0,0.0,0.0,0.0,6082.0,2001.3,0.11
58,로카모빌리티,0.13032087683677673,0.1356012374162674,0.046721089631319046,0.0,0.0,0.6860560774803162,0.07849156856536865,0.0,0.12719818949699402,0.057588908821344376,0.2517123222351074,0.4525247812271118,0.03201675042510033,5188.0,1083.5,0.26
59,하나캐피탈,0.2058907002210617,0.48600631952285767,0.0,0.30549219250679016,0.0,0.0,0.32108816504478455,0.07889377325773239,0.37586647272109985,0.0,0.0,0.13826066255569458,0.0783337727189064,7070.0,6957.2,0.34
60,신영증권,0.0,0.12702126801013947,0.4332732558250427,0.32027122378349304,0.0,0.11721910536289215,0.6628804206848145,0.0,0.0,0.0,0.2770305275917053,0.05217040330171585,0.0,11347.0,1600.0,0.2
61,대구은행,0.013765823096036911,0.5707195401191711,0.0,0.41183048486709595,0.0,0.0,0.18730953335762024,0.2304983139038086,0.45233187079429626,0.1275082379579544,0.0,0.0,0.0,9985.0,2600.0,0.08
62,케이비캐피탈,0.06271523237228394,0.5976278185844421,0.3366125822067261,0.0,0.0,0.0,0.12340659648180008,0.33891531825065613,0.0,0.0,0.0,0.0,0.5354068279266357,8719.0,9906.7,0.19
63,한화투자증권,0.0,0.7818617820739746,0.13729898631572723,0.010719181038439274,0.0,0.06881511956453323,0.7055569887161255,0.0,0.17685702443122864,0.02448786236345768,0.09178555011749268,0.0,0.0,12426.0,1500.0,0.11
64,흥국화재해상보험,0.12595736980438232,0.6054441928863525,0.26511311531066895,0.0,0.0,0.0,0.39716583490371704,0.0,0.2665884792804718,0.0706479474902153,0.0,0.26344552636146545,0.0,7970.0,4300.0,0.17
65,미래에셋생명보험,0.0,0.5630242824554443,0.2636076509952545,0.0,0.0,0.16465094685554504,0.5047488212585449,0.0,0.07313591986894608,0.0,0.0,0.41580602526664734,0.0,9693.0,3400.0,0.08
66,카카오페이,0.0,0.0521056205034256,0.284383088350296,0.24336643517017365,0.0,0.41935664415359497,0.3322071135044098,0.0,0.0,0.5353152751922607,0.0,0.13118799030780792,0.0,7474.0,4034.2,0.12
67,경남은행,0.31247612833976746,0.20702394843101501,0.3251350224018097,0.14803940057754517,0.0,0.0,0.17932841181755066,0.4462563693523407,0.0,0.0,0.0,0.0,0.3588999807834625,11098.0,1600.0,0.11
68,인카금융서비스,0.7495165467262268,0.0,0.0,0.0,0.0,0.24728842079639435,0.6085168123245239,0.0,0.12801143527030945,0.0,0.2611229419708252,0.0,0.0,4530.0,3143.3,0.23
69,수산업협동조합중앙회,0.0,0.4411970376968384,0.15091118216514587,0.4057214856147766,0.0,0.0,0.42469748854637146,0.0,0.446784108877182,0.0,0.0,0.12624026834964752,0.0,6082.0,1700.0,0.12
70,에즈금융서비스,0.6051695942878723,0.0,0.10322496294975281,0.10324933379888535,0.0,0.18643048405647278,0.12663143873214722,0.42006656527519226,0.0,0.0,0.39599353075027466,0.0,0.055491991341114044,3506.0,1530.6,0.3
71,부산은행,0.10228822380304337,0.5824205279350281,0.0,0.3090636432170868,0.0,0.0,0.3793303370475769,0.0,0.6106282472610474,0.0,0.0,0.0,0.0,11446.0,2700.0,0.12
72,광주은행,0.1434127688407898,0.05647850036621094,0.10234980285167694,0.6956754922866821,0.0,0.0,0.24173463881015778,0.3348274827003479,0.2878352999687195,0.13263338804244995,0.0,0.0,0.0,9814.0,9413.1,0.19
73,웰컴크레디라인대부,0.6189814209938049,0.0,0.0,0.0,0.0,0.35690996050834656,0.0,0.5304559469223022,0.0,0.0,0.42730632424354553,0.0,0.0,4608.0,735.6,0.99
74,고려신용정보,0.19393104314804077,0.0,0.24338380992412567,0.07203380763530731,0.0,0.4893995225429535,0.22282038629055023,0.0,0.07961906492710114,0.2843093276023865,0.3663255274295807,0.0,0.045881904661655426,3830.0,1422.5,0.39
75,한국투자저축은행,0.2962048053741455,0.5494463443756104,0.0,0.15198922157287598,0.0,0.0,0.11143697053194046,0.0,0.37349119782447815,0.4324580430984497,0.0,0.0290667787194252,0.05216052010655403,6032.0,2562.1,0.21
76,엔에이치농협캐피탈,0.0,0.6763680577278137,0.14832383394241333,0.17334848642349243,0.0,0.0,0.8057884573936462,0.0,0.0,0.016001544892787933,0.0,0.1112246960401535,0.057317886501550674,8224.0,3750.6,0.22
77,롯데캐피탈,0.0309979896992445,0.6383623480796814,0.1795092076063156,0.0,0.0,0.14820411801338196,0.740785539150238,0.13515684008598328,0.047016214579343796,0.0,0.0,0.0733291432261467,0.0,8394.0,9970.3,0.12
78,한국무역보험공사,0.0,0.0,0.9214158654212952,0.07170463353395462,0.0,0.0,0.03754803165793419,0.0,0.6956037878990173,0.26067793369293213,0.0,0.0,0.0,9274.0,1400.0,0.12
79,우리카드,0.0,0.45455315709114075,0.19117900729179382,0.3501266837120056,0.0,0.0,0.06235302612185478,0.0,0.49161282181739807,0.0,0.0,0.44165295362472534,0.0,9147.0,1300.0,0.13
80,신용협동조합중앙회,0.0,0.5795422792434692,0.1541697084903717,0.2557424008846283,0.0,0.0,0.06732460111379623,0.0,0.9289576411247253,0.0,0.0,0.0,0.0,6032.0,2000.0,0.13
81,신한생명보험,0.520470142364502,0.4684818983078003,0.0,0.0,0.0,0.0,0.47850197553634644,0.0,0.0,0.0,0.0,0.5120592713356018,0.0,12393.0,5400.0,0.06
82,제이비우리캐피탈,0.43789178133010864,0.2791955769062042,0.27902552485466003,0.0,0.0,0.0,0.0,0.4402715861797333,0.026500694453716278,0.0,0.0,0.0,0.529296338558197,8879.0,6599.2,0.17
83,케이디비생명보험,0.0,0.28810378909111023,0.7052323222160339,0.0,0.0,0.0,0.6880016922950745,0.0,0.0889558494091034,0.0,0.0,0.2180066555738449,0.0,8099.0,3600.0,0.13
84,동양생명보험,0.0,0.34240901470184326,0.5407481789588928,0.10972602665424347,0.0,0.0,0.3673544228076935,0.0,0.0,0.0,0.0,0.6230835914611816,0.0,9467.0,6200.0,0.28
85,유진투자증권,0.14621983468532562,0.5825862884521484,0.02140941470861435,0.2479422390460968,0.0,0.0,0.5792751312255859,0.0,0.04792635887861252,0.0704251304268837,0.0,0.3001317083835602,0.0,11994.0,8775.5,0.17
86,농협생명보험,0.365447461605072,0.44234469532966614,0.06548212468624115,0.12458252906799316,0.0,0.0,0.14622649550437927,0.0,0.7450817227363586,0.0,0.0,0.043529924005270004,0.06299806386232376,10974.0,9600.0,0.12
87,에이플러스에셋어드바이저,0.8621638417243958,0.0,0.0,0.0,0.0,0.13302239775657654,0.1725625842809677,0.0,0.34712719917297363,0.0,0.3434768319129944,0.13417614996433258,0.0,4387.0,2183.8,0.3
88,제이티친애저축은행,0.0,0.0,0.5436341762542725,0.0,0.0,0.4417846202850342,0.3365101218223572,0.0,0.11480186134576797,0.16686052083969116,0.0695284903049469,0.3105592727661133,0.0,5638.0,2130.4,0.18
89,아프로파이낸셜대부,0.0,0.977827787399292,0.0,0.0,0.0,0.0,0.034292466938495636,0.0,0.3636764883995056,0.0,0.22390688955783844,0.36999860405921936,0.0,4891.0,4114.0,0.99
90,예금보험공사,0.0,0.0,0.12906700372695923,0.8627185225486755,0.0,0.0,0.0,0.0,0.9396854639053345,0.05187346413731575,0.0,0.0,0.0,8950.0,2100.0,0.23
91,비엠더블유파이낸셜서비스코리아,0.0,0.0,0.849397599697113,0.0,0.0,0.1460789144039154,0.057048264890909195,0.3668883144855499,0.07734877616167068,0.4480670392513275,0.0,0.0,0.049113038927316666,5877.0,7029.4,0.33
92,프라임에셋,0.6005411148071289,0.0,0.17128776013851166,0.0,0.0,0.22514747083187103,0.33221983909606934,0.5674391388893127,0.02206013724207878,0.0,0.07560697197914124,0.0,0.0,5357.0,3071.2,0.19
93,에이비엘생명보험,0.0,0.31279733777046204,0.673728346824646,0.0,0.0,0.0,0.9856575131416321,0.0,0.0,0.0,0.0,0.0,0.0,8866.0,2600.0,0.14
94,메르세데스벤츠파이낸셜서비스코리아,0.0,0.398375540971756,0.192942276597023,0.07757280766963959,0.0,0.3250006139278412,0.128004252910614,0.0,0.0,0.5961821675300598,0.0,0.2722695767879486,0.0,7709.0,2024.4,0.3
95,오릭스캐피탈코리아,0.3082663118839264,0.21757569909095764,0.22054214775562286,0.2521396279335022,0.0,0.0,0.2307543158531189,0.0,0.277301162481308,0.10558026283979416,0.08631543070077896,0.2992357313632965,0.0,6235.0,3480.6,0.18
96,페퍼저축은행,0.0,0.04983225464820862,0.0,0.02003801055252552,0.024585649371147156,0.9044769406318665,0.05465013533830643,0.0,0.3189850151538849,0.12166427820920944,0.020763758569955826,0.4832010865211487,0.0,6032.0,2885.1,0.12
97,신한저축은행,0.0,0.7294607162475586,0.16793957352638245,0.06321623176336288,0.0,0.03688723221421242,0.38720327615737915,0.04865291342139244,0.0,0.13228188455104828,0.0,0.13910385966300964,0.2903856635093689,6032.0,1178.8,0.2
98,디비생명보험,0.2753220796585083,0.45397233963012695,0.03540598601102829,0.2329919934272766,0.0,0.0,0.6743611097335815,0.0,0.0,0.17783403396606445,0.0,0.14373233914375305,0.0,7626.0,2300.0,0.08
99,한국벤처투자,0.0,0.0,0.1292433887720108,0.8666989803314209,0.0,0.0,0.0,0.0,0.6232302188873291,0.0,0.0,0.3691905736923218,0.0,7001.0,248.8,0.09
100,에이아이지손해보험,0.1393219530582428,0.0,0.8555357456207275,0.0,0.0,0.0,0.36264732480049133,0.0,0.09334862232208252,0.4595412015914917,0.0,0.0825825184583664,0.0,6032.0,8640.3,0.11
101,핀크,0.0,0.09791327267885208,0.3369929790496826,0.3535444140434265,0.0,0.21065890789031982,0.246873140335083,0.0,0.0,0.6025912165641785,0.0,0.14906880259513855,0.0,5805.0,59.4,0.33
102,디비씨에이에스손해사정,0.5960726141929626,0.39096614718437195,0.0,0.0,0.0,0.0,0.08594072610139847,0.0,0.0,0.07672465592622757,0.828636884689331,0.0,0.0,5510.0,478.8,0.3
103,미래에셋자산운용,0.0,0.017101773992180824,0.2884202003479004,0.6390781402587891,0.0,0.052683308720588684,0.3837759494781494,0.0,0.0,0.5379485487937927,0.0,0.07336919009685516,0.0,13847.0,2705.5,0.18
104,현대차증권,0.2460475116968155,0.6316784024238586,0.0,0.1178383007645607,0.0,0.0,0.4511157274246216,0.0,0.5432806015014648,0.0,0.0,0.0,0.0,12129.0,6792.7,0.12
105,애큐온캐피탈,0.0,0.09055060893297195,0.7306764721870422,0.0,0.0,0.17366726696491241,0.0,0.03995070606470108,0.17093241214752197,0.40883612632751465,0.0,0.37766754627227783,0.0,9961.0,2691.6,0.21
106,유화증권,0.1900496631860733,0.0,0.13732075691223145,0.667137086391449,0.0,0.0,0.029701106250286102,0.47146546840667725,0.10689420253038406,0.0,0.0904354527592659,0.2982036769390106,0.0,4605.0,206.7,0.38
107,에스케이증권,0.0,0.5685292482376099,0.2526295483112335,0.0,0.0,0.17227868735790253,0.1794266402721405,0.0,0.1736723631620407,0.0,0.0,0.4778859317302704,0.16311703622341156,12280.0,5627.3,0.18
108,이베스트투자증권,0.2320834994316101,0.06287473440170288,0.5404865145683289,0.0,0.0,0.16255001723766327,0.7815211415290833,0.0,0.0,0.0,0.0,0.21353045105934143,0.0,18665.0,1100.0,0.21
109,새마을금고중앙회,0.12420549243688583,0.7921487092971802,0.0,0.08101608604192734,0.0,0.0,0.11811547726392746,0.0,0.654575765132904,0.04761272296309471,0.05755646526813507,0.09607920795679092,0.02537676692008972,6082.0,5200.0,0.06
110,아이비케이투자증권,0.0,0.35604456067085266,0.05788075923919678,0.1462368220090866,0.0,0.43831366300582886,0.38948854804039,0.0,0.44737640023231506,0.1409502923488617,0.0,0.020434746518731117,0.0,10791.0,1100.0,0.18
111,한국거래소,0.0,0.0,0.47824007272720337,0.1875765472650528,0.17974981665611267,0.15246300399303436,0.21744447946548462,0.2943347096443176,0.36595967411994934,0.0,0.0,0.0,0.11946568638086319,6032.0,3861.7,0.11
112,전북은행,0.0,0.5767483711242676,0.0,0.4167849123477936,0.0,0.0,0.0,0.0,0.4026488661766052,0.0,0.3722448945045471,0.0,0.21936695277690887,9966.0,7096.4,0.18
113,농협손해보험,0.0,0.692582368850708,0.2855199873447418,0.01668328046798706,0.0,0.0,0.06371138989925385,0.0,0.2616533637046814,0.0,0.0,0.0,0.6680371761322021,10142.0,4900.0,0.12
114,한국예탁결제원,0.0,0.0,0.5867665410041809,0.33780637383461,0.0704210177063942,0.0,0.0,0.0,0.9904361963272095,0.0,0.0,0.0,0.0,10745.0,2688.8,0.09
115,브이피,0.0,0.3465557396411896,0.6422127485275269,0.0,0.0,0.0,0.0,0.0,0.0,0.38587847352027893,0.0,0.5974302887916565,0.0,5769.0,655.8,0.29
116,한패스,0.0,0.0,0.0,0.0,0.0,0.9978771209716797,0.0,0.0,0.0,0.0,0.418218731880188,0.5712849497795105,0.0,4115.0,195.1,0.6
117,바로크레디트대부,0.012911699712276459,0.012922396883368492,0.9353717565536499,0.01293147075921297,0.012907754629850388,0.012954899109899998,0.10896772891283035,0.0,0.6438762545585632,0.0,0.2250847965478897,0.0,0.0,4354.0,1133.0,0.22
118,글로벌금융판매,0.1835181713104248,0.06824936717748642,0.019777268171310425,0.36389073729515076,0.0,0.3630751371383667,0.025083675980567932,0.37974339723587036,0.0,0.12693354487419128,0.0,0.46436020731925964,0.0,3442.0,4473.3,0.46
119,현대하이카손해사정,0.0,0.9817018508911133,0.0,0.0,0.0,0.0,0.0,0.0,0.98043292760849,0.0,0.0,0.0,0.0,6082.0,1294.9,0.08
120,아이비케이캐피탈,0.0,0.5042744278907776,0.0,0.4896791875362396,0.0,0.0,0.5957783460617065,0.0,0.3982962667942047,0.0,0.0,0.0,0.0,9880.0,3933.2,0.06
121,한국예술인복지재단,0.0,0.0,0.5729147791862488,0.42287591099739075,0.0,0.0,0.0,0.36430680751800537,0.2731880843639374,0.2776774764060974,0.06595581769943237,0.0,0.016411760821938515,4651.0,864.2,1.0
122,한국토지주택공사,0.0,0.0,0.5471286177635193,0.3120124936103821,0.12867064774036407,0.0,0.0,0.09964319318532944,0.8425135016441345,0.033158257603645325,0.01929590478539467,0.0,0.0,8179.0,27100.0,0.09
123,한전KPS,0.06099858507514,0.1420319378376007,0.020474085584282875,0.7762501835823059,0.0,0.0,0.0,0.02274504117667675,0.9421176314353943,0.0,0.0,0.0,0.034745920449495316,7846.0,1200.0,0.13
