,0,1,2,3,4,5,6
7,"(0, '0.010*""생산"" + 0.009*""진급"" + 0.006*""군대"" + 0.005*""사원"" + 0.005*""공장"" + 0.005*""수직"" + 0.005*""보수"" + 0.005*""출근""')","(1, '0.026*""계약"" + 0.015*""정규직"" + 0.008*""현장"" + 0.007*""강도"" + 0.006*""사업"" + 0.005*""전환"" + 0.005*""수직"" + 0.005*""교대""')","(2, '0.007*""프로젝트"" + 0.006*""무량"" + 0.006*""평가"" + 0.005*""조직"" + 0.004*""소통"" + 0.004*""리더"" + 0.004*""팀바팀"" + 0.004*""부분""')","(3, '0.012*""위치"" + 0.006*""행정"" + 0.006*""연구원"" + 0.006*""출퇴근"" + 0.005*""수당"" + 0.005*""식당"" + 0.005*""인상"" + 0.005*""교통""')","(4, '0.009*""임원"" + 0.007*""사업"" + 0.007*""영진"" + 0.006*""영업"" + 0.005*""경영"" + 0.005*""미래"" + 0.005*""매출"" + 0.005*""조직""')","(5, '0.011*""고객"" + 0.009*""승진"" + 0.008*""영업"" + 0.007*""민원"" + 0.007*""본사"" + 0.007*""실적"" + 0.007*""스트레스"" + 0.007*""순환""')","(6, '0.007*""수당"" + 0.006*""출근"" + 0.006*""사용"" + 0.005*""대표"" + 0.005*""관리자"" + 0.004*""교육"" + 0.004*""관리"" + 0.004*""진짜""')"
