,0,1,2,3,4,5,6,7,8,9,10
4,"(0, '0.020*""공공기관"" + 0.014*""연구"" + 0.014*""서울"" + 0.013*""유연근무제"" + 0.013*""부바"" + 0.013*""유연"" + 0.010*""급여"" + 0.010*""육아휴직"" + 0.010*""구내식당"" + 0.009*""강도""')","(1, '0.016*""프로젝트"" + 0.014*""제공"" + 0.012*""재택근무"" + 0.010*""기회"" + 0.010*""개인"" + 0.010*""식대"" + 0.009*""일만"" + 0.009*""업계"" + 0.008*""사내"" + 0.008*""재택""')","(2, '0.016*""공공기관"" + 0.013*""급여"" + 0.013*""해외"" + 0.011*""서울"" + 0.010*""건물"" + 0.010*""사업"" + 0.009*""교육"" + 0.009*""수당"" + 0.008*""기관"" + 0.008*""동료""')","(3, '0.021*""제공"" + 0.014*""점심"" + 0.014*""서울"" + 0.011*""건물"" + 0.011*""공공기관"" + 0.010*""식당"" + 0.010*""사내"" + 0.009*""유연근무제"" + 0.009*""공무원"" + 0.009*""수당""')",,,,,,,
6,"(0, '0.031*""공공기관"" + 0.022*""서울"" + 0.018*""육아휴직"" + 0.017*""부바"" + 0.016*""유연"" + 0.013*""초봉"" + 0.013*""공기업"" + 0.011*""강도"" + 0.011*""급여"" + 0.011*""제도""')","(1, '0.018*""프로젝트"" + 0.017*""재택근무"" + 0.016*""제공"" + 0.012*""재택"" + 0.011*""교육"" + 0.011*""업계"" + 0.010*""일만"" + 0.010*""사내"" + 0.010*""금요일"" + 0.010*""자율""')","(2, '0.015*""해외"" + 0.011*""공공기관"" + 0.011*""건물"" + 0.011*""급여"" + 0.011*""동료"" + 0.010*""기회"" + 0.010*""교육"" + 0.009*""프로젝트"" + 0.009*""조직"" + 0.009*""사업""')","(3, '0.028*""서울"" + 0.016*""공공기관"" + 0.012*""자율"" + 0.011*""공무원"" + 0.010*""사무실"" + 0.010*""동료"" + 0.009*""직장"" + 0.008*""제공"" + 0.008*""다른"" + 0.008*""사내""')","(4, '0.021*""연구"" + 0.016*""유연근무제"" + 0.013*""구내식당"" + 0.012*""계약"" + 0.010*""연구원"" + 0.010*""급여"" + 0.010*""박사"" + 0.010*""서울"" + 0.009*""제공"" + 0.009*""개인""')","(5, '0.017*""제공"" + 0.013*""공공기관"" + 0.013*""식대"" + 0.012*""기회"" + 0.012*""점심"" + 0.010*""개인"" + 0.009*""사내"" + 0.009*""급여"" + 0.009*""간식"" + 0.009*""센터""')",,,,,
11,"(0, '0.034*""공공기관"" + 0.023*""초봉"" + 0.020*""공기업"" + 0.017*""유연"" + 0.016*""부바"" + 0.015*""급여"" + 0.015*""순환"" + 0.014*""대부분"" + 0.013*""육아휴직"" + 0.013*""단위""')","(1, '0.021*""재택근무"" + 0.020*""프로젝트"" + 0.016*""재택"" + 0.013*""제공"" + 0.012*""금요일"" + 0.012*""교육"" + 0.011*""업계"" + 0.011*""일만"" + 0.011*""자율"" + 0.010*""사내""')","(2, '0.017*""해외"" + 0.013*""급여"" + 0.012*""프로젝트"" + 0.011*""기회"" + 0.011*""교육"" + 0.010*""동료"" + 0.009*""업계"" + 0.009*""사업"" + 0.009*""조직"" + 0.009*""공공기관""')","(3, '0.039*""서울"" + 0.021*""공무원"" + 0.021*""공공기관"" + 0.016*""대전"" + 0.016*""직장"" + 0.015*""동료"" + 0.012*""사무실"" + 0.010*""다른"" + 0.010*""공기업"" + 0.010*""분야""')","(4, '0.017*""공무원"" + 0.014*""수당"" + 0.011*""거의"" + 0.010*""구내식당"" + 0.010*""회식"" + 0.010*""최고"" + 0.010*""강도"" + 0.009*""직장"" + 0.009*""동료"" + 0.009*""경우""')","(5, '0.020*""식대"" + 0.017*""기회"" + 0.015*""공공기관"" + 0.013*""생일"" + 0.012*""점심시간"" + 0.011*""급여"" + 0.010*""센터"" + 0.010*""지역"" + 0.010*""제도"" + 0.009*""간식""')","(6, '0.075*""제공"" + 0.037*""저녁"" + 0.035*""점심"" + 0.034*""카페"" + 0.029*""사내"" + 0.014*""버스"" + 0.013*""셔틀버스"" + 0.013*""통근"" + 0.011*""구내식당"" + 0.011*""무료""')","(7, '0.020*""제공"" + 0.015*""도서"" + 0.014*""공공기관"" + 0.014*""본사"" + 0.014*""수도권"" + 0.012*""단위"" + 0.011*""간식"" + 0.011*""사무실"" + 0.011*""부바"" + 0.011*""관리""')","(8, '0.024*""유연근무제"" + 0.022*""연구"" + 0.014*""유연"" + 0.014*""계약"" + 0.011*""연구원"" + 0.011*""급여"" + 0.011*""구내식당"" + 0.011*""박사"" + 0.011*""공공기관"" + 0.010*""개인""')","(9, '0.039*""서울"" + 0.025*""공공기관"" + 0.025*""육아휴직"" + 0.019*""건물"" + 0.013*""부바"" + 0.011*""구내식당"" + 0.011*""초봉"" + 0.010*""휴직"" + 0.010*""제도"" + 0.010*""조직""')","(10, '0.027*""개인"" + 0.025*""연구원"" + 0.024*""유연근무제"" + 0.020*""센터"" + 0.020*""자기"" + 0.015*""별로"" + 0.013*""일만"" + 0.012*""실적"" + 0.010*""조직"" + 0.010*""근무시간""')"
