,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
1971,비비디오코리아,0.17769403063609254,0.3962620100656937,0.04788983539051165,0.02301300365640093,0.0061691391426052225,0.5686645721124206,0.21303313277638875,0.03487180674555547,0.02538293561449591,0.025242593043133536,5419.0,245.7,0.66
1972,레뷰코퍼레이션,0.69645676799996,0.06363902172275411,0.020328161973328478,0.009890370580857292,0.003763532795021895,0.38251017531848724,0.07379079675271018,0.0141764186716327,0.011452543791020217,0.011145346656785186,4519.0,228.2,0.22
1973,디지털트리니티,1.0663603980860513e-306,1.0,1.6243942384989195e-307,7.178086020384972e-308,2.2129524168758543e-308,0.81653304357295,0.015875699959435517,0.004622900002712545,0.004341172188880602,0.0043784407579079525,4178.0,103.3,0.45
1974,아이코닉스,0.6989598165613654,0.16192671492029864,0.0405237382881235,0.019738856639443393,0.00672136525222281,0.8469013448646547,0.0223711814290252,0.006372538611991125,0.005925780318032867,0.005990936569136289,4847.0,786.3,2.8000000000000003
1975,레인보우커뮤니케이션,3.3619121396185477e-307,3.3385760013415486e-307,1.0,4.451571709885754e-307,7.204791853096935e-308,0.6218291280834024,0.09169159783833,0.01978396624975678,0.01677481422000994,0.016329890853796467,5364.0,110.6,0.33
1976,현대퓨처넷,0.47023611598121123,0.3226524398055079,0.04706754243453727,0.022801707499157636,0.007568875250805376,0.6002176877454446,0.044716226834712415,0.010744135140364326,0.009476571510043734,0.009391902644859198,5932.0,339.0,0.19
1977,디자인하우스,1.0,3.4404840696560673e-307,9.750528461209695e-308,4.754713938214023e-308,1.681503059311674e-308,0.8181219729910443,0.017511763874713843,0.005083792312253399,0.004767311255960168,0.00480288745615727,4558.0,240.8,0.35
1978,더북컴퍼니,0.5720740309957109,0.08487951177918919,0.02326133192888987,0.011442083116669121,0.0039978834141313644,0.9727746787920438,0.014627351214650117,0.004343399986329534,0.004109161728528465,0.004145408278448101,4308.0,262.5,0.42
1979,엠비씨플러스,0.9417583361714714,0.036379715545426246,0.012965353807475861,0.006334234270253583,0.0025623602053727523,0.8710564438587987,0.01735846047776474,0.004772077620052231,0.004386514129992535,0.004418669873588091,6032.0,1836.8,0.19
1980,자이언트스텝,0.2639817375712333,0.540907166600834,0.06291642732927126,0.030439434734282303,0.008127803652642346,0.7830376091769822,0.02166926838549143,0.006436876819792015,0.006086714073733684,0.006153206681340167,4103.0,230.3,0.29
1981,제이와이피엔터테인먼트,0.6952334129308295,0.05442151176506489,0.01748242464036316,0.008642276620168587,0.0032898794785391175,0.7821548557727139,0.018809162470843965,0.00552983658551497,0.005209697042591427,0.005257528615800975,6546.0,1652.3,0.13
1982,해법에듀,0.09174303125471298,0.09458987080051913,0.7112623865471044,0.08571959922467487,0.01668511217298859,0.8224499131436747,0.033117294365339035,0.008618969380542794,0.0077634623650870765,0.007808824595452182,4055.0,417.1,0.32
1983,북이십일,0.5430868799207396,0.05910761698379823,0.01835435310913275,0.008939818731516593,0.003378793015210577,1.0,1.1264748620295328e-307,2.939031331136346e-308,2.6457349521931006e-308,2.682801696711526e-308,4752.0,348.9,0.18
1984,에스비에스콘텐츠허브,0.14366998663540814,0.2751547623863495,0.23327909078288353,0.05231520291453794,0.011266604645952267,0.5895766462350752,0.035909401098568425,0.008412160477809984,0.007313383004640315,0.007480337005250262,8690.0,1425.4,0.26
1985,성원애드피아,0.6719210176976426,0.05904607050106108,0.02053990909560315,0.009977070937862799,0.0038898819601124296,0.7721989089880543,0.020403268638189354,0.005636421274240105,0.005192741798881246,0.005221131855678523,4455.0,885.1,0.26
1986,한국경제티브이,1.0,3.145079485760808e-307,9.053332092369915e-308,4.4385453703494594e-308,1.594910202357856e-308,0.8777584228762882,0.021438172682128453,0.006246588331063755,0.00586181314661003,0.005920221607839127,6045.0,1161.7,0.19
1987,동아일보사,1.0,3.4568065579707068e-307,9.773420896515115e-308,4.751321034599e-308,1.6795015603153975e-308,0.881129318357491,0.02610447076834553,0.007359834935400219,0.006813627581088986,0.006901121698807003,6032.0,2540.3,0.12
1988,엠디마케팅,1.0,4.553873342200111e-307,1.1758396020984937e-307,5.619575601082268e-308,1.977711339442243e-308,0.25232397003222173,0.20699248556223487,0.1864421518240567,0.060005107821108045,0.05822819630230223,3721.0,75.0,0.38
